factorAbbreviation,factorName,styleName,cagr,tstat,newey_west_tstat,rank_score,rank_style,rank_total
CQPTTMCFtoSales,Num of Qtrs of Pos Chgs in TTM Cash Flows/TTM Sales,Historical Growth,0.15963870906799138,4.193432152668588,4.9423941316688875,4.193432152668588,1.0,1.0
PAdjChg1YEPS,1Y Chg in Earnings to Price,Historical Growth,0.07309942756886101,3.9371434306412545,3.081450795779529,3.9371434306412545,2.0,2.0
PAdjChg1YCF,1Y Chg in Cash Flow to Price,Historical Growth,0.07436054904423361,3.8554626995727603,3.348505546832589,3.8554626995727603,3.0,3.0
CapExToAst,Capital Expenditure to Total Assets,Capital Efficiency,0.0702482423377151,3.7453978974499744,3.529287789473554,3.7453978974499744,1.0,4.0
InvPEGYC,Inverse P/E Ratio Adj for Growth and Yield,Valuation,0.10452248168531297,3.692751689844431,3.1987723085127664,3.692751689844431,1.0,5.0
PAdjChg3YOCF,3Y Chg in Operating Cash Flow to Price,Historical Growth,0.09147176551114611,3.6794316782047636,3.492610942783365,3.6794316782047636,4.0,6.0
Rev3MFY1C,3M Revision in FY1 EPS Estimate,Analyst Expectations,0.08825199895348756,3.641775413965473,3.0786454049812244,3.641775413965473,1.0,7.0
InvPEGC,Inverse PEG,Analyst Expectations,0.08746587089861757,3.5396394207813455,3.67437376974384,3.5396394207813455,2.0,8.0
PAdjChg1YSales,1Y Chg in Sales to Price,Historical Growth,0.07748185534079699,3.454968309573929,4.096568371173035,3.454968309573929,5.0,9.0
UnexpectedInvChg,Unexpected Inventory Change,Earnings Quality,0.10380143349157112,3.414902463625029,3.4598655972126773,3.414902463625029,1.0,10.0
PAdjChg3YCF,3Y Chg in Cash Flow to Price,Historical Growth,0.07113342648764243,3.4109203054112798,3.445875689093001,3.4109203054112798,6.0,11.0
FCFEV,Free Cash Flow to Enterprise Value,Valuation,0.07499912418977117,3.3624034803929574,3.3715167049706887,3.3624034803929574,2.0,12.0
EPSSurpC,Earnings Surprise,Analyst Expectations,0.07520003163920252,3.293557443076515,2.581302333258286,3.293557443076515,3.0,13.0
SalesToInvCap,Sales to Invested Capital,Earnings Quality,0.0717569603279391,3.260192623886743,4.003133084786209,3.260192623886743,2.0,14.0
BuyBackChg,1Y Chg in Stock Buybacks,Capital Efficiency,0.07553687466156012,3.2406584605209736,2.7467337194342782,3.2406584605209736,2.0,15.0
RecTurn,Receivables Turnover Ratio,Capital Efficiency,0.0720329505907864,3.236408901345289,3.662056930689928,3.236408901345289,3.0,16.0
ShortIntTrdVol,Short Interest Trading Volume,Price Momentum,0.08652804058330998,3.225926840314253,3.520323370734898,3.225926840314253,1.0,17.0
BookLev,Book Leverage,Volatility,0.0761890599144941,3.1755265716660435,3.744877197395486,3.1755265716660435,1.0,18.0
AdjInvPEGC,Adjusted Inverse PEG,Analyst Expectations,0.09118956600449724,3.175210391024015,3.9322477466112917,3.175210391024015,4.0,19.0
CapExToSales,Capital Expenditure to Sales,Earnings Quality,0.060045009994708076,3.1573217508304117,3.458483464693064,3.1573217508304117,3.0,20.0
ETO,Equity Turnover,Earnings Quality,0.06714698110643869,3.1315483228504366,3.5582565442717304,3.1315483228504366,4.0,21.0
LogAssets,Log of Total Last Quarter Assets,Size,0.096988570070911,3.11600826943377,2.6450101855924215,3.11600826943377,1.0,22.0
GPMargin,Gross Profit Margin,Earnings Quality,0.0988947319013247,3.074626504450726,2.679787765549929,3.074626504450726,5.0,23.0
PAdjChg1YFCF,1Y Chg in Free Cash Flow to Price,Historical Growth,0.057079898501664283,2.947826670713191,2.7302842175460036,2.947826670713191,7.0,24.0
ConsQPosChginTTMCF,Number of Consecutive Qtrs of Pos. Changes in TTM Cash Flows,Historical Growth,0.11703570832556442,2.9075880513377346,3.381747790235179,2.9075880513377346,8.0,25.0
SUEC,Standardized Unexpected Earnings,Analyst Expectations,0.06129942321316939,2.9065192764928813,3.3626580385359857,2.9065192764928813,5.0,26.0
PAdjChg1YOCF,1Y Chg in Operating Cash Flow to Price,Historical Growth,0.057249809202377655,2.8596724004082597,2.8159591875740535,2.8596724004082597,9.0,27.0
DIVIDENDGROWTH,Dividend Growth,Historical Growth,0.057838157154566305,2.851831392341174,2.339938670611691,2.851831392341174,10.0,28.0
AdjAstAdjChg1YFCF,Adj 1Y Chg in Asset Adjusted FCF,Historical Growth,0.09911004221154007,2.842544095120532,2.8451453185431483,2.842544095120532,11.0,29.0
SP,Sales to Price Ratio,Valuation,0.10054002780941573,2.827717408072653,2.9378255405859997,2.827717408072653,3.0,30.0
ROAStddev20Q,ROA 20 Qtr Standard Deviation,Earnings Quality,0.0768113233084804,2.8270025825431984,2.5233712272927,2.8270025825431984,6.0,31.0
