factorAbbreviation,factorName,styleName,cagr,tstat,newey_west_tstat,rank_score,rank_style,rank_total
EbitdaToAst,EBITDA to Assets,Capital Efficiency,0.08478403685598757,2.8655199874535313,3.558045414704718,2.8655199874535313,2.0,39.0
AdjRev3MFY1C,Adjusted 3M Revision in FY1 EPS Estimate,Analyst Expectations,0.10033998222964668,2.8642738372101566,3.524153559709717,2.8642738372101566,8.0,40.0
OCFRatio,Operating Cash Flow Ratio,Capital Efficiency,0.07997500078594277,2.8600374278681624,3.65588131050111,2.8600374278681624,3.0,41.0
6MTTMSalesMom,6M Momentum in Trailing 12M Sales,Historical Growth,0.05764001041294975,2.838788815322626,2.376627085840629,2.838788815322626,15.0,42.0
AdjEBITP,Adjusted EBIT to Price,Valuation,0.08101862497263634,2.8384913481027887,2.4920981377405487,2.8384913481027887,8.0,43.0
PAdjChg3YOCF,3Y Chg in Operating Cash Flow to Price,Historical Growth,0.07273867767278275,2.831804800810843,2.6995726389898436,2.831804800810843,16.0,44.0
CapExToSales,Capital Expenditure to Sales,Earnings Quality,0.05713849487018874,2.829539775945209,3.3134136664889584,2.829539775945209,8.0,45.0
OEA,Operating Earnings to Assets Ratio,Earnings Quality,0.12132344442298448,2.828659463696813,3.0820398855831823,2.828659463696813,9.0,46.0
ROASTAB,Return on Assets Stability,Historical Growth,0.07504949684764517,2.814484810341443,3.061869835199152,2.814484810341443,17.0,47.0
LTGC,Expected LTG,Analyst Expectations,0.09294852738393589,2.809434502441303,2.742121703286245,2.809434502441303,9.0,48.0
ChgATO,Change of Asset Turnover,Historical Growth,0.1005064210800175,2.783167777917169,2.743170791203288,2.783167777917169,18.0,49.0
EPSStab,EPS Stability,Historical Growth,0.05947156194243308,2.774685489233024,3.3406560166840995,2.774685489233024,19.0,50.0
RecTurn,Receivables Turnover Ratio,Capital Efficiency,0.046593767570142886,2.7634337526334067,3.3001700105033254,2.7634337526334067,4.0,51.0
WCAccruals,Working Capital Accruals,Earnings Quality,0.057388868029463636,2.7626805900457487,2.8423311362019468,2.7626805900457487,10.0,52.0
AstAdjChg1YCF,1Y Chg in Asset Adjusted Cash Flow,Historical Growth,0.0735226518796459,2.7153400666620073,3.167373160002684,2.7153400666620073,20.0,53.0
ROAStddev20Q,ROA 20 Qtr Standard Deviation,Earnings Quality,0.0790275212885756,2.706171382395428,2.6322977848842575,2.706171382395428,11.0,54.0
ROA,Return on Assets,Capital Efficiency,0.09025640463651019,2.7058116102435434,3.2455173524379295,2.7058116102435434,5.0,55.0
FCFEV,Free Cash Flow to Enterprise Value,Valuation,0.05767373614919857,2.701072280814591,2.6984189331749353,2.701072280814591,9.0,56.0
GPMargin,Gross Profit Margin,Earnings Quality,0.08151636456344269,2.687022601381965,2.4004546326030667,2.687022601381965,12.0,57.0
IntCovRatio,Interest Coverage Ratio,Capital Efficiency,0.062370392040250744,2.679640389247917,3.322083520407812,2.679640389247917,6.0,58.0
PAdjChg3YFCF,3Y Chg in Free Cash Flow to Price,Historical Growth,0.058082860352475674,2.65836587259443,2.7428780155454557,2.65836587259443,21.0,59.0
CashEV,Cash to EV Ratio,Valuation,0.059054258340047294,2.6492301575420045,2.2640766724388386,2.6492301575420045,10.0,60.0
Rev3MFY2C,3M Revision in FY2 EPS Estimate,Analyst Expectations,0.07998160856621062,2.632601148249888,2.714919358251874,2.632601148249888,10.0,61.0
LogAssets,Log of Total Last Quarter Assets,Size,0.08688109598769689,2.631359178831923,2.274202447856601,2.631359178831923,1.0,62.0
EBITDAEV,EBITDA to Enterprise Value,Valuation,0.06922605308719176,2.617980901979242,2.2967121078956603,2.617980901979242,11.0,63.0
EbitToAst,EBIT to Assets,Capital Efficiency,0.06509560699176764,2.6089326721647463,3.034578759835806,2.6089326721647463,7.0,64.0
ROIC,Return on Invested Capital,Capital Efficiency,0.08964235821122557,2.5960962832430488,3.7048266439020976,2.5960962832430488,8.0,65.0
AdjIntCov,Adjusted Interest Coverage Ratio,Capital Efficiency,0.0659364752019258,2.569566003243656,2.7307793184043287,2.569566003243656,9.0,66.0
OCFP,Operating Cash Flow to Price,Valuation,0.07365124047285843,2.547791902684591,2.1485187289966614,2.547791902684591,12.0,67.0
ROE,Return on Equity,Capital Efficiency,0.0908917077973832,2.5331462201115578,2.35041416675011,2.5331462201115578,10.0,68.0
12QTrendTTMEPS,12-Quarter Trendline in Trailing 12-Month Earnings,Historical Growth,0.08882422690388081,2.4996780359743234,2.0810491728950766,2.4996780359743234,22.0,69.0
BuyBackChg,1Y Chg in Stock Buybacks,Capital Efficiency,0.05957916136510155,2.4820225086150676,2.4732893992828244,2.4820225086150676,11.0,70.0
Chg1YOCF,1Y Chg in Operating Cash Flow per Share,Historical Growth,0.05866438930074347,2.4792515389130525,2.4550728770210632,2.4792515389130525,23.0,71.0
LTDE,Long Term Debt to Equity Ratio,Capital Efficiency,0.09325092094092535,2.472684031440452,2.23196609268302,2.472684031440452,12.0,72.0
CQDRItoSales,Num of Quarters of Declines in Receivables and Inventories/TTM Sales,Historical Growth,0.059066430423554195,2.4627347905275236,2.8776193839700004,2.4627347905275236,24.0,73.0
EPSEstDispFY2C,Analyst Dispersion for FY2 EPS,Analyst Expectations,0.1109471989781936,2.4444219442466237,2.175356608309426,2.4444219442466237,11.0,74.0
Chg1YEPS,1Y Chg in Earnings per Share,Historical Growth,0.04145206501054832,2.443315843508126,2.177473836451078,2.443315843508126,25.0,75.0
OCFEV,Operating Cash Flow to Enterprise Value,Valuation,0.07028584344639532,2.4062902903952743,2.0371963685835937,2.4062902903952743,13.0,76.0
FCFP,Free Cash Flow to Price,Valuation,0.05227797646894006,2.406180679706014,2.1115003056711457,2.406180679706014,14.0,77.0
CFIC,Cash Flow to Invested Capital,Earnings Quality,0.04781785055061483,2.4024191658229492,5.384509851241092,2.4024191658229492,13.0,78.0
CurLiaP,Current Liability to Price,Valuation,0.0958494834483723,2.3625184472915945,2.135751242681574,2.3625184472915945,15.0,79.0
EBITDAP,EBITDA to Price,Valuation,0.07810546693662568,2.3495593062356215,2.129834270668745,2.3495593062356215,16.0,80.0
CFEqt,Cash Flow to Equity,Valuation,0.07938654282846747,2.34194465017092,2.786050278839022,2.34194465017092,17.0,81.0
PAdjChg3YCF,3Y Chg in Cash Flow to Price,Historical Growth,0.06111145614316116,2.333407761462006,2.704169164582391,2.333407761462006,26.0,82.0
TTMEPStoTTMSales,Trailing 12-Month Earnings/Trailing 12-Month Sales,Earnings Quality,0.11644892965614861,2.3323152985891484,2.9602808082313397,2.3323152985891484,14.0,83.0
DA,Debt to Assets Ratio,Capital Efficiency,0.051074101499646085,2.331582565861532,2.5762017493318896,2.331582565861532,13.0,84.0
CFAst,Cash Flow to Total Asset,Earnings Quality,0.0776301818248526,2.3304615593301627,2.6974124225715266,2.3304615593301627,15.0,85.0
ConsQPosChgTTMEPS,Number of Consecutive Qtrs of Positive Changes in TTM Quarterly Earnings,Historical Growth,0.1084104697054531,2.329187561255704,2.7752935186017416,2.329187561255704,27.0,86.0
SolvencyRatio,Solvency Ratio,Valuation,0.0884099378224279,2.324619261769628,1.9793327616027416,2.324619261769628,18.0,87.0
3YAvgAnnEPSGrw,3Y Average Annual Earnings Growth,Historical Growth,0.05425678154744973,2.2979533843366875,2.2285991801681697,2.2979533843366875,28.0,88.0
3MSalesMom,3M Momentum in Trailing 12M Sales,Historical Growth,0.05512759694494873,2.291452818636667,1.822674091044804,2.291452818636667,29.0,89.0
SGAToSalesChg1Y,Year over Year Change in SGA to Sales,Earnings Quality,0.06837561327448527,2.2891869240328506,2.0734478901003657,2.2891869240328506,16.0,90.0
AccrualRatioCF,Accrual Ratio - Cash Flows,Earnings Quality,0.040261274544912906,2.2849860528477683,2.6170933868978836,2.2849860528477683,17.0,91.0
Chg3YOCF,3Y Chg in Operating Cash Flow per Share,Historical Growth,0.06611707051355431,2.257645775860537,2.254501587842661,2.257645775860537,30.0,92.0
AdjChgEPS,Adj 1Y Chg in Earnings per Share,Historical Growth,0.06397930139618002,2.2271131607056573,2.5282951663716937,2.2271131607056573,31.0,93.0
DIVIDENDGROWTH,Dividend Growth,Historical Growth,0.04796527355642666,2.2208302909658735,1.8356823125645618,2.2208302909658735,32.0,94.0
FwdEPC,Forward Earnings to Price,Valuation,0.07708332248464811,2.2145166441911552,2.12170078538079,2.2145166441911552,19.0,95.0
AdjAstAdjChg3YFCF,Adjusted 3Y Chg in Asset Adjusted Free Cash Flow,Historical Growth,0.08403923396179525,2.209339235902817,2.24907108451622,2.209339235902817,33.0,96.0
CashP,Cash to Price,Valuation,0.0856522539246487,2.2048020952439136,1.8025950773243944,2.2048020952439136,20.0,97.0
DivP,Dividends to Price Ratio,Valuation,0.07657001304552047,2.2015432481282096,2.0177246966533793,2.2015432481282096,21.0,98.0
BP,Book to Price,Valuation,0.0844644193353008,2.182753344370329,1.7922225648452805,2.182753344370329,22.0,99.0
CFROIC,Cash Flow Return on Invested Capital,Capital Efficiency,0.06633978541773478,2.176397041803546,2.675592279461055,2.176397041803546,14.0,100.0
AdjFwdEPC,Adjusted Forward Earnings to Price,Valuation,0.07520179452296905,2.1702755487579144,2.108188365189229,2.1702755487579144,23.0,101.0
UnexpectedRecChg,Unexpected Receivables Change,Earnings Quality,0.04569687020392177,2.1622382843398364,2.3732620293403333,2.1622382843398364,18.0,102.0
AdjFCFP,Adj Free Cash Flow to Price,Valuation,0.06506391464913786,2.161708237984265,1.7946553880108522,2.161708237984265,24.0,103.0
LTDA,Long Term Debt to Assets Ratio,Capital Efficiency,0.05542402881170849,2.149117326825669,2.05119347441797,2.149117326825669,15.0,104.0
PAdjChg3YSales,3Y Chg in Sales to Price,Historical Growth,0.05062616481851134,2.1424478249384324,1.8667022490394278,2.1424478249384324,34.0,105.0
FCFSales,Free Cash Flow to Sales,Earnings Quality,0.04578884754130774,2.133976348780429,2.221251656857725,2.133976348780429,19.0,106.0
TTMRecInvToSales,Trailing 12-Month Receivables and Inventories/Trailing 12-Month Sales,Historical Growth,0.14393925130615814,2.1321894358739315,1.6856278506983668,2.1321894358739315,35.0,107.0
GFP,Growth Flow to Price,Valuation,0.08879106825256278,2.0808100605481283,2.110187294353452,2.0808100605481283,25.0,108.0
ROEStab,Return on Equity Stability,Historical Growth,0.05928191738183508,2.0761010253618473,2.1022471774375853,2.0761010253618473,36.0,109.0
WCA,Working Capital to Assets Ratio,Earnings Quality,0.06603394668184959,2.053645044535151,2.1008330530795005,2.053645044535151,20.0,110.0
AssetTurn,Asset Turnover,Earnings Quality,0.045120953206606584,2.0496142441344753,2.218779853207669,2.0496142441344753,21.0,111.0
SalesAcc,Sales Acceleration,Historical Growth,0.036759587717122955,2.0494270462051265,1.825769259634747,2.0494270462051265,37.0,112.0
IO_Level_AM,Institution Ownership Level - Active Manager,Price Momentum,0.0697461277401743,2.0270379475618694,2.013445456880786,2.0270379475618694,2.0,113.0
PA52WL20DLag,Percent Above 260-Day Low,Price Momentum,0.09889563002778767,2.020017801920773,1.9213022998256692,2.020017801920773,3.0,114.0
AdjEPSNumRevFY2C,Adj Number of EPS FY2 Revisions,Analyst Expectations,0.05246725432256216,2.007814796751292,2.6552835120529523,2.007814796751292,12.0,115.0
SGAToSales,SG&A to Sales,Earnings Quality,0.05720100739138956,2.002505706793142,1.2996857169063007,2.002505706793142,22.0,116.0
52WSlope,Slope of 52W Price Trend,Price Momentum,0.09336901305124212,1.995101282300759,2.1513057230321735,1.995101282300759,4.0,117.0
OCFIC,Operating Cash Flow to Invested Capital,Earnings Quality,0.07689287492371677,1.9810774401724203,2.42581953324606,1.9810774401724203,23.0,118.0
FY2OverFY1Growth,Expected Earnings Growth: Fiscal Year 2/Fiscal Year 1,Historical Growth,0.07338806297883305,1.956225000470864,1.7344238795093447,1.956225000470864,38.0,119.0
YoYChgDA,1Y Chg in Debt to Assets,Volatility,0.033869824231256285,1.9509830044336436,2.603033511415561,1.9509830044336436,2.0,120.0
FCFStab,Free Cash Flow Stability,Earnings Quality,0.05330468758580831,1.9360077651381562,2.0546486583636976,1.9360077651381562,24.0,121.0
WCTurn,Working Capital Turnover Ratio,Capital Efficiency,0.034838622332767466,1.9313572530833754,1.9017871150230818,1.9313572530833754,16.0,122.0
InvTurn,Inventory Turnover,Earnings Quality,0.05903402181008599,1.9242556241729747,2.0102874897743193,1.9242556241729747,25.0,123.0
AnnVol12M,12M Realized Price Volatility,Volatility,0.13070650692170127,1.9167491792403404,2.168851535949762,1.9167491792403404,3.0,124.0
CashAst,Cash to Total Assets,Valuation,0.049539657773062684,1.9157720606517286,2.1647958162215426,1.9157720606517286,26.0,125.0
CACL,Current Ratio,Earnings Quality,0.06932825103974549,1.908389612980607,1.767370147146453,1.908389612980607,26.0,126.0
90DCV,90 Day Coefficient of Variation,Volatility,0.09929733358771609,1.9071136652863758,2.1809275652089997,1.9071136652863758,4.0,127.0
DepToCapex,Depreciation to Capex Ratio,Earnings Quality,0.056851458843232505,1.9068222334060436,1.971108683002905,1.9068222334060436,27.0,128.0
EBITMargin,EBIT Margin,Earnings Quality,0.07320187561137592,1.8948527416599252,1.5188202936412585,1.8948527416599252,28.0,129.0
Chg1YCF,1Y Chg in Cash Flow per Share,Historical Growth,0.03853210762039927,1.8744969412820918,1.5087044075604057,1.8744969412820918,39.0,130.0
AstAdjChg3YFCF,3Y Chg in Asset Adjusted Free Cash Flow,Historical Growth,0.04139809179293219,1.8596873968742411,1.7343862723477141,1.8596873968742411,40.0,131.0
SP,Sales to Price Ratio,Valuation,0.06601457642308817,1.846058459934503,1.7324837250499912,1.846058459934503,27.0,132.0
52WVPT20DLag,52-Week Volume Price Trend with 20-Day Lag,Price Momentum,0.07731221883918393,1.8287009845105584,1.7887877338761793,1.8287009845105584,5.0,133.0
CashAdjEV,Cash to Adjusted Enterprise Value,Valuation,0.07854523281531822,1.8135692513920987,1.8337316263433268,1.8135692513920987,28.0,134.0
12QTTMCFTrend,12-Quarter Trendline in Trailing 12-Month Cash Flows,Historical Growth,0.06463999449431501,1.7986427995515815,1.7415996462403278,1.7986427995515815,41.0,135.0
OCFAst,Operating Cash Flow to Asset,Earnings Quality,0.059667011619839005,1.7898938210329274,2.565153234952823,1.7898938210329274,29.0,136.0
Amihud,Amihud Illiquidity Measure,Volatility,0.08403786350901998,1.786749907536466,1.8754735885187672,1.786749907536466,5.0,137.0
ROA60MSlope,ROA 60 Month Slope,Earnings Quality,0.04003098166995955,1.7843558431829625,1.627433536943087,1.7843558431829625,30.0,138.0
FinLev,Degree of Financial Leverage,Capital Efficiency,0.03871833280997494,1.778057248385035,1.7614353028675416,1.778057248385035,17.0,139.0
CashCycle,Cash Conversion Cycle,Earnings Quality,0.03601841702711317,1.7755622576528212,1.7864910851074676,1.7755622576528212,31.0,140.0
CQDOHtoSales,Consecutive Quarters of Declines in TTM Overhead/Sales,Historical Growth,0.07553397992978295,1.768253261297015,1.8879173977938835,1.768253261297015,42.0,141.0
Beta60M,60M CAPM Beta,Volatility,0.10753419361515881,1.758044521792839,2.344466351378631,1.758044521792839,6.0,142.0
FwdFCFPC,Forward Free Cash Flow to Price Ratio,Valuation,0.05099440162467617,1.7468170283175788,1.7408179631556697,1.7468170283175788,29.0,143.0
CapAcqRatio,Capital Acquisition Ratio,Capital Efficiency,0.04594323772192532,1.737295351370785,2.0043572894160344,1.737295351370785,18.0,144.0
LogUnadjPrice,Log of Unadjusted Stock Price,Price Momentum,0.06790560167582704,1.7340566931887538,1.5716461264367947,1.7340566931887538,6.0,145.0
EPSEstDispFY1C,Analyst Dispersion for FY1 EPS,Analyst Expectations,0.06439842489148817,1.7297084341011695,1.6096296736795224,1.7297084341011695,13.0,146.0
DebtChg1Y,Year over Year Change of Total Debt,Capital Efficiency,0.03054233868973788,1.7288899218178824,2.3749077892986206,1.7288899218178824,19.0,147.0
Alpha36M6MPChg,6M Chg in 36M CAPM Alpha,Price Momentum,0.03244423420019671,1.7284950723317563,1.732835681916331,1.7284950723317563,7.0,148.0
AccrualRatioBS,Accrual Ratio - Balance Sheet,Earnings Quality,0.03642383289185225,1.7130115170442985,1.7583808281312954,1.7130115170442985,32.0,149.0
Chg3YCF,3Y Chg in Cash Flow per Share,Historical Growth,0.057371966208901615,1.708375804877423,2.0230808917042373,1.708375804877423,43.0,150.0
AstP,Assets to Price Ratio,Valuation,0.07733798218017074,1.706536163930703,1.5947964754957982,1.706536163930703,30.0,151.0
50To200PrcRatio,50 Day to 200 Day Stock Price,Price Momentum,0.1037254255019533,1.6977168393399682,1.5168078272339818,1.6977168393399682,8.0,152.0
EPSNumRevFY1C,Number of EPS FY1 Revisions,Analyst Expectations,0.0483417457729165,1.6973676381824327,2.441243552808146,1.6973676381824327,14.0,153.0
39WRtnLag4W,39W Lagged Return,Price Momentum,0.09019212280231281,1.6890027111007229,1.737634932742523,1.6890027111007229,9.0,154.0
SEV,Sales to EV Ratio,Valuation,0.058477936577318035,1.6794045857415922,1.454173329439482,1.6794045857415922,31.0,155.0
6MChgTgtPrc,6M Chg in Target Price,Analyst Expectations,0.083116510391962,1.6519728534114864,2.010391907643078,1.6519728534114864,15.0,156.0
Chg3YFCF,3Y Chg in Free Cash Flow per Share,Historical Growth,0.0400863131629019,1.646287254134868,1.4941911250852282,1.646287254134868,44.0,157.0
AdjFwdFCFPC,Adj Forward Free Cash Flow to Price Ratio,Valuation,0.07304232938574984,1.6285358567538517,1.7025324125975139,1.6285358567538517,32.0,158.0
PAdjChg3YEPS,3Y Chg in Earnings to Price,Historical Growth,0.047434108541419606,1.6281017984896868,1.542651999837717,1.6281017984896868,45.0,159.0
4To52WPrcOsc,4W to 52W Price Oscillator,Price Momentum,0.09240760398346892,1.6260160264079173,1.6166397602092797,1.6260160264079173,10.0,160.0
OPM,Operating Margin,Earnings Quality,0.06543008183092613,1.6161361145962503,1.474273767792315,1.6161361145962503,33.0,161.0
WCapToAst,Working Capital to Total Assets,Earnings Quality,0.05950667139838606,1.6115605099478492,1.5874293597750597,1.6115605099478492,34.0,162.0
PM9M,9 Month Price Momentum,Price Momentum,0.08515767202889668,1.5833641510777738,1.573122936064311,1.5833641510777738,11.0,163.0
IO_ChgofIO_HF,Change of Ownership Level - Hedge Fund,Price Momentum,0.04703065900750203,1.5772412450509785,1.528779011057279,1.5772412450509785,12.0,164.0
InvToAsset,Asset Adjusted Capital Investments,Earnings Quality,0.029672615010900127,1.5677504418368462,1.728354403460952,1.5677504418368462,35.0,165.0
Chg3YAstTo,3Y Chg in Sales Turnover,Historical Growth,0.036839684614858204,1.5606788946465724,1.3602989896670474,1.5606788946465724,46.0,166.0
QuickRatio,Quick Ratio,Earnings Quality,0.05256271725304251,1.5567717004531274,1.689153593720318,1.5567717004531274,36.0,167.0
BuyToSellRecLess3MEMA,Buy-to-Sell Recommendation Ratio Less 3M EMA,Analyst Expectations,0.02984887385897994,1.5555005933996278,1.5008052924367403,1.5555005933996278,16.0,168.0
AnnVol1M,1M Realized Price Volatility,Volatility,0.0813019682783842,1.5554664055529173,1.7910808606119526,1.5554664055529173,7.0,169.0
TobinQ,Tobin's Q Ratio,Capital Efficiency,0.057992280409468355,1.5535600430441137,1.3991147896004579,1.5535600430441137,20.0,170.0
ShareChg,1Y Chg in Shares Outstanding,Capital Efficiency,0.04042094360791415,1.516855096853394,1.9343474180278073,1.516855096853394,21.0,171.0
OCFStab,Operating Cash Flow Stability,Earnings Quality,0.04382066108945781,1.5062893846846954,1.399347500148146,1.5062893846846954,37.0,172.0
FCFEqt,Free Cash Flow to Common Equity,Valuation,0.03314506473405121,1.4911738295208314,1.7521394678765208,1.4911738295208314,33.0,173.0
SalesToEPSChg,1Y Chg in Sales to Earnings,Earnings Quality,0.03661527425330657,1.489153556108279,1.2898232096601967,1.489153556108279,38.0,174.0
RskAdjRS,Risk Adjusted Relative Strength,Price Momentum,0.050046939369505106,1.473937925117069,1.4271348283438563,1.473937925117069,13.0,175.0
PM12M1M,12M - 1M Price Momentum,Price Momentum,0.07816186380898271,1.4618190530840265,1.4077329133467826,1.4618190530840265,14.0,176.0
AdjAccruals,Adjusted Accruals,Earnings Quality,0.03129626947070885,1.44358026568962,1.6649765938681125,1.44358026568962,39.0,177.0
StdErr180D,180D Price TStat,Price Momentum,0.07536326262661874,1.4373205834369935,1.3078224043020614,1.4373205834369935,15.0,178.0
AdjGFP,Adj Growth Flow to Price,Valuation,0.05936706892202337,1.4238926170487907,1.2385631402990513,1.4238926170487907,34.0,179.0
NIStab,Net Income Stability,Earnings Quality,0.04671033451781481,1.4219583042942607,1.6463647013634708,1.4219583042942607,40.0,180.0
PTIToNOA,Pretax Income to Net Operating Assets,Earnings Quality,0.03340604113758894,1.41653550861303,1.7149587565061386,1.41653550861303,41.0,181.0
VolAdjRtn12M,Volatility adjusted 12M return,Price Momentum,0.06224541547502804,1.3956789665276241,1.3940111290444765,1.3956789665276241,16.0,182.0
IO_StabofChgHD,Stability of Change in Number of Holders,Price Momentum,0.04196391750978612,1.3879496096688468,1.5548344037681003,1.3879496096688468,17.0,183.0
AstAdjChg3YCF,3Y Chg in Asset Adjusted Cash Flow,Historical Growth,0.05056156275374346,1.387230533585336,1.4433245052375177,1.387230533585336,47.0,184.0
RSI26W,26W Relative Price Strength,Price Momentum,0.07611327855171202,1.3703358540105348,1.3171778933626115,1.3703358540105348,18.0,185.0
BVEV,Adjusted Book to Enterprise Value,Valuation,0.08042680814119718,1.3697564988443132,1.1298333818728488,1.3697564988443132,35.0,186.0
EBITDAMargin,EBITDA Margin,Earnings Quality,0.05313636904152874,1.3599145018885386,1.4035560261458384,1.3599145018885386,42.0,187.0
IO_BreadthStabBY,Ownership Breadth Stability of Institution Ownership by Buyers,Price Momentum,0.04860155494416096,1.3593645349103043,1.8292002173138955,1.3593645349103043,19.0,188.0
HL52W,52W High Low,Price Momentum,0.07074978615088723,1.3526931904979143,1.3926231838118972,1.3526931904979143,20.0,189.0
Chg1YAstTo,1Y Chg in Sales Turnover,Historical Growth,0.053626063833590365,1.3214512879380522,1.323628718113963,1.3214512879380522,48.0,190.0
