factorAbbreviation,factorName,styleName,cagr,tstat,newey_west_tstat,rank_score,rank_style,rank_total
RevMagFY1C,Street Revision Magnitude,Analyst Expectations,0.07513459240112286,2.746626932277032,3.060046042380436,2.746626932277032,7.0,38.0
AstAdjChg1YFCF,1Y Chg in Asset Adjusted Free Cash Flow,Historical Growth,0.057846691273777395,2.7396040975476756,2.606396908779664,2.7396040975476756,11.0,39.0
RecTurn,Receivables Turnover Ratio,Capital Efficiency,0.051082306634832264,2.739585880851508,2.820677420045036,2.739585880851508,5.0,40.0
OEA,Operating Earnings to Assets Ratio,Earnings Quality,0.08054444916381232,2.6912908400377673,3.4850392278713294,2.6912908400377673,12.0,41.0
PAdjChg1YOCF,1Y Chg in Operating Cash Flow to Price,Historical Growth,0.050628827388338404,2.6660896430018126,2.720197470514441,2.6660896430018126,12.0,42.0
AstAdjChg1YOCF,1Y Chg in Asset Adjusted Operating Cash Flow,Historical Growth,0.06804174882477665,2.6551313832927486,2.801260638378019,2.6551313832927486,13.0,43.0
IntCovRatio,Interest Coverage Ratio,Capital Efficiency,0.06300286853086745,2.644563819596418,3.2527875944386033,2.644563819596418,6.0,44.0
PAdjChg1YCF,1Y Chg in Cash Flow to Price,Historical Growth,0.05939260954106862,2.63566768703941,2.5160868853594662,2.63566768703941,14.0,45.0
OCFAst,Operating Cash Flow to Asset,Earnings Quality,0.07502089235026244,2.5982035411534543,3.5912207497459434,2.5982035411534543,13.0,46.0
AdjAccruals,Adjusted Accruals,Earnings Quality,0.05128852049374566,2.5939726347954575,3.744017318151867,2.5939726347954575,14.0,47.0
CQDOHtoSales,Consecutive Quarters of Declines in TTM Overhead/Sales,Historical Growth,0.11227272861584581,2.568964920420416,2.6530566183218363,2.568964920420416,15.0,48.0
AstAdjChg1YEPS,1Y Chg in Asset Adjusted EPS,Historical Growth,0.06976076432211764,2.5610291202929742,3.038950053895881,2.5610291202929742,16.0,49.0
AdjIntCov,Adjusted Interest Coverage Ratio,Capital Efficiency,0.06140780595874373,2.558883868791602,3.0069330225003514,2.558883868791602,7.0,50.0
YoYChgDA,1Y Chg in Debt to Assets,Volatility,0.04423753633795835,2.5429074446873376,2.91683107935616,2.5429074446873376,2.0,51.0
SUEC,Standardized Unexpected Earnings,Analyst Expectations,0.058124542856176964,2.5216387203820636,2.7595128356158267,2.5216387203820636,8.0,52.0
SP,Sales to Price Ratio,Valuation,0.0945195407160282,2.4956318705852345,2.451542333413374,2.4956318705852345,4.0,53.0
ROE,Return on Equity,Capital Efficiency,0.07570767555101687,2.487572262350177,2.8689501669597983,2.487572262350177,8.0,54.0
CFROIC,Cash Flow Return on Invested Capital,Capital Efficiency,0.06830878263354334,2.4776447758009437,3.0584897708433285,2.4776447758009437,9.0,55.0
EPSStab,EPS Stability,Historical Growth,0.06545060183202311,2.4645041595171975,2.9937608560885587,2.4645041595171975,17.0,56.0
CashEV,Cash to EV Ratio,Valuation,0.055074707111494536,2.446090215359581,2.1278748888224706,2.446090215359581,5.0,57.0
CashBurn,Cash Burn Rate,Earnings Quality,0.06653619543585698,2.4350421346991302,2.432500577299192,2.4350421346991302,15.0,58.0
InvPEGYC,Inverse P/E Ratio Adj for Growth and Yield,Valuation,0.07718269687130297,2.390426613185872,2.0918095137022346,2.390426613185872,6.0,59.0
Chg1YEPS,1Y Chg in Earnings per Share,Historical Growth,0.04179204270110182,2.3847707512575815,2.2187620343246244,2.3847707512575815,18.0,60.0
PAdjChg3YSales,3Y Chg in Sales to Price,Historical Growth,0.055722440377586,2.3704791298081314,2.0271779146526034,2.3704791298081314,19.0,61.0
LTDA,Long Term Debt to Assets Ratio,Capital Efficiency,0.04784506453570003,2.3464618120618477,1.7126149052200905,2.3464618120618477,10.0,62.0
Rev3MFY2C,3M Revision in FY2 EPS Estimate,Analyst Expectations,0.07959555803163987,2.3438822512966064,2.501002314676857,2.3438822512966064,9.0,63.0
DA,Debt to Assets Ratio,Capital Efficiency,0.05190248110552931,2.3314776827917685,2.122801470279058,2.3314776827917685,11.0,64.0
Chg1YOCF,1Y Chg in Operating Cash Flow per Share,Historical Growth,0.054645180120658,2.2846422771606005,2.2772822202982628,2.2846422771606005,20.0,65.0
CashRatio,Cash Ratio,Earnings Quality,0.08168690791203037,2.2760419851947304,2.020633879398668,2.2760419851947304,16.0,66.0
LTDE,Long Term Debt to Equity Ratio,Capital Efficiency,0.08662569138779297,2.2738966028149923,2.0830115296926808,2.2738966028149923,12.0,67.0
AstAdjChg1YCF,1Y Chg in Asset Adjusted Cash Flow,Historical Growth,0.06430839838294444,2.27344768325501,2.5331663753067555,2.27344768325501,21.0,68.0
TTMRecInvToSales,Trailing 12-Month Receivables and Inventories/Trailing 12-Month Sales,Historical Growth,0.15610547503207894,2.2640145919413506,1.6857449903052124,2.2640145919413506,22.0,69.0
WCTurn,Working Capital Turnover Ratio,Capital Efficiency,0.040456779082975736,2.2502905061416345,2.2604698244760506,2.2502905061416345,13.0,70.0
SGAToSalesChg1Y,Year over Year Change in SGA to Sales,Earnings Quality,0.0738243145446531,2.2460503885244743,2.1010807756419267,2.2460503885244743,17.0,71.0
CashAst,Cash to Total Assets,Valuation,0.06585860638579533,2.231289202407332,2.050784732272435,2.231289202407332,7.0,72.0
CashP,Cash to Price,Valuation,0.08766506691006959,2.199415145540022,1.8209949497872442,2.199415145540022,8.0,73.0
AssetTurn,Asset Turnover,Earnings Quality,0.05835696414353442,2.183524659709254,2.7542156896661014,2.183524659709254,18.0,74.0
AdjChgEPS,Adj 1Y Chg in Earnings per Share,Historical Growth,0.07086340323106954,2.1807539610285125,2.636828866007511,2.1807539610285125,23.0,75.0
AstP,Assets to Price Ratio,Valuation,0.10732050259760273,2.180399785515863,2.0280345328846594,2.180399785515863,9.0,76.0
ChgATO,Change of Asset Turnover,Historical Growth,0.07055677258671644,2.1571581276221568,2.3281113729778182,2.1571581276221568,24.0,77.0
CFEqt,Cash Flow to Equity,Valuation,0.05099696002079135,2.1317690093045556,2.9140500593033822,2.1317690093045556,10.0,78.0
12QTrendTTMEPS,12-Quarter Trendline in Trailing 12-Month Earnings,Historical Growth,0.07840577217951172,2.1305214145343823,2.0525012547812764,2.1305214145343823,25.0,79.0
IO_Concentration,Institution Ownership Concentration,Price Momentum,0.043151408719120044,2.118192685451977,2.4378000657887235,2.118192685451977,2.0,80.0
EPSToSalesChg1Y,Year over Year Change of EPS to Sales,Earnings Quality,0.049647094942387726,2.117850042368648,2.0909403631310584,2.117850042368648,19.0,81.0
AdjEPSNumRevFY2C,Adj Number of EPS FY2 Revisions,Analyst Expectations,0.05504528001957487,2.0852011281070837,2.5574333916858416,2.0852011281070837,10.0,82.0
AdjChgEPStoSales,Change EPS to Sales,Earnings Quality,0.04386169613901769,2.0851084929071337,1.949059886006807,2.0851084929071337,20.0,83.0
ConsQPosChgTTMEPS,Number of Consecutive Qtrs of Positive Changes in TTM Quarterly Earnings,Historical Growth,0.10090758749124129,2.078530967558065,2.2122646641915775,2.078530967558065,26.0,84.0
PTIToNOA,Pretax Income to Net Operating Assets,Earnings Quality,0.0572239573697384,2.0739181606748067,3.197413854632085,2.0739181606748067,21.0,85.0
BuyBackChg,1Y Chg in Stock Buybacks,Capital Efficiency,0.04972642731958499,2.0706240919190675,2.3428454238002994,2.0706240919190675,14.0,86.0
DivperShareGrowth,Dividend per Share Growth,Historical Growth,0.047951781662455284,2.0556881026863048,1.6680720769034252,2.0556881026863048,27.0,87.0
AccrualRatioCF,Accrual Ratio - Cash Flows,Earnings Quality,0.04432911573093912,2.052905314683418,2.6417567194948304,2.052905314683418,22.0,88.0
DebtChg1Y,Year over Year Change of Total Debt,Capital Efficiency,0.03804598044665042,2.0485152157680093,2.5189316277830596,2.0485152157680093,15.0,89.0
Chg3YAstTo,3Y Chg in Sales Turnover,Historical Growth,0.050315770038834806,2.048461816488368,1.8129815579188147,2.048461816488368,28.0,90.0
ShareChg,1Y Chg in Shares Outstanding,Capital Efficiency,0.073133917488446,2.01686854442964,2.0952783072828827,2.01686854442964,16.0,91.0
DepToCapex,Depreciation to Capex Ratio,Earnings Quality,0.043491575206205946,2.0129021173163384,2.0591395561765267,2.0129021173163384,23.0,92.0
ROASTAB,Return on Assets Stability,Historical Growth,0.0657440126954667,2.007413457865996,2.738281411238522,2.007413457865996,29.0,93.0
6MTTMSalesMom,6M Momentum in Trailing 12M Sales,Historical Growth,0.04107247603472208,1.9958020220180068,1.7656318228092804,1.9958020220180068,30.0,94.0
WCapToSales,Working Capital to Sales,Earnings Quality,0.04765633266524105,1.958140905408415,2.7041657320273202,1.958140905408415,24.0,95.0
EbitToAst,EBIT to Assets,Capital Efficiency,0.07214893929602995,1.9419404775541473,2.0754173008491534,1.9419404775541473,17.0,96.0
InvToAstChg1Y,Year over Year Change of Inventory to Assets,Earnings Quality,0.06609000817204769,1.9171391958902293,1.624135049724495,1.9171391958902293,25.0,97.0
ROAStddev20Q,ROA 20 Qtr Standard Deviation,Earnings Quality,0.055774682145498744,1.9069573507790178,2.183517402229366,1.9069573507790178,26.0,98.0
BP,Book to Price,Valuation,0.0925544768520159,1.9023774697863371,1.5639630267302764,1.9023774697863371,11.0,99.0
PTIP,Pretax Income Per Share to Price,Valuation,0.09329505905089786,1.883459469549883,1.6149717729506432,1.883459469549883,12.0,100.0
ROEStab,Return on Equity Stability,Historical Growth,0.05137932842509452,1.8757661545443332,1.8094440073660047,1.8757661545443332,31.0,101.0
EPSNumRevFY1C,Number of EPS FY1 Revisions,Analyst Expectations,0.05380509550936452,1.8687047296145638,2.754182627943475,1.8687047296145638,11.0,102.0
CFAst,Cash Flow to Total Asset,Earnings Quality,0.07649286413075673,1.8659389390530838,2.109728317252077,1.8659389390530838,27.0,103.0
Alpha36M6MPChg,6M Chg in 36M CAPM Alpha,Price Momentum,0.03726999275663023,1.8516954024250272,1.628757371314803,1.8516954024250272,3.0,104.0
LogUnadjPrice,Log of Unadjusted Stock Price,Price Momentum,0.07449688101551089,1.8503505587486784,1.666268561561849,1.8503505587486784,4.0,105.0
DIVIDENDGROWTH,Dividend Growth,Historical Growth,0.04201905556804664,1.8344119102791252,1.4882501166566788,1.8344119102791252,32.0,106.0
CapAcqRatio,Capital Acquisition Ratio,Capital Efficiency,0.04625301100949519,1.8309071560332082,1.6290586403859046,1.8309071560332082,18.0,107.0
EP,Earnings to Price,Valuation,0.08378232881417902,1.8297773861718862,1.6208123033844992,1.8297773861718862,13.0,108.0
FCFStab,Free Cash Flow Stability,Earnings Quality,0.05112193884793226,1.8161632763297662,2.786412301196448,1.8161632763297662,28.0,109.0
AdjFCFP,Adj Free Cash Flow to Price,Valuation,0.07165239546852864,1.8067096275401942,1.714271717376699,1.8067096275401942,14.0,110.0
CFEV,Net Cash Flow to Enterprise Value,Valuation,0.05846688547827483,1.7775908484311425,1.6191273862173208,1.7775908484311425,15.0,111.0
AdjAstAdjChg1YFCF,Adj 1Y Chg in Asset Adjusted FCF,Historical Growth,0.05732557777368741,1.777029697015396,1.7279922682097706,1.777029697015396,33.0,112.0
52WSlope,Slope of 52W Price Trend,Price Momentum,0.07430319339841418,1.7534193555289703,2.0717759016909345,1.7534193555289703,5.0,113.0
SolvencyRatio,Solvency Ratio,Valuation,0.07959099655351776,1.7474218051158528,1.7913151570998762,1.7474218051158528,16.0,114.0
ROIC,Return on Invested Capital,Capital Efficiency,0.07377006080295301,1.7309913430311528,1.928592025912922,1.7309913430311528,19.0,115.0
AdjFwdEPC,Adjusted Forward Earnings to Price,Valuation,0.08126397824340392,1.7291467884055127,1.718719899468062,1.7291467884055127,17.0,116.0
FCFSales,Free Cash Flow to Sales,Earnings Quality,0.042894366159485164,1.7196346528532387,1.5991878483179724,1.7196346528532387,29.0,117.0
CFP,Net Cash Flow to Price,Valuation,0.07867214797647071,1.7145732211514801,1.6494900162120036,1.7145732211514801,18.0,118.0
AstAdjChg3YFCF,3Y Chg in Asset Adjusted Free Cash Flow,Historical Growth,0.044157092110887364,1.7131932636717624,1.5885173900357215,1.7131932636717624,34.0,119.0
UnexpectedRecChg,Unexpected Receivables Change,Earnings Quality,0.03550603958462517,1.710038515291862,1.5868450612529783,1.710038515291862,30.0,120.0
AccrualRatioBS,Accrual Ratio - Balance Sheet,Earnings Quality,0.04660674548746724,1.6804587556139523,1.965866095677099,1.6804587556139523,31.0,121.0
FwdEPC,Forward Earnings to Price,Valuation,0.07876007089977977,1.656880532157997,1.6858054948632362,1.656880532157997,19.0,122.0
AdjEPSNumRevFY1C,Adjusted Number of EPS FY1 Revisions,Analyst Expectations,0.03524736201886691,1.6519999589670207,2.0246851741198526,1.6519999589670207,12.0,123.0
NetProfitMargin,Net Profit Margin,Earnings Quality,0.05459610911954571,1.6494445969585776,2.286425478739126,1.6494445969585776,32.0,124.0
SEV,Sales to EV Ratio,Valuation,0.05549481852397298,1.641073691001988,1.6615112048170528,1.641073691001988,20.0,125.0
InvTurn,Inventory Turnover,Earnings Quality,0.04651252962904895,1.6378079169377193,1.672882296673539,1.6378079169377193,33.0,126.0
WCapToAst,Working Capital to Total Assets,Earnings Quality,0.061360296410919224,1.630754727203312,1.6997127314595886,1.630754727203312,34.0,127.0
WCA,Working Capital to Assets Ratio,Earnings Quality,0.06027747135127881,1.6163812243390558,1.633708743106034,1.6163812243390558,35.0,128.0
12QTTMCFTrend,12-Quarter Trendline in Trailing 12-Month Cash Flows,Historical Growth,0.059611492819794165,1.603090121492462,1.4096681014499262,1.603090121492462,35.0,129.0
LTGC,Expected LTG,Analyst Expectations,0.05439404967196326,1.602045220365759,1.6604690507631192,1.602045220365759,13.0,130.0
AdjAstAdjChg3YFCF,Adjusted 3Y Chg in Asset Adjusted Free Cash Flow,Historical Growth,0.05471599055655196,1.589488929724306,1.5741100947724331,1.589488929724306,36.0,131.0
NCAP,Net Current Assets to Price Ratio,Valuation,0.06274182545603524,1.585034404535706,1.5863149515329649,1.585034404535706,21.0,132.0
6MChgTgtPrc,6M Chg in Target Price,Analyst Expectations,0.073996683518319,1.570641921391146,1.9784813938898753,1.570641921391146,14.0,133.0
CACL,Current Ratio,Earnings Quality,0.056321248771809884,1.5674216023012404,1.249627595414252,1.5674216023012404,36.0,134.0
QuickRatio,Quick Ratio,Earnings Quality,0.05727377480212237,1.560191062678329,1.5282408280767734,1.560191062678329,37.0,135.0
EBITDAMargin,EBITDA Margin,Earnings Quality,0.10918886094737279,1.548904576744894,1.5628927312742007,1.548904576744894,38.0,136.0
39WRtnLag4W,39W Lagged Return,Price Momentum,0.07589815423893342,1.5434651625274747,1.5871964695248746,1.5434651625274747,6.0,137.0
RSI26W,26W Relative Price Strength,Price Momentum,0.08294513286393435,1.5261524011468546,1.4628659968286688,1.5261524011468546,7.0,138.0
52WVPT20DLag,52-Week Volume Price Trend with 20-Day Lag,Price Momentum,0.05779690074060806,1.5252780192740716,1.5517875863244794,1.5252780192740716,8.0,139.0
CashCycle,Cash Conversion Cycle,Earnings Quality,0.03111783441001381,1.5124085773839078,1.5758667008029248,1.5124085773839078,39.0,140.0
FCFP,Free Cash Flow to Price,Valuation,0.03847147871009082,1.5017769556223053,1.7748068698114228,1.5017769556223053,22.0,141.0
OCFEV,Operating Cash Flow to Enterprise Value,Valuation,0.05858315751991827,1.4967043382807652,1.5259259062651063,1.4967043382807652,23.0,142.0
EPSEstDispFY2C,Analyst Dispersion for FY2 EPS,Analyst Expectations,0.06472402328247484,1.480713171919881,1.2745187578048918,1.480713171919881,15.0,143.0
PAdjChg3YEPS,3Y Chg in Earnings to Price,Historical Growth,0.03910025146567864,1.4780808789980195,1.3591243094279513,1.4780808789980195,37.0,144.0
FwdFCFPC,Forward Free Cash Flow to Price Ratio,Valuation,0.060855205308995464,1.4767007146720672,1.6702231761311286,1.4767007146720672,24.0,145.0
GFP,Growth Flow to Price,Valuation,0.0679131378009521,1.475470562957202,1.4971609226679643,1.475470562957202,25.0,146.0
RDInt,Research & Development Intensity,Earnings Quality,0.059330929384905806,1.4716500181449947,1.7540937383219755,1.4716500181449947,40.0,147.0
TTMEPStoTTMSales,Trailing 12-Month Earnings/Trailing 12-Month Sales,Earnings Quality,0.09033116839985489,1.4547383547028248,1.6839981849186025,1.4547383547028248,41.0,148.0
PM9M,9 Month Price Momentum,Price Momentum,0.07409097038921009,1.4533963863460686,1.4277510946707743,1.4533963863460686,9.0,149.0
AstAdjChg3YOCF,3Y Chg in Asset Adjusted Operating Cash Flow,Historical Growth,0.0524497456630173,1.4375869704931765,1.5168337579472349,1.4375869704931765,38.0,150.0
OCFStab,Operating Cash Flow Stability,Earnings Quality,0.04205751573298633,1.436989267467945,1.4267452573927375,1.436989267467945,42.0,151.0
AstGrwth,Asset Growth - 1 Year,Capital Efficiency,0.052642954135895925,1.4357739751062437,1.3326942244410591,1.4357739751062437,20.0,152.0
IO_Level_AM,Institution Ownership Level - Active Manager,Price Momentum,0.05056840739121071,1.4279258742161636,1.4439746717701705,1.4279258742161636,10.0,153.0
60MAVGTTMEP,Normalized EP,Valuation,0.07818813188244511,1.4240615479007925,1.1910133632897628,1.4240615479007925,26.0,154.0
AnnVol12M,12M Realized Price Volatility,Volatility,0.07836959608849425,1.4204359942877676,1.4406835838742613,1.4204359942877676,3.0,155.0
SusGrwRate,Sustainable Growth Rate,Historical Growth,0.04189270207974194,1.4190243506309559,1.6513531239554178,1.4190243506309559,39.0,156.0
PAdjChg3YCF,3Y Chg in Cash Flow to Price,Historical Growth,0.03781950050122318,1.4115627416128582,1.5427018464284874,1.4115627416128582,40.0,157.0
EBITDAP,EBITDA to Price,Valuation,0.07205948687579289,1.4082277365175913,1.3262406384326935,1.4082277365175913,27.0,158.0
CQDRItoSales,Num of Quarters of Declines in Receivables and Inventories/TTM Sales,Historical Growth,0.03931359234094223,1.4070509147868862,1.408696751785292,1.4070509147868862,41.0,159.0
TobinQ,Tobin's Q Ratio,Capital Efficiency,0.06822688116281017,1.3903552776969736,1.2055584605676724,1.3903552776969736,21.0,160.0
Chg3YCF,3Y Chg in Cash Flow per Share,Historical Growth,0.05077088985806588,1.3795755506279077,1.4380399957194603,1.3795755506279077,42.0,161.0
AdjEBITP,Adjusted EBIT to Price,Valuation,0.06599515860231264,1.377830503724606,1.265853834615926,1.377830503724606,28.0,162.0
EstDiffC,Analyst Earnings Estimate Diffusion,Analyst Expectations,0.029155834598198593,1.369593394656908,1.6825423332508258,1.369593394656908,16.0,163.0
Amihud,Amihud Illiquidity Measure,Volatility,0.0573750496585157,1.3570229449550775,1.4457910414519701,1.3570229449550775,4.0,164.0
ShortIntRatio,Short Interest Ratio,Price Momentum,0.0764053261190345,1.3487216717750452,1.7125060906765521,1.3487216717750452,11.0,165.0
OEP,Operating Earnings to Price Ratio,Valuation,0.0622418634294144,1.3381135521749916,1.2626191058195506,1.3381135521749916,29.0,166.0
DivP,Dividends to Price Ratio,Valuation,0.05385448228306622,1.3348985982655708,1.2615405617294362,1.3348985982655708,30.0,167.0
60MAVGTTMROA,Normalized ROA,Capital Efficiency,0.08755729973762882,1.3302663739935108,1.2071427143030946,1.3302663739935108,22.0,168.0
ChgSalestoChgEPS,Change of Sales to Change of EPS,Earnings Quality,0.02968073206415811,1.326604927658697,1.3609276318009225,1.326604927658697,43.0,169.0
SGAToSales,SG&A to Sales,Earnings Quality,0.05124878367861729,1.3184475924629464,0.9881056881924825,1.3184475924629464,44.0,170.0
4To52WPrcOsc,4W to 52W Price Oscillator,Price Momentum,0.07082469752333576,1.3164665900274064,1.3429130864935395,1.3164665900274064,12.0,171.0
TTMOverheadtoSales,Trailing 12-Month Overhead/Trailing 12-Month Sales,Historical Growth,0.04259516056428181,1.3079565242356836,1.0542620175992348,1.3079565242356836,43.0,172.0
FinLev,Degree of Financial Leverage,Capital Efficiency,0.03643110846559017,1.3053423048536323,1.4232840525426327,1.3053423048536323,23.0,173.0
Chg1YAmihud,1Y Chg in Amihud,Volatility,0.039100420696542404,1.30081063349572,1.6503962077593832,1.30081063349572,5.0,174.0
EBITDAEV,EBITDA to Enterprise Value,Valuation,0.06428108011158118,1.297274331803481,1.182297686814831,1.297274331803481,31.0,175.0
PA52WL20DLag,Percent Above 260-Day Low,Price Momentum,0.05585838960522116,1.2951101184675582,1.1831191626657998,1.2951101184675582,13.0,176.0
PM12M1M,12M - 1M Price Momentum,Price Momentum,0.06544991866217043,1.2923117269403503,1.2810025825384557,1.2923117269403503,14.0,177.0
ROA60MSlope,ROA 60 Month Slope,Earnings Quality,0.020404418790672674,1.2923058888095094,1.2195326915766658,1.2923058888095094,45.0,178.0
Alpha18M6MPChg,6M Chg in 18M CAPM Alpha,Price Momentum,0.024203930524039352,1.2897805378244687,1.2867545802221332,1.2897805378244687,15.0,179.0
CashToSales,Cash to Sales,Earnings Quality,0.032523708846978305,1.277721723808108,1.2906518762433083,1.277721723808108,46.0,180.0
HL52W,52W High Low,Price Momentum,0.06512732999292492,1.2686334053759463,1.3190895103206697,1.2686334053759463,16.0,181.0
OCFEqt,Operating Cash Flow to Equity,Capital Efficiency,0.033887156762056,1.268086188742816,1.6200871298209036,1.268086188742816,24.0,182.0
90DCV,90 Day Coefficient of Variation,Volatility,0.07080658353213676,1.2680521647807734,1.3259957644920983,1.2680521647807734,6.0,183.0
IO_Foreign,Foreign Institution Ownership,Price Momentum,0.04639886556094974,1.2580173925784595,1.0472384252237366,1.2580173925784595,17.0,184.0
PTMargin,Pretax Profit Margin,Capital Efficiency,0.042575931686989144,1.2569213435034474,1.4379064624116267,1.2569213435034474,25.0,185.0
FCFEqt,Free Cash Flow to Common Equity,Valuation,0.036789276812203786,1.256670077280365,1.4070747923332045,1.256670077280365,32.0,186.0
PAYOUTRATIO,Payout Ratio,Capital Efficiency,0.03658845715314829,1.2541595449084253,1.1647966521438429,1.2541595449084253,26.0,187.0
Chg1YAstTo,1Y Chg in Sales Turnover,Historical Growth,0.050518132909572966,1.2430848021034004,1.1438285271726787,1.2430848021034004,44.0,188.0
LogMktCap,Log Market Cap,Size,0.028913617081578913,1.2298130493762558,1.2870339865939897,1.2298130493762558,2.0,189.0
Chg1YCF,1Y Chg in Cash Flow per Share,Historical Growth,0.02651886616788346,1.2155967432743153,1.226901211297724,1.2155967432743153,45.0,190.0
