factorAbbreviation,factorName,styleName,cagr,tstat,newey_west_tstat,rank_score,rank_style,rank_total
UnexpectedInvChg,Unexpected Inventory Change,Earnings Quality,0.07286609614149708,3.64474832888304,3.32336538938621,3.64474832888304,1.0,1.0
CQDOHtoSales,Consecutive Quarters of Declines in TTM Overhead/Sales,Historical Growth,0.12338888040761131,3.637643749420855,5.513666064355547,3.637643749420855,1.0,2.0
OCFRatio,Operating Cash Flow Ratio,Capital Efficiency,0.12271390635952928,3.471122170466575,3.251570249322291,3.471122170466575,1.0,3.0
FCFSales,Free Cash Flow to Sales,Earnings Quality,0.08092685519618925,3.3270001695803884,3.6715832265132273,3.3270001695803884,2.0,4.0
AdjIntCov,Adjusted Interest Coverage Ratio,Capital Efficiency,0.08413527016491895,3.3263183099343934,4.25287036155744,3.3263183099343934,2.0,5.0
IntCovRatio,Interest Coverage Ratio,Capital Efficiency,0.0824632585837346,3.3256332688655577,4.338923813564774,3.3256332688655577,3.0,6.0
CQPTTMCFtoSales,Num of Qtrs of Pos Chgs in TTM Cash Flows/TTM Sales,Historical Growth,0.11359189410053472,3.237632894821092,3.6720549148183688,3.237632894821092,2.0,7.0
SalesToInvCap,Sales to Invested Capital,Earnings Quality,0.0696226686921051,3.219086156600168,4.880985609529062,3.219086156600168,3.0,8.0
ETO,Equity Turnover,Earnings Quality,0.05697814439382287,3.1921666033726104,3.7297457183061846,3.1921666033726104,4.0,9.0
CashAdjEV,Cash to Adjusted Enterprise Value,Valuation,0.1359623936493144,3.1112437359345857,3.3488753879394886,3.1112437359345857,1.0,10.0
ConsQPosChginTTMCF,Number of Consecutive Qtrs of Pos. Changes in TTM Cash Flows,Historical Growth,0.1048708948891004,3.0904885014330854,3.9136620122682566,3.0904885014330854,3.0,11.0
PAdjChg1YOCF,1Y Chg in Operating Cash Flow to Price,Historical Growth,0.060752393120966586,3.0528321404483387,3.1552653412567087,3.0528321404483387,4.0,12.0
