,EW_CAGR_50_mp,EW_CAGR_50_ew,EW_CAGR_50_mp_cum,EW_TSTAT_50_mp,EW_TSTAT_50_ew,EW_TSTAT_50_mp_cum,EW_CAGR_20_mp,EW_CAGR_20_ew,EW_CAGR_20_mp_cum,EW_TSTAT_20_mp,EW_TSTAT_20_ew,EW_TSTAT_20_mp_cum
2025-06-30,0.0015282753349698428,0.000813906992730644,1.0135725407370748,0.0010184203495664467,0.0013564029549063433,1.0293421040489064,0.0014011724937217935,0.0033429988309160523,0.9940166929104941,0.003389090169480054,-3.520341835956155e-05,0.9980037206164735
2025-07-31,-0.009725903583786248,-0.014550323568293643,1.0037146319306929,-0.0024963944732067827,-0.0023756139681929958,1.0267724601093196,-0.0037987489888514202,-0.009394921134390149,0.9902406730033989,0.0021131725353318825,0.0014142820125378015,1.0001126746690392
2025-08-31,0.0072387778316914475,0.008920689809399626,1.010980299157657,0.010652119016038247,0.011271391111163017,1.0377097625567944,-0.009905921757614906,0.006221336317115007,0.9804314263754192,0.014223191277946507,0.008526788153327048,1.0143374685403557
2025-09-30,0.01407459690191801,0.015397128355755933,1.0252094393440816,0.009613047022095813,0.010674025337063305,1.0476853152995407,0.022599372167971473,0.026205793065155487,1.0025885610652523,0.016098251393166958,0.02352355783445481,1.030666528106427
2025-10-31,-0.0029620296687939236,-0.002335303722199959,1.0221727385680168,0.001544940948656977,0.0018803989235429328,1.0493039272444535,-0.0010888557680566726,0.0011390948688027053,1.0014968867275489,-7.688421607648742e-05,0.0019905820563212175,1.0305872861183771
2025-11-30,-0.00953161815612045,-0.010108668514753607,1.0124297783343905,-0.004800634767436551,-0.005304249709822699,1.044266602329716,-0.01426407060233254,-0.017269560338953154,0.9872114644272508,-0.009083078348414072,-0.009866928636779758,1.0212263810536846
2025-12-31,0.009039067630373104,0.011141499526611233,1.0215811995717587,0.008411755454772553,0.008898634139185792,1.0530507176180997,0.019815134591718478,0.021521345067475765,1.0067731924653645,0.00325796368572073,0.007821553572746267,1.0245534995180574
2026-01-31,0.0009170856569516827,0.0017938330039399247,1.0225180770372975,-0.0031879161722724817,-0.0028695409575488096,1.0496936802051817,-0.005766059733138771,0.005835213197749521,1.0009680780998862,-0.008297816484084725,-0.0020549602297379524,1.0160519426009298
2026-02-28,0.0034549096116006247,0.0044689110590737675,1.026050784569689,-0.001122375819310537,-0.0007618930277388298,1.0485155294008364,-0.003743798720756853,0.004841910402788764,0.9972206550895775,0.00381331201357174,0.006877703836238374,1.0199264656800628
2026-03-31,-0.00490160617460112,-0.0020710292644896965,1.0210214877085877,0.003314118461790289,0.003803501828622967,1.0519904340742974,-0.012143404999192578,0.0022588152726151457,0.9851110008012647,-0.005554839410463913,-0.0007750443597957415,1.014260937952728
