,CURRENT_mp,CURRENT_ew,CURRENT_mp_cum,EW_SKIP_MIX_mp,EW_SKIP_MIX_ew,EW_SKIP_MIX_mp_cum,EW_KEEP_MIX_mp,EW_KEEP_MIX_ew,EW_KEEP_MIX_mp_cum
2024-04-30,0.022710493178536382,0.016907792014241276,0.989609879431309,0.014700287609645543,0.015120971837329633,1.0315964204494306,0.016615787892164897,0.016907792014241276,0.9913755174664033
2024-05-31,-0.0058541056079057015,-0.00890042666339245,0.9838165986864913,-0.0029178926575261816,-0.004897473345592029,1.0285863328286708,-0.007982722486970907,-0.00890042666339245,0.9834616418300918
2024-06-30,0.01798483104739516,0.016616422651783494,1.0015103739954907,0.029846707093926866,0.03368740533335254,1.0592862478254246,0.016616422651783494,0.016616422651783494,0.9998032561325575
2024-07-31,-0.0028889980087673053,-0.010976502518243562,0.9986170125192579,-0.019507441397442787,-0.020037026979029492,1.0386222834228531,-0.010976502518243565,-0.010976502518243562,0.9888289131738703
2024-08-31,-0.0016018916188169727,0.0023762945697424244,0.9970173362964954,0.009249518745879134,0.011629157697531487,1.0482290397032608,0.0023762945697424235,0.0023762945697424244,0.9911786619506499
2024-09-30,-0.01059710038021681,-0.02290340241051566,0.986451843502945,-0.03584613443195123,-0.05441752546717983,1.0106540806305824,-0.02290340241051566,-0.02290340241051566,0.9684772981952776
2024-10-31,0.010723423300736466,-0.002884001329839415,0.9970299841866189,-0.010591585625843523,-0.009570057449521824,0.9999496513974754,-0.002884001329839416,-0.002884001329839415,0.9656842083793631
2024-11-30,-0.0276180032065133,-0.03212263432069355,0.969494006886363,-0.025141886988677777,-0.02565207931108298,0.9748090302676723,-0.03212263432069355,-0.03212263432069355,0.9346638876843244
2024-12-31,0.003242407551339527,0.00040266996625101196,0.9726375015752697,0.018950802551530376,0.023063690682367147,0.9932824437257237,0.00040266996625101196,0.00040266996625100936,0.9350402487604342
2025-01-31,0.0032652233738358254,0.005521473130076674,0.9758133802796825,0.006055208263110705,0.0058619887165564585,0.9992969757865745,0.005521473130076674,0.005521473130076674,0.9402030483695053
2025-02-28,-0.004517001488379664,-0.004247738699461942,0.9714056297885784,-0.00543879074986047,-0.005226889276647776,0.993862008638303,-0.004247738699461942,-0.004247738699461942,0.936209311495594
2025-03-31,0.026959741928863787,0.01390166045948575,0.9975944748759239,0.011954881413397829,0.012728146437716763,1.0057435110928552,0.013901660459485751,0.013901660459485751,0.9492241754630147
2025-04-30,0.005674428935638907,0.010376690377159815,1.0032552538301933,0.004954363210693954,0.005086016367437043,1.0107263297436078,0.010376690377159815,0.010376690377159815,0.9590739808303093
2025-05-31,0.0028694218447165064,-0.0008391842484100714,1.0061340163713604,-0.004889210991346013,-0.00414987848564304,1.0057846754629824,-0.0008391842484100709,-0.0008391842484100709,0.9582691410525365
2025-06-30,0.008318449614815772,0.0034210993984556204,1.014503491492298,0.001445302053815244,0.0006971286757434178,1.0072383381201249,0.004799725008043191,0.0034210993984556204,0.9628685694132824
2025-07-31,-0.013023187601536697,-0.017012003304963927,1.0012914222001799,-0.010099343151083353,-0.015114329537099312,0.9970658925085227,-0.013429404640430027,-0.01701200330496393,0.9499378177790794
2025-08-31,0.0021154400658720102,-0.0011845708263539916,1.0034095941923162,0.00605187713107566,0.007458894866969951,1.0031000127815706,0.0035447355424953137,-0.0011845708263539898,0.9533050961249213
2025-09-30,-0.012193923032263836,-0.010416947753937724,0.9911740948309,0.012893852793335795,0.014258610366115108,1.0160338366833694,-0.010416947753937724,-0.010416947753937724,0.9433745667450254
2025-10-31,0.015505329738548847,0.0006626656937146012,1.0065425759995608,-0.0012496232116780226,-0.0009157917861851791,1.0147641772171996,0.0006626656937146018,0.0006626656937146012,0.9439997087067301
2025-11-30,0.013711167683085005,0.006194198283967717,1.020343450039255,-0.008450488241525035,-0.009139142514202442,1.0061889244697049,0.006194198283967719,0.006194198283967719,0.9498470300824674
2025-12-31,0.0013812746315758537,0.01317009428655287,1.0217528245622887,0.010313928317363734,0.01227852514593903,1.0165666849104107,0.013170094286552868,0.013170094286552868,0.9623566050264558
2026-01-31,-0.014576073292961228,-0.004388850528060057,1.0068596805041787,5.3564488328314936e-05,0.0008474519175216941,1.0166211367847395,-0.004388850528060057,-0.004388850528060058,0.9581329657323033
2026-02-28,-0.0030064516676417395,-0.00485921435862688,1.0038326055386457,0.0029219267694237092,0.0038472284088876584,1.0195916292986726,-0.0048592143586268805,-0.0048592143586268805,0.9534771922677432
2026-03-31,0.0035967713469422006,-0.001109221144898215,1.0074431618913735,-0.005442615224079947,-0.003605207482707946,1.0140423843747073,-0.0011092211448982155,-0.001109221144898215,0.9524195752049016
