date,3YAvgAnnEPSGrw,3YAvgAnnSalesGrw,4WChgFwd12MEPS,6MAvgChg1MRecC,6MChgTgtPrc,6MChgTgtPrcGap,6MChgTgtPrcGapEMA,AccrualRatioCF,AdjAccruals,AdjChgEPStoSales,AdjEPSNumRevFY1C,AdjEPSNumRevFY2C,AdjIntCov,AdjRevMagC,Alpha12M6MPChg,AstAdjChg1YEPS,AstAdjChg1YFCF,AstAdjChg1YOCF,AstAdjChg3YFCF,BuyToSellRecLess3MEMA,BuyToSellRecLess3MSMA,CapAcqRatio,CapExToAst,CapExToSales,CashAst,Chg1YAstTo,Chg1YEPS,Chg1YOCF,Chg1YOPM,Chg3YAstTo,Chg3YFCF,ChgDeprCapex,DA,DIVIDENDGROWTH,DivToCF,DivperShareGrowth,EPSNumRevFY1C,EPSToOCFChg,EPSToSalesChg1Y,ETO,FCFEV,FCFEqt,FCFP,FCFSales,FinLev,FwdFCFPC,GPMargin,IO_ChgofIO_AM,IO_ChgofNumHD,IntCovRatio,InvPEGYC,InvToAsset,InvToAst,InvToAstChg1Y,InvTurn,LTDA,LTDE,NCAP,OCFEV,PAYOUTRATIO,PAdjChg1YEPS,PAdjChg1YFCF,PAdjChg1YOCF,PAdjChg1YSales,PAdjChg3YEPS,PAdjChg3YFCF,PM1M,PrcTo260DL,ROAStddev20Q,ROEStddev20Q,Rev3MFY1C,Rev3MFY2C,RevMagFY1C,RskAdjRS,SEV,STO,STO_6M,SUEC,SalesToInvCap,ShareChg,SharpeRatio,SolvencyRatio,UnexpectedInvChg,UnexpectedRecChg,WCAccruals,WCapToSales
2012-12-31,0.028027638453655596,,,,,,0.04484137838432759,,,0.02421811379973266,,0.021129261446483062,,0.016923216897992584,0.027557760143418906,,,,,0.018203280645755448,,,0.041802577168277,0.021289909000723792,,,,,,0.029233751464599025,0.009206018299164028,0.03415371808782375,,,,0.02586662551735888,,,0.025040862778638286,0.013014157145112712,0.026651233112005488,,0.030964169276380724,0.02399518311774602,0.01820780687341328,0.04853015334262327,,0.03795831232009636,0.02406614430913713,,0.022218361227923356,,0.03268286546238023,0.012980765505926728,,,,0.0399615648020987,,0.025276293672070075,0.014259296296750332,0.04689144658894389,0.03931625139796057,,,,,,0.01987721746936084,,0.01853041514670905,0.0307007819422426,0.018759615492192096,0.017037164213617208,,,0.011530944006608545,0.01634846980447871,0.01777127549887953,,,,0.024975999887391926,,,
2013-01-31,0.028027638453655596,,,,,,0.04484137838432759,,,0.02421811379973266,,0.021129261446483062,,0.016923216897992584,0.027557760143418906,,,,,0.018203280645755448,,,0.041802577168277,0.021289909000723792,,,,,,0.029233751464599025,0.009206018299164028,0.03415371808782375,,,,0.02586662551735888,,,0.025040862778638286,0.013014157145112712,0.026651233112005488,,0.030964169276380724,0.02399518311774602,0.01820780687341328,0.04853015334262327,,0.03795831232009636,0.02406614430913713,,0.022218361227923356,,0.03268286546238023,0.012980765505926728,,,,0.0399615648020987,,0.025276293672070075,0.014259296296750332,0.04689144658894389,0.03931625139796057,,,,,,0.01987721746936084,,0.01853041514670905,0.0307007819422426,0.018759615492192096,0.017037164213617208,,,0.011530944006608545,0.01634846980447871,0.01777127549887953,,,,0.024975999887391926,,,
2013-02-28,0.028027638453655596,,,,,,0.04484137838432759,,,0.02421811379973266,,0.021129261446483062,,0.016923216897992584,0.027557760143418906,,,,,0.018203280645755448,,,0.041802577168277,0.021289909000723792,,,,,,0.029233751464599025,0.009206018299164028,0.03415371808782375,,,,0.02586662551735888,,,0.025040862778638286,0.013014157145112712,0.026651233112005488,,0.030964169276380724,0.02399518311774602,0.01820780687341328,0.04853015334262327,,0.03795831232009636,0.02406614430913713,,0.022218361227923356,,0.03268286546238023,0.012980765505926728,,,,0.0399615648020987,,0.025276293672070075,0.014259296296750332,0.04689144658894389,0.03931625139796057,,,,,,0.01987721746936084,,0.01853041514670905,0.0307007819422426,0.018759615492192096,0.017037164213617208,,,0.011530944006608545,0.01634846980447871,0.01777127549887953,,,,0.024975999887391926,,,
2013-03-31,0.011734956880907973,,,,,,,0.020935432995173815,,0.04071019591796687,,0.025086920720099902,,0.010960030374564245,,,,0.047252208016464584,,0.036414574848681026,,,0.015230611905097315,0.008641301658303152,,,0.02541961522093956,,,0.01418401022170857,0.009208466861959764,0.05323929714655471,,,,0.02846611292495677,,,0.015014583251911486,,0.011909339582505328,0.016516283162178604,0.016966160394701252,0.011915316810791995,0.021327454606689257,0.024034407001004746,,0.048758130543286975,,,0.016178146012210355,,0.023406945179871724,0.02865770833038618,,0.05185073989064001,0.03676759080810826,0.03399334849510032,,0.03723793478554019,0.014302013448580175,,0.05611388387908874,,0.018445089468008415,,,,0.010709025902072445,,0.026695031685146982,0.015506578616568158,0.02804197372311818,0.037712257373012724,,,0.005752786530997971,0.007933286022363829,0.00818914920472966,,,,0.028581099598007788,,,
2013-04-30,0.011734956880907973,,,,,,,0.020935432995173815,,0.04071019591796687,,0.025086920720099902,,0.010960030374564245,,,,0.047252208016464584,,0.036414574848681026,,,0.015230611905097315,0.008641301658303152,,,0.02541961522093956,,,0.01418401022170857,0.009208466861959764,0.05323929714655471,,,,0.02846611292495677,,,0.015014583251911486,,0.011909339582505328,0.016516283162178604,0.016966160394701252,0.011915316810791995,0.021327454606689257,0.024034407001004746,,0.048758130543286975,,,0.016178146012210355,,0.023406945179871724,0.02865770833038618,,0.05185073989064001,0.03676759080810826,0.03399334849510032,,0.03723793478554019,0.014302013448580175,,0.05611388387908874,,0.018445089468008415,,,,0.010709025902072445,,0.026695031685146982,0.015506578616568158,0.02804197372311818,0.037712257373012724,,,0.005752786530997971,0.007933286022363829,0.00818914920472966,,,,0.028581099598007788,,,
2013-05-31,0.011734956880907973,,,,,,,0.020935432995173815,,0.04071019591796687,,0.025086920720099902,,0.010960030374564245,,,,0.047252208016464584,,0.036414574848681026,,,0.015230611905097315,0.008641301658303152,,,0.02541961522093956,,,0.01418401022170857,0.009208466861959764,0.05323929714655471,,,,0.02846611292495677,,,0.015014583251911486,,0.011909339582505328,0.016516283162178604,0.016966160394701252,0.011915316810791995,0.021327454606689257,0.024034407001004746,,0.048758130543286975,,,0.016178146012210355,,0.023406945179871724,0.02865770833038618,,0.05185073989064001,0.03676759080810826,0.03399334849510032,,0.03723793478554019,0.014302013448580175,,0.05611388387908874,,0.018445089468008415,,,,0.010709025902072445,,0.026695031685146982,0.015506578616568158,0.02804197372311818,0.037712257373012724,,,0.005752786530997971,0.007933286022363829,0.00818914920472966,,,,0.028581099598007788,,,
2013-06-30,0.027246527437229006,,,,,,,,,0.01849297438397299,0.02105905120507593,0.013729990491946205,,0.020220572175971632,,0.01479639582055713,0.02012879033602958,0.024613045213308756,0.019589588091684478,0.02293192600582709,,,,0.011251056593030356,,0.04174708584730301,0.021468956073440973,,,0.020785061690921574,0.00696659508851961,,,,,,0.024342328366689217,0.0322035328303546,0.015512703022716342,,0.019806843297106316,0.008790284415684371,0.011327886049002143,0.010978034723033278,0.011123125467270439,0.02873690619304987,,0.04081144938434346,,,0.043267510932096076,,0.08595702817187884,0.030965378580068655,,0.05296017614416819,0.03371329240899834,0.03331185885079172,,0.018009867561072736,0.008179415036410594,,0.02154098456152944,,,0.02297078450902082,,,,,0.019749408633796053,0.033034887241746504,0.022049807063419854,,,,0.010066430107845064,0.010889941851817866,0.01028834192615082,,,,0.03438417621512007,,,
2013-07-31,0.027246527437229006,,,,,,,,,0.01849297438397299,0.02105905120507593,0.013729990491946205,,0.020220572175971632,,0.01479639582055713,0.02012879033602958,0.024613045213308756,0.019589588091684478,0.02293192600582709,,,,0.011251056593030356,,0.04174708584730301,0.021468956073440973,,,0.020785061690921574,0.00696659508851961,,,,,,0.024342328366689217,0.0322035328303546,0.015512703022716342,,0.019806843297106316,0.008790284415684371,0.011327886049002143,0.010978034723033278,0.011123125467270439,0.02873690619304987,,0.04081144938434346,,,0.043267510932096076,,0.08595702817187884,0.030965378580068655,,0.05296017614416819,0.03371329240899834,0.03331185885079172,,0.018009867561072736,0.008179415036410594,,0.02154098456152944,,,0.02297078450902082,,,,,0.019749408633796053,0.033034887241746504,0.022049807063419854,,,,0.010066430107845064,0.010889941851817866,0.01028834192615082,,,,0.03438417621512007,,,
2013-08-31,0.027246527437229006,,,,,,,,,0.01849297438397299,0.02105905120507593,0.013729990491946205,,0.020220572175971632,,0.01479639582055713,0.02012879033602958,0.024613045213308756,0.019589588091684478,0.02293192600582709,,,,0.011251056593030356,,0.04174708584730301,0.021468956073440973,,,0.020785061690921574,0.00696659508851961,,,,,,0.024342328366689217,0.0322035328303546,0.015512703022716342,,0.019806843297106316,0.008790284415684371,0.011327886049002143,0.010978034723033278,0.011123125467270439,0.02873690619304987,,0.04081144938434346,,,0.043267510932096076,,0.08595702817187884,0.030965378580068655,,0.05296017614416819,0.03371329240899834,0.03331185885079172,,0.018009867561072736,0.008179415036410594,,0.02154098456152944,,,0.02297078450902082,,,,,0.019749408633796053,0.033034887241746504,0.022049807063419854,,,,0.010066430107845064,0.010889941851817866,0.01028834192615082,,,,0.03438417621512007,,,
2013-09-30,0.035892877460324185,,,,,,,,,0.03368896965914242,0.012152056119203149,0.00604377589342165,,0.02338785101929418,,,,0.015227726547213445,0.02274391038161583,0.012832198196409655,,0.028688812414640094,,0.011195695875617147,,0.04366172072543412,0.012409862038419678,,,0.025368757356936056,0.02236541902746693,,,,,,0.024690432290059086,0.02044412664738203,0.016226690141657812,,0.021630324262154665,0.022055622025909855,0.026076338990954018,0.021864000544965262,0.03801288799931937,,,0.023351954122245652,,,0.02286708896706187,,0.07501566354173672,0.03359726791383871,,0.05206519699048104,0.037529904115722296,0.0222960131444334,,,,,0.05156232005683839,,,0.020795009875334725,,,,,0.02718533927809194,0.03325827767507525,0.031302626942823625,,,,,0.03451810378940326,,,,,0.037995177969372435,,,
