style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Price Momentum,Valuation,Volatility,Volatility,MP
factor_weight,,,,,0.046874985332,0.046874985332,0.046874985332,0.046874985332,0.046874985332,0.046874985332,0.046874985332,0.046874985332,0.020833352891,0.020833352891,0.020833352891,0.020833352891,0.020833352891,0.020833352891,0.020833352891,0.020833352891,0.020833352891,0.020833352891,0.020833352891,0.020833352891,0.046874985332,0.046874985332,0.046874985332,0.046874985332,0.046874985332,0.046874985332,0.046874985332,0.046874985332,1.0
factor,,,,,6MChgTgtPrcGapEMA,EPSNumRevFY1C,Rev3MFY1C,Rev3MFY2C,RevMagFY1C,AdjIntCov,IntCovRatio,ShareChg,AdjAccruals,AssetTurn,CapExToSales,DepToCapex,ETO,InvToAsset,InvToAstChg1Y,ROAStddev20Q,ROEStddev20Q,SalesToEPSChg,SalesToInvCap,UnexpectedRecChg,3YAvgAnnSalesGrw,DIVIDENDGROWTH,DivperShareGrowth,50DVolSig,STO_6M,OCFEV,90DCV,Beta60M,AGG
86,2026-06-30,002152 CH Equity,CNE100000650,28574301W,,-0.010869565217391304,-0.010638297872340425,,,,,,,,,,,,,0.011627906976744186,0.011627906976744186,,0.0031847133757961785,,0.005319148936170213,0.017857142857142856,0.01282051282051282,,0.003355704697986577,0.0064516129032258064,-0.005154639175257732,0.0025,0.0015652954541900425
87,2026-06-30,002155 CH Equity,CNE1000006B5,28580201W,,,,,,-0.011627906976744186,-0.016129032258064516,,,,,,,,,,,,,,,,,,,,0.01,0.0025,-0.0007151688028378466
88,2026-06-30,002156 CH Equity,CNE1000006C3,28580401W,,,0.010526315789473684,0.010526315789473684,0.009708737864077669,0.011494252873563218,0.015873015873015872,,,0.006578947368421052,,,,,,0.011627906976744186,,,0.0031847133757961785,,0.005319148936170213,,,,0.003355704697986577,0.0064516129032258064,,0.0025,0.003996677502101449
89,2026-06-30,002157 CH Equity,CNE1000006H2,28583101W,,,,,,,0.015873015873015872,-0.012048192771084338,0.008771929824561403,,,0.0125,0.007575757575757576,,,,,,0.0031847133757961785,,,,0.01282051282051282,,,-0.01282051282051282,,,0.0008466308361174183
90,2026-06-30,002179 CH Equity,CNE1000007T5,28706701W,,,-0.010638297872340425,-0.010526315789473684,,-0.011627906976744186,-0.016129032258064516,,,,,,,,,,,,0.0031847133757961785,,0.005319148936170213,,0.01282051282051282,,-0.023255813953488372,,-0.005154639175257732,-0.009900990099009901,-0.003172400777386961
91,2026-06-30,002180 CH Equity,CNE1000007W9,28706801W,,,,,,,,,,,,,,,,-0.011627906976744186,-0.011627906976744186,,0.0031847133757961785,,-0.020833333333333332,-0.017857142857142856,-0.02564102564102564,,0.003355704697986577,0.0064516129032258064,-0.005154639175257732,0.0025,-0.003098404829665146
92,2026-06-30,002185 CH Equity,CNE100000825,28719601W,,,,-0.010526315789473684,-0.00980392156862745,0.011494252873563218,,,,,,,,,,,,,0.0031847133757961785,,0.005319148936170213,,,,0.003355704697986577,0.0064516129032258064,,0.0025,0.0004784019749003945
93,2026-06-30,002195 CH Equity,CNE1000008K2,28750701W,,,,,,,,,,-0.013157894736842105,,,,,,,,,-0.012658227848101266,,-0.020833333333333332,-0.017857142857142856,-0.02564102564102564,,0.003355704697986577,-0.01282051282051282,-0.005154639175257732,0.0025,-0.004121473511119738
94,2026-06-30,002202 CH Equity,CNE1000008S5,28768401W,-0.007633587786259542,,,,,-0.011627906976744186,,-0.012048192771084338,,,,,0.007575757575757576,,0.013888888888888888,,,,0.0031847133757961785,0.010101010101010102,,,,,-0.023255813953488372,,,0.0025,-0.0017166028984294506
95,2026-06-30,002223 CH Equity,CNE1000009X3,28865501W,,-0.010869565217391304,-0.010638297872340425,-0.010526315789473684,-0.00980392156862745,,,,,,0.037037037037037035,0.0125,,,,,,,,,0.005319148936170213,,,,0.003355704697986577,0.0064516129032258064,,0.0025,-0.00010289741063575572
96,2026-06-30,002230 CH Equity,CNE100000B81,28871001W,,-0.010869565217391304,,,,,,,,0.006578947368421052,,,,,,,,,0.0031847133757961785,,0.005319148936170213,,,,0.003355704697986577,0.0064516129032258064,-0.005154639175257732,0.0025,0.0002785158043251923
97,2026-06-30,002236 CH Equity,CNE100000BJ4,28883901W,,,,-0.010526315789473684,,,,,,0.006578947368421052,,,,,,,,,0.0031847133757961785,,0.005319148936170213,,,,-0.023255813953488372,0.0064516129032258064,-0.005154639175257732,-0.009900990099009901,-0.001534105159206711
98,2026-06-30,002240 CH Equity,CNE100000BN6,28883501W,-0.007633587786259542,0.011111111111111112,0.010526315789473684,0.010526315789473684,0.009708737864077669,,-0.016129032258064516,0.02127659574468085,,,,,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,,0.01,0.0025,0.001947680296978793
99,2026-06-30,002241 CH Equity,CNE100000BP1,28883601W,,,,,,,,,,0.006578947368421052,,,,,,,,,0.0031847133757961785,,-0.020833333333333332,,,,0.003355704697986577,0.0064516129032258064,-0.005154639175257732,0.0025,-0.0004378707083177066
100,2026-06-30,002252 CH Equity,CNE100000C31,28901601W,,,-0.010638297872340425,,,,,,-0.017241379310344827,,,,,,,0.011627906976744186,0.011627906976744186,,,-0.02,0.005319148936170213,,,,0.003355704697986577,-0.01282051282051282,,0.0025,-0.0008671765254022836
101,2026-06-30,002261 CH Equity,CNE100000CF0,28918401W,,,,,,-0.011627906976744186,,-0.012048192771084338,0.008771929824561403,,,,,-0.058823529411764705,,,,0.0625,,0.010101010101010102,0.005319148936170213,,,0.05,,,-0.005154639175257732,0.0025,0.0018286111208723132
102,2026-06-30,002271 CH Equity,CNE100000CS3,28960801W,,-0.010869565217391304,-0.010638297872340425,,-0.00980392156862745,0.011494252873563218,,0.02127659574468085,,,,,,,,,,,,,,,,,,,-0.005154639175257732,0.0025,-5.6042570683510935e-05
103,2026-06-30,002273 CH Equity,CNE100000CT1,28961001W,,,,,,-0.011627906976744186,-0.016129032258064516,,,,,,,,,,0.011627906976744186,,0.0031847133757961785,,0.005319148936170213,,,,0.003355704697986577,0.0064516129032258064,,0.0025,-0.000166269212048286
104,2026-06-30,002281 CH Equity,CNE100000F87,29246501W,,0.011111111111111112,,,,-0.011627906976744186,-0.016129032258064516,,,0.006578947368421052,,,,,,0.011627906976744186,0.011627906976744186,,0.0031847133757961785,,0.005319148936170213,,,,-0.023255813953488372,,0.01,0.0025,-0.0003472101734155839
105,2026-06-30,002294 CH Equity,CNE100000FW8,29267501W,,,,,,,,,0.008771929824561403,,-0.037037037037037035,,,,,,0.011627906976744186,,,-0.02,0.005319148936170213,,,,0.003355704697986577,,,-0.009900990099009901,-0.0008207508502577189
106,2026-06-30,002304 CH Equity,CNE100000HB8,29301701W,-0.007633587786259542,-0.010869565217391304,,-0.010526315789473684,-0.00980392156862745,,,,-0.017241379310344827,-0.013157894736842105,,0.0125,-0.022222222222222223,,-0.027777777777777776,,,,-0.012658227848101266,,,,-0.02564102564102564,,,-0.01282051282051282,,,-0.005301481519814732
107,2026-06-30,002311 CH Equity,CNE100000HP8,29316801W,-0.007633587786259542,,,,,0.011494252873563218,0.015873015873015872,0.02127659574468085,0.008771929824561403,0.006578947368421052,,0.0125,0.007575757575757576,,,,,,0.0031847133757961785,,,,0.01282051282051282,,,0.0064516129032258064,,,0.003630140571101474
108,2026-06-30,002340 CH Equity,CNE100000KT4,29372001W,,0.011111111111111112,,,,,,-0.012048192771084338,0.008771929824561403,,,,0.007575757575757576,,,0.011627906976744186,0.011627906976744186,,0.0031847133757961785,0.010101010101010102,,,,,-0.023255813953488372,,-0.005154639175257732,0.0025,-0.00015661791437951653
109,2026-06-30,002352 CH Equity,CNE100000L63,29381101W,-0.007633587786259542,,,,,-0.011627906976744186,,-0.012048192771084338,0.008771929824561403,0.006578947368421052,,,0.007575757575757576,,,,,,0.0031847133757961785,,,-0.017857142857142856,,,0.003355704697986577,0.0064516129032258064,-0.005154639175257732,-0.009900990099009901,-0.0020067220557265356
110,2026-06-30,002353 CH Equity,CNE100000L55,29381201W,-0.007633587786259542,,,,,,,,,,,,,,,0.011627906976744186,0.011627906976744186,,,,0.005319148936170213,,0.01282051282051282,0.05,0.003355704697986577,,0.01,0.0025,0.004063953833844923
111,2026-06-30,002371 CH Equity,CNE100000ML7,29404201W,,,,,,0.011494252873563218,0.015873015873015872,,,,,,,,,,,,0.0031847133757961785,,0.005319148936170213,,0.01282051282051282,,0.003355704697986577,,,-0.009900990099009901,0.0018926748002801841
112,2026-06-30,002379 CH Equity,CNE100000MW4,29419701W,,,0.010526315789473684,0.010526315789473684,0.009708737864077669,,0.015873015873015872,-0.012048192771084338,,,,,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,,,-0.009900990099009901,0.0006726219237001391
113,2026-06-30,002384 CH Equity,CNE100000N79,29420401W,,0.011111111111111112,0.010526315789473684,0.010526315789473684,0.009708737864077669,,,,,0.006578947368421052,,,,,,0.011627906976744186,,,0.0031847133757961785,,0.005319148936170213,-0.017857142857142856,-0.02564102564102564,,0.003355704697986577,,0.01,0.0025,0.0013620249341957603
114,2026-06-30,002402 CH Equity,CNE100000P51,29447201W,,-0.010869565217391304,,-0.010526315789473684,,0.011494252873563218,0.015873015873015872,,,0.006578947368421052,,,,,,,,,0.0031847133757961785,,0.005319148936170213,,,,-0.023255813953488372,,-0.005154639175257732,0.0025,-0.0004818985794848295
115,2026-06-30,002409 CH Equity,CNE100000PG0,29458701W,-0.007633587786259542,,,-0.010526315789473684,,0.011494252873563218,0.015873015873015872,,,,,,,,,0.011627906976744186,0.011627906976744186,,,,,,,,,,,0.0025,0.0010332791495188394
116,2026-06-30,002414 CH Equity,CNE100000RK8,29459201W,,,0.010526315789473684,0.010526315789473684,0.009708737864077669,-0.011627906976744186,-0.016129032258064516,,,,,,,,,-0.011627906976744186,,,0.0031847133757961785,,0.005319148936170213,-0.017857142857142856,-0.02564102564102564,,0.003355704697986577,0.0064516129032258064,-0.005154639175257732,0.0025,-0.0014894266955237604
117,2026-06-30,002415 CH Equity,CNE100000PM8,29459401W,,0.011111111111111112,0.010526315789473684,,,-0.011627906976744186,-0.016129032258064516,,,0.006578947368421052,,,,,,,,,0.0031847133757961785,,0.005319148936170213,,,,0.003355704697986577,0.0064516129032258064,-0.005154639175257732,-0.009900990099009901,-8.012176544095723e-05
118,2026-06-30,002422 CH Equity,CNE100000PW7,29476001W,-0.007633587786259542,,,,,,,,0.008771929824561403,,,0.0125,,,,,,,,-0.02,0.005319148936170213,,,,-0.023255813953488372,,,0.0025,-0.0010549191988778257
119,2026-06-30,002429 CH Equity,CNE100000Q50,29482001W,0.014285714285714285,0.011111111111111112,0.010526315789473684,0.010526315789473684,0.009708737864077669,0.011494252873563218,0.015873015873015872,,0.008771929824561403,,,0.0125,,0.058823529411764705,,,,,0.0031847133757961785,,,,,,0.003355704697986577,,0.01,0.0025,0.006393496030436846
120,2026-06-30,002444 CH Equity,CNE100000RC5,29502601W,,,,,,,,,-0.017241379310344827,,,-0.02564102564102564,-0.022222222222222223,-0.058823529411764705,,,0.011627906976744186,,-0.012658227848101266,,,-0.017857142857142856,,,0.003355704697986577,,-0.005154639175257732,0.0025,-0.0034074949309907013
121,2026-06-30,002456 CH Equity,CNE100000S33,29502901W,,,-0.010638297872340425,,-0.00980392156862745,,,,,0.006578947368421052,,,,,,-0.011627906976744186,-0.011627906976744186,,0.0031847133757961785,,0.005319148936170213,,,,0.003355704697986577,0.0064516129032258064,-0.005154639175257732,-0.009900990099009901,-0.0012359950298423232
122,2026-06-30,002459 CH Equity,CNE100000SD1,33550301W,,,-0.010638297872340425,-0.010526315789473684,-0.00980392156862745,,,,,,,,,,,,-0.011627906976744186,,0.0031847133757961785,,-0.020833333333333332,-0.017857142857142856,-0.02564102564102564,,0.003355704697986577,0.0064516129032258064,-0.005154639175257732,0.0025,-0.004307806174903952
123,2026-06-30,002460 CH Equity,CNE100000SF6,29513601W,-0.007633587786259542,0.011111111111111112,0.010526315789473684,0.010526315789473684,0.009708737864077669,,,-0.012048192771084338,,,,,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,,,0.0025,0.0006728796213153867
124,2026-06-30,002463 CH Equity,CNE100000SP5,29513901W,,,0.010526315789473684,0.010526315789473684,0.009708737864077669,-0.011627906976744186,-0.016129032258064516,,,0.006578947368421052,,,,,,,,,0.0031847133757961785,,0.005319148936170213,,,,0.003355704697986577,,,0.0025,0.0008680635119181491
125,2026-06-30,002465 CH Equity,CNE100000T24,29523901W,,,,,,,-0.016129032258064516,,,-0.013157894736842105,,,,,,,,,-0.012658227848101266,,-0.020833333333333332,-0.017857142857142856,-0.02564102564102564,,0.003355704697986577,-0.01282051282051282,,0.0025,-0.004635898025900293
126,2026-06-30,002466 CH Equity,CNE100000T32,29524001W,0.014285714285714285,0.011111111111111112,0.010526315789473684,,0.009708737864077669,,,-0.012048192771084338,,,,,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,,0.01,0.0025,0.0016756755395082098
127,2026-06-30,002472 CH Equity,CNE100000TF4,29531901W,-0.007633587786259542,,0.010526315789473684,0.010526315789473684,,0.011494252873563218,0.015873015873015872,,0.008771929824561403,,,-0.02564102564102564,-0.022222222222222223,,,,,,-0.012658227848101266,,,0.017857142857142856,,,0.003355704697986577,0.0064516129032258064,-0.005154639175257732,0.0025,0.002006076256390036
128,2026-06-30,002475 CH Equity,CNE100000TP3,29532601W,,,,,,,,,,0.006578947368421052,,,,,,0.011627906976744186,0.011627906976744186,,0.0031847133757961785,,0.005319148936170213,,0.01282051282051282,,0.003355704697986577,0.0064516129032258064,,0.0025,0.002115108079451268
129,2026-06-30,002487 CH Equity,CNE100000VV7,29539001W,0.014285714285714285,0.011111111111111112,0.010526315789473684,0.010526315789473684,0.009708737864077669,-0.011627906976744186,,,,,,,-0.022222222222222223,,0.013888888888888888,,,,-0.012658227848101266,0.010101010101010102,,,,,0.003355704697986577,,0.01,0.0025,0.002603705821702494
130,2026-06-30,002493 CH Equity,CNE100000W60,29566201W,-0.007633587786259542,0.011111111111111112,,,0.009708737864077669,,,,,,,,,,,,-0.011627906976744186,,,,,,,,,,,0.0025,0.0004930449737083465
131,2026-06-30,002517 CH Equity,CNE100000XB5,29586901W,,,,,,,,0.02127659574468085,,,,,,-0.058823529411764705,,,,,,0.010101010101010102,0.005319148936170213,,,0.05,,0.0064516129032258064,0.01,0.0025,0.0034637275466888086
132,2026-06-30,002555 CH Equity,CNE1000010N2,29684401W,,,,,,,,,-0.017241379310344827,,0.037037037037037035,,,0.058823529411764705,,,,,,,-0.020833333333333332,,,-0.1,,,,0.0025,-0.003908971994580309
133,2026-06-30,002558 CH Equity,CNE1000010R3,29685501W,,0.011111111111111112,,,0.009708737864077669,0.011494252873563218,,-0.012048192771084338,,,,,,-0.058823529411764705,,,,,,0.010101010101010102,0.005319148936170213,,,0.05,,0.0064516129032258064,0.01,0.0025,0.00341635162399765
134,2026-06-30,002594 CH Equity,CNE100001526,25375902W,-0.007633587786259542,,,,,-0.011627906976744186,,,0.008771929824561403,0.006578947368421052,,,0.007575757575757576,,,,,0.0625,0.0031847133757961785,,,0.017857142857142856,,,0.003355704697986577,,-0.005154639175257732,-0.009900990099009901,0.0012318087181692106
135,2026-06-30,002595 CH Equity,CNE1000014X3,29816201W,0.014285714285714285,-0.010869565217391304,,,,-0.011627906976744186,,,-0.017241379310344827,0.006578947368421052,,,,,0.013888888888888888,,,,0.0031847133757961785,-0.02,,-0.017857142857142856,,,0.003355704697986577,,-0.005154639175257732,0.0025,-0.001472217788947183
136,2026-06-30,002600 CH Equity,CNE1000015L5,29835401W,,,-0.010638297872340425,,,0.011494252873563218,0.015873015873015872,,,0.006578947368421052,,,,,,0.011627906976744186,0.011627906976744186,,0.0031847133757961785,,0.005319148936170213,,,,0.003355704697986577,0.0064516129032258064,-0.005154639175257732,0.0025,0.0020566933576588557
137,2026-06-30,002601 CH Equity,CNE1000015M3,29835301W,,-0.010869565217391304,-0.010638297872340425,-0.010526315789473684,-0.00980392156862745,,,0.02127659574468085,,,,,,,,,,,,,,,,,,,,0.0025,-0.000846632768028149
138,2026-06-30,002602 CH Equity,CNE1000015R2,29838701W,,0.011111111111111112,,,0.009708737864077669,0.011494252873563218,,-0.012048192771084338,,,,,,,,,,-0.06666666666666667,,0.010101010101010102,0.005319148936170213,,,-0.1,,0.0064516129032258064,-0.005154639175257732,0.0025,-0.004488668511004649
139,2026-06-30,002603 CH Equity,CNE1000015S0,29838801W,0.014285714285714285,,0.010526315789473684,0.010526315789473684,0.009708737864077669,,,,,,,0.0125,,,,,,,,0.010101010101010102,-0.020833333333333332,,,,0.003355704697986577,0.0064516129032258064,,0.0025,0.0021827793457682224
140,2026-06-30,002625 CH Equity,CNE1000018P0,30758701W,,,,,,,,-0.012048192771084338,,-0.013157894736842105,,,-0.022222222222222223,,-0.027777777777777776,,,,-0.012658227848101266,0.010101010101010102,,,,,0.003355704697986577,-0.01282051282051282,,0.0025,-0.002260300266655538
141,2026-06-30,002648 CH Equity,CNE100001B07,31141001W,,,0.010526315789473684,0.010526315789473684,,,,0.02127659574468085,,,,,,,,,,,,,,,,,,,,-0.009900990099009901,0.0015200731442359164
142,2026-06-30,002653 CH Equity,CNE100001BC7,31142801W,,,0.010526315789473684,,0.009708737864077669,,,,,,,0.0125,,,,,,,,0.010101010101010102,0.005319148936170213,,,,0.003355704697986577,,,-0.009900990099009901,0.0013618975335209637
143,2026-06-30,002673 CH Equity,CNE100001D96,31254501W,0.014285714285714285,,,,,,,,,0.006578947368421052,,0.0125,,,0.013888888888888888,,,,0.0031847133757961785,-0.02,,,,,,,,0.0025,0.0011233418775220734
144,2026-06-30,002709 CH Equity,CNE100001RG4,31698501W,-0.007633587786259542,0.011111111111111112,0.010526315789473684,,0.009708737864077669,0.011494252873563218,0.015873015873015872,-0.012048192771084338,,,,,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,,0.01,0.0025,0.0019310488974677617
145,2026-06-30,002714 CH Equity,CNE100001RQ3,31703401W,0.014285714285714285,,,0.010526315789473684,-0.00980392156862745,0.011494252873563218,,-0.012048192771084338,0.008771929824561403,,,0.0125,0.007575757575757576,0.058823529411764705,,,,,0.0031847133757961785,,,,,,,0.0064516129032258064,,,0.002872791857588327
146,2026-06-30,002736 CH Equity,CNE100001WS9,31897501W,,,,,,,,,,0.006578947368421052,,0.0125,,,,,,,0.0031847133757961785,,,,,,,,0.01,0.0025,0.0010497640175780216
147,2026-06-30,002738 CH Equity,CNE100001WV3,31888101W,-0.007633587786259542,,0.010526315789473684,0.010526315789473684,0.009708737864077669,,0.015873015873015872,,,,,,,,,-0.011627906976744186,-0.011627906976744186,,,,,,,,,,,0.0025,0.0014608526965982018
148,2026-06-30,002739 CH Equity,CNE100001WW1,31906401W,,,,,,0.011494252873563218,,,0.008771929824561403,,,,,-0.058823529411764705,,,,-0.06666666666666667,,0.010101010101010102,0.005319148936170213,,,-0.1,,,,0.0025,-0.006003378028345106
149,2026-06-30,002797 CH Equity,CNE1000027G0,32163001W,,,,,,,,,,0.006578947368421052,,-0.02564102564102564,,,,,,,0.0031847133757961785,,,,,,,,,0.0025,-0.00021359128254689108
150,2026-06-30,002812 CH Equity,CNE100002BR3,32245801W,-0.007633587786259542,,,,0.009708737864077669,,,-0.012048192771084338,,,,,,,,,-0.011627906976744186,,,,,,,,,,0.01,0.0025,-0.00012379720274456038
151,2026-06-30,002821 CH Equity,CNE100002BZ6,32287801W,-0.007633587786259542,0.011111111111111112,0.010526315789473684,0.010526315789473684,0.009708737864077669,,,,,,-0.037037037037037035,,,,,,,,,,-0.020833333333333332,,,,0.003355704697986577,,,-0.009900990099009901,-0.0004500304179410653
152,2026-06-30,002837 CH Equity,CNE100002CC3,32320601W,,,,,,0.011494252873563218,,-0.012048192771084338,-0.017241379310344827,0.006578947368421052,,,0.007575757575757576,,0.013888888888888888,,,,0.0031847133757961785,0.010101010101010102,,,,,0.003355704697986577,-0.01282051282051282,-0.005154639175257732,0.0025,-9.223232611923996e-05
153,2026-06-30,002850 CH Equity,CNE100002JW6,32358701W,,0.011111111111111112,0.010526315789473684,0.010526315789473684,0.009708737864077669,0.011494252873563218,0.015873015873015872,,-0.017241379310344827,,,0.0125,,,,0.011627906976744186,,,0.0031847133757961785,,,,,,0.003355704697986577,,0.01,0.0025,0.004198665876664442
154,2026-06-30,002851 CH Equity,CNE100002JV8,32364201W,0.014285714285714285,,,,,,,-0.012048192771084338,-0.017241379310344827,0.006578947368421052,,,0.007575757575757576,,,,,,0.0031847133757961785,,,-0.017857142857142856,,,0.003355704697986577,-0.01282051282051282,,0.0025,-0.0010566023186131422
155,2026-06-30,002916 CH Equity,CNE100003373,32619401W,,0.011111111111111112,0.010526315789473684,0.010526315789473684,0.009708737864077669,0.011494252873563218,0.015873015873015872,,,0.006578947368421052,,,,,,,,,0.0031847133757961785,,0.005319148936170213,,0.01282051282051282,,0.003355704697986577,,,0.0025,0.004573804473223585
156,2026-06-30,002920 CH Equity,CNE1000033C7,32628001W,,,,,-0.00980392156862745,-0.011627906976744186,-0.016129032258064516,,,0.006578947368421052,,-0.02564102564102564,0.007575757575757576,-0.058823529411764705,,,,,0.0031847133757961785,,,,,,0.003355704697986577,,,0.0025,-0.002884620388799758
157,2026-06-30,002938 CH Equity,CNE100003GF5,32858301W,,-0.010869565217391304,,,,-0.011627906976744186,,,,0.006578947368421052,,,,,,,,,0.0031847133757961785,,0.005319148936170213,0.017857142857142856,0.01282051282051282,,0.003355704697986577,0.0064516129032258064,0.01,0.0025,0.0018818459842993944
158,2026-06-30,002939 CH Equity,CNE100003GD0,32829201W,,,,,,,,,,0.006578947368421052,,0.0125,,,,,,,0.0031847133757961785,,,,,,,,,0.0025,0.0005810141642613163
159,2026-06-30,002966 CH Equity,CNE100003LQ2,33262701W,,,,-0.010526315789473684,,,,,,,,,,,,,,,-0.012658227848101266,0.010101010101010102,,,,,,,-0.005154639175257732,0.0025,-0.0006711324903737443
160,2026-06-30,300001 CH Equity,CNE100000H69,29280201W,-0.007633587786259542,,,,,0.011494252873563218,,-0.012048192771084338,0.008771929824561403,0.006578947368421052,,,0.007575757575757576,,0.013888888888888888,,,,0.0031847133757961785,,,,,,0.003355704697986577,,0.01,0.0025,0.0011927847389067853
161,2026-06-30,300003 CH Equity,CNE100000H44,29280401W,0.014285714285714285,,,,,,,,0.008771929824561403,,,0.0125,,,,,,,,,-0.020833333333333332,,,,-0.023255813953488372,,,-0.009900990099009901,-0.0014179786297105112
162,2026-06-30,300012 CH Equity,CNE100000GV8,29284301W,,,,,,,,,,0.006578947368421052,,,,,,,,,0.0031847133757961785,0.010101010101010102,,0.017857142857142856,,,0.003355704697986577,0.0064516129032258064,-0.005154639175257732,0.0025,0.0015861827035771822
163,2026-06-30,300014 CH Equity,CNE100000GS4,29284501W,,,,,,,,-0.012048192771084338,,,,,0.007575757575757576,,,,,,0.0031847133757961785,,,,,,0.003355704697986577,,-0.005154639175257732,0.0025,-0.0003077197347150489
164,2026-06-30,300015 CH Equity,CNE100000GR6,29284601W,0.014285714285714285,,,,,,,,0.008771929824561403,,,0.0125,,,,0.011627906976744186,,,,0.010101010101010102,0.005319148936170213,,,,0.003355704697986577,0.0064516129032258064,,-0.009900990099009901,0.0018104385971273662
165,2026-06-30,300017 CH Equity,CNE100000GQ8,29284801W,,,,,,,,,,,,,,,,,0.011627906976744186,,-0.012658227848101266,,-0.020833333333333332,,,,0.003355704697986577,0.0064516129032258064,,0.0025,-0.0004211219006848155
166,2026-06-30,300033 CH Equity,CNE100000JG3,29351501W,-0.007633587786259542,,0.010526315789473684,0.010526315789473684,0.009708737864077669,,,,,0.006578947368421052,0.037037037037037035,-0.02564102564102564,0.007575757575757576,,,,,,0.0031847133757961785,0.010101010101010102,,,,,,,,0.0025,0.00201039514498582
167,2026-06-30,300037 CH Equity,CNE100000K15,29360601W,-0.007633587786259542,,,,,,,-0.012048192771084338,,,,,,,,,,,,,,,,,,,,-0.009900990099009901,-0.0013866919405867571
168,2026-06-30,300054 CH Equity,CNE100000LM7,29382201W,0.014285714285714285,,,,,0.011494252873563218,0.015873015873015872,-0.012048192771084338,,,,,,,,,,,,,,,,,,,0.01,-0.009900990099009901,0.0013923651968979576
169,2026-06-30,300058 CH Equity,CNE100000LV8,29404601W,,,,,,0.011494252873563218,,-0.012048192771084338,0.008771929824561403,,0.037037037037037035,,,,,,,0.0625,,-0.02,0.005319148936170213,,,0.05,,,,0.0025,0.004524077703778384
170,2026-06-30,300059 CH Equity,CNE100000MD4,29421201W,-0.007633587786259542,,,,,,,,,0.006578947368421052,,0.0125,-0.022222222222222223,,,,,,0.0031847133757961785,-0.02,,,,,,,0.01,0.0025,-0.0001876907533331646
171,2026-06-30,300115 CH Equity,CNE100000T40,29524801W,,,-0.010638297872340425,-0.010526315789473684,-0.00980392156862745,,,,,0.006578947368421052,,,,,,,,,0.0031847133757961785,,0.005319148936170213,,0.01282051282051282,,0.003355704697986577,,-0.005154639175257732,0.0025,-0.0003650810300165181
172,2026-06-30,300122 CH Equity,CNE100000V20,29534401W,-0.007633587786259542,-0.010869565217391304,-0.010638297872340425,-0.010526315789473684,-0.00980392156862745,,,,0.008771929824561403,,,0.0125,,,,-0.011627906976744186,-0.011627906976744186,,,-0.02,-0.020833333333333332,,,,0.003355704697986577,0.0064516129032258064,,0.0025,-0.00317663953866194
173,2026-06-30,300124 CH Equity,CNE100000V46,29534601W,-0.007633587786259542,-0.010869565217391304,,,,,,0.02127659574468085,,0.006578947368421052,,,0.007575757575757576,,0.013888888888888888,,,,0.0031847133757961785,,,,,,0.003355704697986577,,-0.005154639175257732,0.0025,0.0008134578681725892
174,2026-06-30,300136 CH Equity,CNE100000W94,29568001W,,0.011111111111111112,,,0.009708737864077669,0.011494252873563218,0.015873015873015872,,,0.006578947368421052,,,,,,0.011627906976744186,0.011627906976744186,,0.0031847133757961785,,0.005319148936170213,-0.017857142857142856,-0.02564102564102564,,0.003355704697986577,,,0.0025,0.0014315218949180778
175,2026-06-30,300144 CH Equity,CNE100000XG4,29598201W,,-0.010869565217391304,,,,,,,0.008771929824561403,-0.013157894736842105,,0.0125,-0.022222222222222223,,,-0.011627906976744186,,,-0.012658227848101266,,,0.017857142857142856,,,0.003355704697986577,0.0064516129032258064,-0.005154639175257732,-0.009900990099009901,-0.0007183543917170798
176,2026-06-30,300207 CH Equity,CNE100001260,29716101W,,,,-0.010526315789473684,,,,-0.012048192771084338,0.008771929824561403,0.006578947368421052,,,0.007575757575757576,,,,,,0.0031847133757961785,,,0.017857142857142856,,,0.003355704697986577,,-0.005154639175257732,0.0025,0.0003557229183003903
177,2026-06-30,300223 CH Equity,CNE100001377,29788801W,,0.011111111111111112,0.010526315789473684,0.010526315789473684,0.009708737864077669,,,,,,,,,,,,0.011627906976744186,,-0.012658227848101266,,-0.020833333333333332,-0.017857142857142856,-0.02564102564102564,,0.003355704697986577,,-0.005154639175257732,0.0025,-0.001041368895149792
178,2026-06-30,300251 CH Equity,CNE100001617,29839701W,,,,,-0.00980392156862745,-0.011627906976744186,,-0.012048192771084338,-0.017241379310344827,,-0.037037037037037035,,,0.058823529411764705,,,,-0.06666666666666667,,,0.005319148936170213,,,,,-0.01282051282051282,0.01,-0.009900990099009901,-0.0032105609908425047
