style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Price Momentum,Price Momentum,Valuation,Valuation,Volatility,Volatility,MP
factor_weight,,,,,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,1.0
factor,,,,,6MChgTgtPrcGapEMA,EPSEstDispFY1C,EPSNumRevFY1C,Rev3MFY1C,Rev3MFY2C,RevMagFY1C,AdjIntCov,IntCovRatio,ShareChg,AdjAccruals,AssetTurn,CapExToSales,DepToCapex,ETO,InvToAsset,InvToAstChg1Y,SalesToEPSChg,SalesToInvCap,UnexpectedRecChg,3YAvgAnnSalesGrw,DIVIDENDGROWTH,DivperShareGrowth,50DVolSig,STO,STO_6M,InvPEGYC,OCFEV,90DCV,Beta60M,AGG
332,2026-05-31,600741 CH Equity,CNE000000M15,26009901W,,0.003968253968253968,0.012345679012345678,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,,0.008771929824561403,0.006756756756756757,,0.0125,0.007633587786259542,,,,0.004366812227074236,,,,,,0.003278688524590164,,,0.006622516556291391,-0.005291005291005291,0.002564102564102564,0.003163104054702895
333,2026-05-31,600754 CH Equity,CNE000000MK0,21172202W,-0.007633587786259542,0.003968253968253968,0.012345679012345678,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,,0.008771929824561403,-0.0136986301369863,,0.0125,-0.022727272727272728,0.058823529411764705,,,-0.013157894736842105,,,-0.018867924528301886,,,0.003278688524590164,-0.022727272727272728,,0.006622516556291391,-0.005291005291005291,-0.01,0.0004859757474363761
334,2026-05-31,600760 CH Equity,CNE000000MH6,27237701W,,-0.011235955056179775,,-0.010752688172043012,,-0.009900990099009901,,,,,0.006756756756756757,,,0.007633587786259542,,0.012987012987012988,,0.004366812227074236,-0.02040816326530612,,-0.018867924528301886,,,0.003278688524590164,,,,-0.005291005291005291,0.002564102564102564,-0.0016984062215269942
335,2026-05-31,600765 CH Equity,CNE000000N22,27227401W,,0.003968253968253968,,0.010752688172043012,,0.009900990099009901,,,0.013157894736842105,-0.017543859649122806,-0.0136986301369863,,,-0.022727272727272728,,-0.02631578947368421,,-0.013157894736842105,-0.02040816326530612,,-0.018867924528301886,,,0.003278688524590164,-0.022727272727272728,,-0.013333333333333334,,0.002564102564102564,-0.003292577436109852
336,2026-05-31,600795 CH Equity,CNE000000PC0,25134701W,,,,-0.010752688172043012,,-0.009900990099009901,,,,0.008771929824561403,,,,0.007633587786259542,,0.012987012987012988,0.0625,0.004366812227074236,,-0.1,,,,0.003278688524590164,,,0.006622516556291391,0.01020408163265306,,-0.001562530273957625
337,2026-05-31,600803 CH Equity,CNE000000DG7,27234001W,0.014285714285714285,,0.012345679012345678,,,,,-0.016666666666666666,,,,0.01020408163265306,,0.007633587786259542,,,,-0.013157894736842105,,,,0.013513513513513514,0.05,0.003278688524590164,,,0.006622516556291391,,,0.003408287834007684
338,2026-05-31,600809 CH Equity,CNE000000DH5,24384701W,,,,,,,-0.015625,-0.016666666666666666,-0.006944444444444444,-0.017543859649122806,,0.01020408163265306,,,-0.058823529411764705,,,,,,,,,0.003278688524590164,,0.015384615384615385,,,,-0.0024661677783263374
339,2026-05-31,600839 CH Equity,CNE000000GJ4,24385901W,,,,,,,,,,0.008771929824561403,0.006756756756756757,,0.0125,0.007633587786259542,,,0.0625,0.004366812227074236,,,,,,-0.00980392156862745,,,,,-0.01,0.0017814946389974058
340,2026-05-31,600845 CH Equity,CNE000000C66,20834501W,,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,-0.015625,-0.016666666666666666,0.013157894736842105,,,,,,,,,0.004366812227074236,,,,,,0.003278688524590164,,,0.006622516556291391,-0.005291005291005291,-0.01,-0.0024233348046958734
341,2026-05-31,600862 CH Equity,CNE000000GZ0,27236901W,,-0.011235955056179775,,,,,,,,,,,,-0.022727272727272728,,0.012987012987012988,,-0.013157894736842105,-0.02040816326530612,,,,,0.003278688524590164,,,,,0.002564102564102564,-0.0012955464320959166
342,2026-05-31,600863 CH Equity,CNE000000GN6,24374501W,0.014285714285714285,,,,,,-0.015625,-0.016666666666666666,-0.006944444444444444,,,0.01020408163265306,0.0125,0.007633587786259542,,0.012987012987012988,-0.06666666666666667,0.004366812227074236,0.010101010101010102,,,,,-0.00980392156862745,,,0.006622516556291391,,,-0.0013323198462462376
343,2026-05-31,600873 CH Equity,CNE000000HP9,21338301W,-0.007633587786259542,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,-0.015625,-0.016666666666666666,0.013157894736842105,,,,,,,,,,,,,,,0.003278688524590164,,,,-0.005291005291005291,-0.01,-0.0030952460373792935
344,2026-05-31,600875 CH Equity,CNE000000J28,22146802W,,0.003968253968253968,,0.010752688172043012,,,,,-0.006944444444444444,-0.017543859649122806,,,,0.007633587786259542,,,,0.004366812227074236,,,,,,,,,,0.01020408163265306,0.002564102564102564,0.0006723876176355032
345,2026-05-31,600879 CH Equity,CNE000000J93,26007601W,-0.007633587786259542,0.003968253968253968,,,,,,,-0.006944444444444444,-0.017543859649122806,-0.0136986301369863,,,-0.022727272727272728,,-0.02631578947368421,,,,,,,,-0.00980392156862745,,,-0.013333333333333334,0.01020408163265306,0.002564102564102564,-0.0028352520069932913
346,2026-05-31,600885 CH Equity,CNE000000JK6,27245701W,-0.007633587786259542,0.003968253968253968,,,,,,,,0.008771929824561403,0.006756756756756757,,,0.007633587786259542,,,,0.004366812227074236,,,,,,,0.017241379310344827,-0.015873015873015872,0.006622516556291391,-0.005291005291005291,0.002564102564102564,0.0007513317998422502
347,2026-05-31,600886 CH Equity,CNE000000JM2,27020201W,,,,0.010752688172043012,,0.009900990099009901,0.015384615384615385,0.01639344262295082,-0.006944444444444444,,,,,0.007633587786259542,,,,0.004366812227074236,0.010101010101010102,,,-0.02702702702702703,,0.003278688524590164,,,,,,0.0014106519469050378
348,2026-05-31,600887 CH Equity,CNE000000JP5,26002901W,-0.007633587786259542,,,,,0.009900990099009901,-0.015625,-0.016666666666666666,-0.006944444444444444,,,0.01020408163265306,0.0125,0.007633587786259542,,0.012987012987012988,,0.004366812227074236,,,,0.013513513513513514,,,,0.015384615384615385,0.006622516556291391,,,0.0011351274941305608
349,2026-05-31,600893 CH Equity,CNE000000JW1,27233301W,,0.003968253968253968,,,,-0.009900990099009901,,,,-0.017543859649122806,-0.0136986301369863,,,,,0.012987012987012988,,0.004366812227074236,-0.02040816326530612,,,,,0.003278688524590164,,,-0.013333333333333334,0.01020408163265306,0.002564102564102564,-0.000984494603783876
350,2026-05-31,600900 CH Equity,CNE000001G87,25954101W,,,,0.010752688172043012,,0.009900990099009901,0.015384615384615385,0.01639344262295082,,-0.017543859649122806,,,0.0125,-0.022727272727272728,,-0.02631578947368421,,,0.010101010101010102,0.09090909090909091,,-0.02702702702702703,-0.1,0.003278688524590164,,,,-0.005291005291005291,,-0.0005351161109919056
351,2026-05-31,600901 CH Equity,CNE100002SX5,32661601W,0.014285714285714285,,,,,,,,,-0.017543859649122806,,-0.02040816326530612,0.0125,-0.022727272727272728,,,,-0.013157894736842105,,,,,,0.003278688524590164,,,,,0.002564102564102564,-0.0007388842717809909
352,2026-05-31,600905 CH Equity,CNE1000051F2,34768301W,-0.007633587786259542,,,0.010752688172043012,,0.009900990099009901,,,0.013157894736842105,0.008771929824561403,,-0.02040816326530612,,-0.022727272727272728,,,,-0.013157894736842105,,0.09090909090909091,,,0.05,0.003278688524590164,,,,-0.005291005291005291,,0.005328072447654136
353,2026-05-31,600909 CH Equity,CNE100002GR2,32297801W,,,,,,,,,,,0.006756756756756757,,,,,,,0.004366812227074236,0.010101010101010102,,,,,-0.00980392156862745,,,,0.01020408163265306,0.002564102564102564,0.0006476250564624787
354,2026-05-31,600919 CH Equity,CNE100002G76,32205501W,-0.007633587786259542,,,-0.010752688172043012,,-0.009900990099009901,,,,,-0.0136986301369863,0.01020408163265306,0.0125,0.007633587786259542,,0.012987012987012988,,,,,,,,0.003278688524590164,,0.015384615384615385,,,-0.01,-3.397834642863745e-05
355,2026-05-31,600926 CH Equity,CNE100002GQ4,32272701W,-0.007633587786259542,,,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,,,,0.01020408163265306,0.0125,,,,,-0.013157894736842105,0.010101010101010102,,,,,0.003278688524590164,,0.015384615384615385,,,-0.01,-0.0007078979922146046
356,2026-05-31,600938 CH Equity,CNE100005980,14254006W,,,0.012345679012345678,0.010752688172043012,,,,,,,,,,,,,,,,,,0.013513513513513514,,,,,,,0.002564102564102564,0.0015464201691678219
357,2026-05-31,600941 CH Equity,CNE1000055G1,06566206W,,0.003968253968253968,,,,,,,,,,,,,,,,,0.010101010101010102,,,,,,,,0.006622516556291391,-0.005291005291005291,-0.01,6.698980548871847e-05
358,2026-05-31,600958 CH Equity,CNE100001ZV6,31943401W,,,,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,,,,,0.0125,,,,,,-0.02040816326530612,,,,,,,-0.015873015873015872,,,0.002564102564102564,0.000512153474147947
359,2026-05-31,600970 CH Equity,CNE000001LS3,27276801W,,0.003968253968253968,-0.012195121951219513,,,,,,-0.006944444444444444,,0.006756756756756757,0.01020408163265306,,0.007633587786259542,,,,0.004366812227074236,,,,,,0.003278688524590164,-0.022727272727272728,,0.006622516556291391,-0.005291005291005291,0.002564102564102564,-0.0004887691892258599
360,2026-05-31,600985 CH Equity,CNE000001HH4,32942101W,-0.007633587786259542,0.003968253968253968,,0.010752688172043012,0.010638297872340425,,,,-0.006944444444444444,,,,,,,,,,,,,,,0.003278688524590164,,,,-0.005291005291005291,-0.01,-4.859640028212546e-05
361,2026-05-31,600988 CH Equity,CNE000001H94,27038901W,0.014285714285714285,0.003968253968253968,,0.010752688172043012,0.010638297872340425,0.009900990099009901,-0.015625,-0.016666666666666666,-0.006944444444444444,,,,,,,,,,,,,,,,,,,,-0.01,1.2230259537658573e-05
362,2026-05-31,600989 CH Equity,CNE100003LF5,33190101W,-0.007633587786259542,0.003968253968253968,,,,,0.015384615384615385,0.01639344262295082,0.013157894736842105,,,,,,,,,,,,,,,0.003278688524590164,,,,0.01020408163265306,-0.01,0.001766580893572282
363,2026-05-31,600998 CH Equity,CNE100000W45,29569301W,-0.007633587786259542,,,-0.010752688172043012,,,,,,0.008771929824561403,,0.01020408163265306,,,,,,,0.010101010101010102,,,,,0.003278688524590164,,,0.006622516556291391,,0.002564102564102564,0.0004932034533305623
364,2026-05-31,600999 CH Equity,CNE100000HK9,29316901W,-0.007633587786259542,,,0.010752688172043012,0.010638297872340425,,,,,,0.006756756756756757,,,,,,,0.004366812227074236,,,,,,0.003278688524590164,,-0.015873015873015872,,-0.005291005291005291,0.002564102564102564,0.00021635915034867414
365,2026-05-31,601006 CH Equity,CNE000001NG4,27832101W,-0.007633587786259542,0.003968253968253968,,,,,,,0.013157894736842105,,-0.0136986301369863,-0.02040816326530612,,-0.022727272727272728,,0.012987012987012988,,-0.013157894736842105,,,-0.018867924528301886,,,0.003278688524590164,,-0.015873015873015872,,-0.005291005291005291,-0.01,-0.0028959410581588527
366,2026-05-31,601009 CH Equity,CNE100000627,28587601W,-0.007633587786259542,,,,,,,,,,-0.0136986301369863,0.01020408163265306,0.0125,0.007633587786259542,,-0.02631578947368421,,-0.013157894736842105,0.010101010101010102,,,,,0.003278688524590164,,0.015384615384615385,,-0.005291005291005291,0.002564102564102564,9.401578589258238e-06
367,2026-05-31,601012 CH Equity,CNE100001FR6,31216901W,,0.003968253968253968,,,,,,0.01639344262295082,-0.006944444444444444,,,,,,,,,0.004366812227074236,,,-0.018867924528301886,-0.02702702702702703,,0.003278688524590164,,,0.006622516556291391,-0.005291005291005291,-0.01,-0.0013855991536240475
368,2026-05-31,601021 CH Equity,CNE100001V45,31888401W,,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,0.013157894736842105,0.008771929824561403,,-0.02040816326530612,,,,,,-0.013157894736842105,,,0.018867924528301886,,,0.003278688524590164,,,0.006622516556291391,,-0.01,-0.000924045931641128
369,2026-05-31,601058 CH Equity,CNE1000015F7,29815401W,,-0.011235955056179775,,,0.010638297872340425,,0.015384615384615385,0.01639344262295082,,,,,-0.02564102564102564,0.007633587786259542,,,,0.004366812227074236,,,,,,,,,0.006622516556291391,,0.002564102564102564,0.001252418980212003
370,2026-05-31,601066 CH Equity,CNE1000031T5,32298603W,,,,,-0.010752688172043012,,,,,0.008771929824561403,,,0.0125,,,0.012987012987012988,,,,,,,,0.003278688524590164,,-0.015873015873015872,,0.01020408163265306,0.002564102564102564,0.0004388885535626224
371,2026-05-31,601077 CH Equity,CNE100003NZ9,29631103W,,,,,0.010638297872340425,,,,,,-0.0136986301369863,-0.02040816326530612,-0.02564102564102564,-0.022727272727272728,,,,,,,,,,0.003278688524590164,,0.015384615384615385,,,0.002564102564102564,-0.0008040216159725629
372,2026-05-31,601088 CH Equity,CNE100000767,27315302W,-0.007633587786259542,,,,,,,,,,,,,,,,,,,,,0.013513513513513514,,,0.017241379310344827,,,-0.005291005291005291,0.002564102564102564,0.0008050420805129094
373,2026-05-31,601099 CH Equity,CNE1000008V9,28774601W,,,,,,,,,,0.008771929824561403,0.006756756756756757,,0.0125,,,,,0.004366812227074236,-0.02040816326530612,,,,,-0.00980392156862745,,,,,0.002564102564102564,1.390123011982985e-05
374,2026-05-31,601100 CH Equity,CNE1000019R4,30319201W,0.014285714285714285,0.003968253968253968,,,,,,,,,,,,-0.022727272727272728,,,,-0.013157894736842105,0.010101010101010102,,,,,0.003278688524590164,,-0.015873015873015872,,-0.005291005291005291,0.002564102564102564,-0.0005288382485723315
375,2026-05-31,601108 CH Equity,CNE100002V44,32572501W,,,,,,,,,,-0.017543859649122806,0.006756756756756757,,0.0125,,,,,0.004366812227074236,-0.02040816326530612,,,,,,,,,,0.002564102564102564,-0.0002569969427407402
376,2026-05-31,601111 CH Equity,CNE000001NN0,27146702W,0.014285714285714285,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,0.013157894736842105,0.008771929824561403,,,,0.007633587786259542,,0.012987012987012988,,0.004366812227074236,,,,,,0.003278688524590164,,,0.006622516556291391,,-0.01,0.00035891478194650776
377,2026-05-31,601117 CH Equity,CNE100000KC0,29361201W,,0.003968253968253968,0.012345679012345678,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,-0.006944444444444444,0.008771929824561403,0.006756756756756757,0.01020408163265306,,0.007633587786259542,,0.012987012987012988,,0.004366812227074236,,,0.018867924528301886,,,0.003278688524590164,-0.022727272727272728,0.015384615384615385,0.006622516556291391,,0.002564102564102564,0.003820058901887075
378,2026-05-31,601127 CH Equity,CNE1000028B9,32180201W,,0.003968253968253968,,-0.010752688172043012,,-0.009900990099009901,,,,0.008771929824561403,0.006756756756756757,,0.0125,0.007633587786259542,0.058823529411764705,,0.0625,0.004366812227074236,,,0.018867924528301886,,,0.003278688524590164,,,0.006622516556291391,,0.002564102564102564,0.004612020002276796
379,2026-05-31,601128 CH Equity,CNE100002RJ6,32256201W,-0.007633587786259542,,,,-0.010752688172043012,,,,,,,,,0.007633587786259542,,,,0.004366812227074236,,,,,,-0.00980392156862745,,0.015384615384615385,,-0.005291005291005291,-0.01,-0.0008090655300022378
380,2026-05-31,601138 CH Equity,CNE1000031P3,32738601W,,0.003968253968253968,0.012345679012345678,0.010752688172043012,0.010638297872340425,,0.015384615384615385,0.01639344262295082,-0.006944444444444444,,0.006756756756756757,,,,,,,0.004366812227074236,,,,0.013513513513513514,,0.003278688524590164,-0.022727272727272728,0.015384615384615385,0.006622516556291391,-0.005291005291005291,0.002564102564102564,0.0032734977730164896
381,2026-05-31,601162 CH Equity,CNE100003F43,32806701W,,,,,,,,,,0.008771929824561403,,,0.0125,,,,,-0.013157894736842105,-0.02040816326530612,,,,,-0.00980392156862745,,,,,0.002564102564102564,-0.0005931356252179237
382,2026-05-31,601166 CH Equity,CNE000001QZ7,28248301W,,,,,,,,,,,-0.0136986301369863,,-0.02564102564102564,0.007633587786259542,,,,-0.013157894736842105,,,,,,0.003278688524590164,,0.015384615384615385,,,-0.01,-0.0007796270794230167
383,2026-05-31,601168 CH Equity,CNE100000619,28541101W,0.014285714285714285,0.003968253968253968,0.012345679012345678,,,,,,0.013157894736842105,,,,,,,,,,,,,,,,,,,,0.002564102564102564,0.0018284857063767819
384,2026-05-31,601169 CH Equity,CNE100000734,28610901W,,,,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,,,-0.0136986301369863,0.01020408163265306,0.0125,-0.022727272727272728,,,,-0.013157894736842105,,,,,,0.003278688524590164,,,,-0.005291005291005291,-0.01,-0.002385888332573774
385,2026-05-31,601179 CH Equity,CNE100000KW8,29372801W,-0.007633587786259542,0.003968253968253968,-0.012195121951219513,,,,,,,0.008771929824561403,,0.01020408163265306,,,,,,0.004366812227074236,0.010101010101010102,,-0.018867924528301886,,,-0.00980392156862745,,,,0.01020408163265306,0.002564102564102564,-0.00041775036356046303
386,2026-05-31,601186 CH Equity,CNE1000009T1,28841402W,-0.007633587786259542,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,,,,,-0.017543859649122806,,0.01020408163265306,,0.007633587786259542,,0.012987012987012988,,0.004366812227074236,-0.02040816326530612,,,,,0.003278688524590164,,,-0.013333333333333334,-0.005291005291005291,0.002564102564102564,-0.0020485147799705213
387,2026-05-31,601198 CH Equity,CNE100002177,31928401W,,,,,,,,,,-0.017543859649122806,0.006756756756756757,,0.0125,,,-0.02631578947368421,,0.004366812227074236,0.010101010101010102,,,,,0.003278688524590164,,,,-0.005291005291005291,0.002564102564102564,-0.00023159584524943264
388,2026-05-31,601211 CH Equity,CNE1000022F3,31995701W,,,,,,,,,,0.008771929824561403,,,0.0125,,,0.012987012987012988,,0.004366812227074236,0.010101010101010102,,,,,,,-0.015873015873015872,,0.01020408163265306,0.002564102564102564,0.001095610527441755
389,2026-05-31,601212 CH Equity,CNE100002RP3,32355301W,,,,,,,,,,,,,,,,,,,,,,,,0.003278688524590164,,,,0.01020408163265306,0.002564102564102564,0.0006334290951268949
390,2026-05-31,601216 CH Equity,CNE1000010F8,29686701W,,-0.011235955056179775,,,,,,,,,,,,,,,,,,,,,,0.003278688524590164,,,,-0.005291005291005291,0.002564102564102564,-0.0004217434626116865
391,2026-05-31,601225 CH Equity,CNE100001T64,31705701W,0.014285714285714285,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,-0.005291005291005291,-0.01,-0.003987050386422237
392,2026-05-31,601229 CH Equity,CNE100002FM5,32288601W,,,,,,,,,,,-0.0136986301369863,0.01020408163265306,0.0125,0.007633587786259542,,,,-0.013157894736842105,,,,,,0.003278688524590164,,,,-0.005291005291005291,-0.01,-0.00038714167913752733
393,2026-05-31,601231 CH Equity,CNE100001BZ8,31164401W,,0.003968253968253968,,,,,,,-0.006944444444444444,,0.006756756756756757,,,,,,,0.004366812227074236,,,,,,0.003278688524590164,0.017241379310344827,-0.015873015873015872,0.006622516556291391,0.01020408163265306,0.002564102564102564,0.0011094666818058708
394,2026-05-31,601233 CH Equity,CNE1000012X7,29730101W,-0.007633587786259542,0.003968253968253968,,0.010752688172043012,,0.009900990099009901,0.015384615384615385,0.01639344262295082,-0.006944444444444444,,,,,,,,,,,,,,,0.003278688524590164,,,,,0.002564102564102564,0.0018815029831190059
395,2026-05-31,601238 CH Equity,CNE100001NQ2,29526303W,0.014285714285714285,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,,-0.009900990099009901,,,,,-0.0136986301369863,,-0.02564102564102564,-0.022727272727272728,,,0.0625,-0.013157894736842105,,,-0.018867924528301886,,,0.003278688524590164,,,-0.013333333333333334,-0.005291005291005291,0.002564102564102564,-0.0021435535094847824
396,2026-05-31,601288 CH Equity,CNE100000RJ0,26978301W,-0.007633587786259542,,,,,,,,,,-0.0136986301369863,,,,,,,,,,,,,0.003278688524590164,,-0.015873015873015872,,,0.002564102564102564,-0.0010397215603448451
397,2026-05-31,601318 CH Equity,CNE000001R84,16070902W,0.014285714285714285,,,-0.010752688172043012,,-0.009900990099009901,,,,0.008771929824561403,0.006756756756756757,0.01020408163265306,0.0125,0.007633587786259542,,,,0.004366812227074236,0.010101010101010102,,,,,0.003278688524590164,,0.015384615384615385,,,0.002564102564102564,0.0020949119658428225
398,2026-05-31,601319 CH Equity,CNE100003F27,31421406W,0.014285714285714285,,,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,,,0.006756756756756757,0.01020408163265306,,0.007633587786259542,,,,0.004366812227074236,0.010101010101010102,,,,,0.003278688524590164,,,,0.01020408163265306,0.002564102564102564,0.0009341706103322633
399,2026-05-31,601328 CH Equity,CNE1000000S2,26746202W,,,,,,,,,,,-0.0136986301369863,-0.02040816326530612,-0.02564102564102564,0.007633587786259542,,0.012987012987012988,,-0.013157894736842105,-0.02040816326530612,,,,,0.003278688524590164,,,,-0.005291005291005291,-0.01,-0.0022915030225077
400,2026-05-31,601336 CH Equity,CNE1000019Y0,31039501W,-0.007633587786259542,,,,,,,,,,,-0.02040816326530612,,-0.022727272727272728,,,,0.004366812227074236,,,,,,,,-0.015873015873015872,,0.01020408163265306,0.002564102564102564,-0.0013931009306936257
401,2026-05-31,601360 CH Equity,CNE100002RZ2,18671701W,,0.003968253968253968,0.012345679012345678,,,,,,0.013157894736842105,,-0.0136986301369863,,,,,,,-0.013157894736842105,,,0.018867924528301886,0.013513513513513514,,0.003278688524590164,,,,-0.005291005291005291,0.002564102564102564,0.0017919435314813683
402,2026-05-31,601377 CH Equity,CNE100000V95,29537901W,,,,,0.010638297872340425,0.009900990099009901,,,,0.008771929824561403,,,0.0125,,,-0.02631578947368421,,0.004366812227074236,,,,,,-0.00980392156862745,,,,0.01020408163265306,0.002564102564102564,0.0009108454076838969
403,2026-05-31,601390 CH Equity,CNE100000866,28731101W,,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,,,,,,0.007633587786259542,,0.012987012987012988,,0.004366812227074236,,,,,,0.003278688524590164,-0.022727272727272728,,,-0.005291005291005291,0.002564102564102564,-0.0018151320018505463
404,2026-05-31,601398 CH Equity,CNE000001P37,27937802W,0.014285714285714285,,,,,,,,,,-0.0136986301369863,-0.02040816326530612,,-0.022727272727272728,,,,0.004366812227074236,0.010101010101010102,,,,,0.003278688524590164,,,,-0.005291005291005291,-0.01,-0.0009694171898986463
405,2026-05-31,601456 CH Equity,CNE1000041D8,32001602W,-0.007633587786259542,,,,,,,,,-0.017543859649122806,0.006756756756756757,0.01020408163265306,,0.007633587786259542,,,,0.004366812227074236,0.010101010101010102,,,,,0.003278688524590164,,-0.015873015873015872,,-0.005291005291005291,0.002564102564102564,-0.0003681511470218353
406,2026-05-31,601555 CH Equity,CNE1000019P8,31039601W,0.014285714285714285,,,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,,0.008771929824561403,0.006756756756756757,,-0.02564102564102564,,,0.012987012987012988,,0.004366812227074236,-0.02040816326530612,,,,,,,,,,0.002564102564102564,0.0015711665901925154
407,2026-05-31,601567 CH Equity,CNE100001567,29812601W,,0.003968253968253968,,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,0.013157894736842105,0.008771929824561403,0.006756756756756757,,,,,,,,,,0.018867924528301886,,,,,,0.006622516556291391,,-0.01,0.00043598929962098955
408,2026-05-31,601577 CH Equity,CNE100003F50,32832601W,-0.007633587786259542,,,,,,,,,,,,,0.007633587786259542,,0.012987012987012988,,-0.013157894736842105,,,,,,0.003278688524590164,,,,-0.005291005291005291,0.002564102564102564,-9.297704353855059e-05
409,2026-05-31,601600 CH Equity,CNE1000000T0,14635202W,0.014285714285714285,0.003968253968253968,0.012345679012345678,,,,0.015384615384615385,0.01639344262295082,,,,,,,,,,,,,,,,0.003278688524590164,,,,-0.005291005291005291,0.002564102564102564,0.0024840585002730703
410,2026-05-31,601601 CH Equity,CNE1000008M8,28768601W,0.014285714285714285,,,,,,,,,,0.006756756756756757,0.01020408163265306,,0.007633587786259542,,,,0.004366812227074236,0.010101010101010102,,,,,0.003278688524590164,,-0.015873015873015872,,0.01020408163265306,0.002564102564102564,0.0015473290971448552
411,2026-05-31,601607 CH Equity,CNE000000C82,26012601W,,,,0.010752688172043012,,0.009900990099009901,,,,,,0.01020408163265306,0.0125,,,,,,,,,,,0.003278688524590164,,,0.006622516556291391,,0.002564102564102564,0.00187493048920525
412,2026-05-31,601611 CH Equity,CNE100002896,32174201W,-0.007633587786259542,-0.011235955056179775,,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,-0.006944444444444444,,-0.0136986301369863,0.01020408163265306,,0.007633587786259542,,0.012987012987012988,,0.004366812227074236,-0.02040816326530612,,,,,0.003278688524590164,,,-0.013333333333333334,,0.002564102564102564,-0.0025272595622521615
413,2026-05-31,601615 CH Equity,CNE100003HQ0,33080601W,,0.003968253968253968,,,,,,,-0.006944444444444444,-0.017543859649122806,-0.0136986301369863,,,,,-0.02631578947368421,,,0.010101010101010102,,,,,,-0.022727272727272728,0.015384615384615385,-0.013333333333333334,0.01020408163265306,0.002564102564102564,-0.0016160636385473596
414,2026-05-31,601618 CH Equity,CNE100000FX6,29267601W,-0.007633587786259542,-0.011235955056179775,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,,0.008771929824561403,,0.01020408163265306,,0.007633587786259542,,0.012987012987012988,,0.004366812227074236,-0.02040816326530612,,,,,0.003278688524590164,,,0.006622516556291391,-0.005291005291005291,0.002564102564102564,-0.0015938835150964203
415,2026-05-31,601628 CH Equity,CNE000001Q93,25950302W,0.014285714285714285,,,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,,,0.006756756756756757,0.01020408163265306,0.0125,0.007633587786259542,,,,0.004366812227074236,,,,,,0.003278688524590164,,-0.015873015873015872,,0.01020408163265306,-0.01,0.002346561931654186
416,2026-05-31,601658 CH Equity,CNE100003PZ4,32249402W,,,,,,,,,,,,,,0.007633587786259542,,,,0.004366812227074236,,,,,,0.003278688524590164,,-0.015873015873015872,,-0.005291005291005291,0.002564102564102564,-0.00030477518061654187
417,2026-05-31,601665 CH Equity,CNE100005154,34857501W,,,,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,,,-0.0136986301369863,0.01020408163265306,0.0125,,,0.012987012987012988,,-0.013157894736842105,0.010101010101010102,,,,,,,,,,0.002564102564102564,-0.0006651205515411261
418,2026-05-31,601668 CH Equity,CNE100000F46,29243101W,-0.007633587786259542,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,-0.006944444444444444,,0.006756756756756757,0.01020408163265306,,0.007633587786259542,,0.012987012987012988,,0.004366812227074236,-0.02040816326530612,,,,,0.003278688524590164,,0.015384615384615385,,-0.005291005291005291,0.002564102564102564,-0.0009723472994934501
