date,cew_return,gross_stock,cost_stock,tax_stock,net_stock,cost_factor_level,cost_factor_at_base,turnover_oneway
2018-06-30,-0.005776332664037891,-0.0060961830007799376,0.0,0.0,-0.0060961830007799376,0.00026537806786215186,0.0004422967797702531,0.0
2018-07-31,-0.004495174446546329,-0.003958320507869959,0.0002752004460850964,8.273841509278978e-05,-0.0043162593690478455,0.00029698222317550314,0.000494970371959172,0.1376002230425482
2018-08-31,-0.0003640342094369454,-5.478407044132551e-05,0.0002938206721822461,8.30968915449552e-05,-0.0004317016341685268,0.0003981945032655632,0.0006636575054426054,0.14691033609112306
2018-09-30,0.0015526054102019677,0.002038432373496587,0.0008175846779461544,0.0003164677118110578,0.000904379983739375,0.00020497017210131452,0.0003416169535021909,0.4087923389730772
2018-10-31,0.0007518174303421588,0.0003511714388268355,0.0001858396298406156,6.94951964585929e-05,9.5836612527627e-05,0.000278990378695795,0.0004649839644929917,0.09291981492030779
2018-11-30,0.0016503188244958945,0.002419216176822705,0.00026950089018226394,6.30130908397838e-05,0.002086702195800657,0.000384137612744864,0.0006402293545747734,0.13475044509113196
2018-12-31,0.0023325651983902925,0.0026750565361947287,0.000764639321796009,0.00034331877913203564,0.001567098435266684,0.0003268501264681098,0.000544750210780183,0.3823196608980045
2019-01-31,-5.748714164117254e-05,-0.0008850370589751068,0.0003388351951052091,9.15900704620201e-05,-0.0013154623245423358,0.00036220050461073543,0.0006036675076845591,0.16941759755260455
2019-02-28,0.004149953991764563,0.004671271668675232,0.00039388747284785494,0.00015743812663253557,0.004119946069194842,0.0005195914100788111,0.0008659856834646852,0.19694373642392746
2019-03-31,0.001341525214753455,0.0009334941867821533,0.0006503843566361041,0.00024757048631244346,3.5539343833605806e-05,0.0005448080941014393,0.0009080134901690657,0.325192178318052
2019-04-30,0.003901092803547495,0.00502577888875723,0.0004906221110624218,0.00018208953266563154,0.004353067245029176,0.0006009745860485133,0.0010016243100808555,0.24531105553121085
2019-05-31,-0.0006799836464089991,-0.00037554319012901615,0.0005653415438963309,0.00019265952611841164,-0.0011335442601437587,0.0006697869412407428,0.0011163115687345714,0.2826707719481654
2019-06-30,0.001731862999207121,0.0020014520064147064,0.000691372542190032,0.0002148468683574464,0.001095232595867228,0.0003144217034453556,0.0005240361724089261,0.345686271095016
2019-07-31,0.0034550178555401243,0.003427397180327275,0.0003465307322756339,0.0001297713045681369,0.0029510951434835037,0.0004394467348452622,0.0007324112247421037,0.17326536613781696
2019-08-31,0.0050522937393222625,0.004669536108743404,0.00042064213573491093,0.0001393356017763172,0.004109558371232176,0.0005046133843924646,0.0008410223073207744,0.21032106786745547
2019-09-30,-0.00019007426888833216,0.0013093722720524364,0.000665822120282281,0.00017784913770245035,0.000465701014067705,0.00041120031427524636,0.0006853338571254107,0.3329110601411405
2019-10-31,-0.006792486829304913,-0.005846675683092915,0.0004823931173443356,0.00013920075914498325,-0.006468269559582233,0.0004817185346315212,0.0008028642243858686,0.2411965586721678
2019-11-30,0.0029783642659752113,0.002351370270269813,0.0004983996001810267,0.00019196271713111377,0.0016610079529576723,0.0005371258264884401,0.0008952097108140669,0.24919980009051335
2019-12-31,-0.0004977636378791181,-6.968144006670187e-05,0.000840019211790076,0.0002730090532476812,-0.001182709705104459,0.00044231544292289463,0.0007371924048714911,0.420009605895038
2020-01-31,0.0012969766913621377,0.001689254784651458,0.0005260729718875833,0.00012688759103364103,0.0010362942217302337,0.0004970931440306565,0.0008284885733844276,0.26303648594379164
2020-02-29,-0.0031761138578384066,-0.003517522297430995,0.0005749158180347893,0.00018995943730698995,-0.004282397552772775,0.0004985398081630192,0.0008308996802716987,0.28745790901739465
2020-03-31,0.020424103953281526,0.020859347562962396,0.0007870883616376622,0.0002522861821961023,0.01981997301912863,0.0006308823076271609,0.0010514705127119349,0.3935441808188311
2020-04-30,0.010521581835221895,0.009470456058605742,0.0005221340173853946,0.00016913323065210922,0.00877918881056824,0.0006136293755763309,0.0010227156259605514,0.2610670086926973
2020-05-31,0.00952945327229386,0.010181590303576984,0.0005853062350191925,0.0001726194657407648,0.009423664602817027,0.0006865163278295059,0.0011441938797158433,0.29265311750959627
2020-06-30,-0.00157663103503377,-0.0006993033990013754,0.0008271603193935468,0.0002895077753291574,-0.0018159714937240796,0.00043069010579743056,0.0007178168429957176,0.4135801596967734
2020-07-31,0.015473128186216078,0.0141368201566993,0.00040372322559008945,0.0001344691440543799,0.013598627787054831,0.0005177315090382423,0.0008628858483970706,0.20186161279504472
2020-08-31,-0.007545138807257342,-0.0053710063232554955,0.0004435715573197373,0.00014518289484936455,-0.0059597607754245975,0.000565429731579507,0.0009423828859658451,0.22178577865986865
2020-09-30,0.007356480136353263,0.0069632919839754705,0.000747304540966699,0.00018117389667669144,0.006034813546332079,0.00038307154060569516,0.0006384525676761586,0.3736522704833495
2020-10-31,-0.0001793341608127304,0.0003627238153005438,0.0004008494544781355,0.00014367928686023667,-0.0001818049260378284,0.00040324224749019365,0.0006720704124836562,0.20042472723906776
2020-11-30,-0.027244764815092557,-0.025647662862627655,0.0004170078468787126,0.00016243198645707942,-0.02622710269596345,0.0006329606712232739,0.0010549344520387899,0.2085039234393563
2020-12-31,-0.00043672589799002935,4.0072288508958415e-05,0.0012957269705090155,0.0005623075092654826,-0.0018179621912655397,0.0005408026025431581,0.0009013376709052635,0.6478634852545078
2021-01-31,-3.1769364013818905e-05,0.0003369210579584809,0.0006078928151048375,0.0001730003181971401,-0.00044397207534349674,0.0005212802262996064,0.0008688003771660106,0.30394640755241875
2021-02-28,-0.006677786554928403,-0.002555491135691296,0.0006007031879607934,0.00010226885958504354,-0.003258463183237133,0.0006385189278524958,0.001064198213087493,0.3003515939803967
2021-03-31,0.007531197754538979,0.008463139036211095,0.001090148440725837,0.00035779068614336833,0.00701519990934189,0.000402951874583182,0.0006715864576386367,0.5450742203629185
2021-04-30,0.0024757342785551835,0.003186658067664513,0.0004156000187150714,0.00015708622559580229,0.0026139718233536393,0.0003831865932418905,0.0006386443220698175,0.2078000093575357
2021-05-31,0.0049161596268433765,0.006610124534993178,0.00038349932232757634,0.00012046907574803888,0.006106156136917563,0.00041268904404146204,0.0006878150734024367,0.19174966116378817
2021-06-30,0.004312242778477154,0.00432718179363127,0.001201840118254086,0.00034228987253310796,0.0027830518028440763,0.0004057281354295136,0.0006762135590491894,0.600920059127043
2021-07-31,0.006144485380568854,0.006557525765295702,0.0004195526003370269,0.00011438569874570187,0.006023587466212973,0.00043670437261251685,0.0007278406210208615,0.20977630016851345
2021-08-31,0.0036423860645959315,0.004296042542696476,0.0004564582883931632,0.00015807701485110086,0.003681507239452212,0.0005839849932826268,0.0009733083221377113,0.2282291441965816
2021-09-30,-0.008788821755943308,-0.0071775914422414445,0.0008779637139233982,0.00025702827980307195,-0.008312583435967915,0.00025634772300948375,0.00042724620501580625,0.4389818569616991
2021-10-31,0.01054719186708866,0.012267367226649,0.00027352213924626957,7.806322043519759e-05,0.011915781866967533,0.00026419495403932653,0.00044032492339887757,0.13676106962313478
2021-11-30,0.004753971314790717,0.00483817335428261,0.00026847381022722974,9.776331321811142e-05,0.004471936230837269,0.000407886267734138,0.0006798104462235634,0.13423690511361486
2021-12-31,0.006387695093382509,0.006564667995563983,0.0008733899374855396,0.000324181489282062,0.005367096568796382,0.0003028514637683812,0.0005047524396139687,0.4366949687427698
2022-01-31,-0.01765247819949914,-0.017362149022770917,0.0002965201334958219,6.16306387844103e-05,-0.017720299795051152,0.0003272309922950459,0.0005453849871584099,0.14826006674791095
2022-02-28,-0.010241974757365786,-0.009920662631355938,0.0003070982456084118,8.436814550480202e-05,-0.010312129022469153,0.0004688347880221154,0.0007813913133701923,0.1535491228042059
2022-03-31,0.008595870664306624,0.008914533539344181,0.0009002198122526765,0.00031239860675588525,0.007701915120335618,0.0004533526556847942,0.000755587759474657,0.4501099061263383
2022-04-30,0.016283861899678186,0.016473279318750027,0.0004406265279591824,0.0001422146721219867,0.015890438118668856,0.0003321861377035633,0.0005536435628392722,0.2203132639795912
2022-05-31,0.004627795686247722,0.005203073771505253,0.00034391736198466886,9.979005131321372e-05,0.00475936635820737,0.0005366823574142642,0.0008944705956904404,0.17195868099233444
2022-06-30,-0.0006278716597302518,-0.0002494875168948356,0.0009554719207026163,0.00029776499427230783,-0.0015027244318697598,0.00037803701586028337,0.0006300616931004723,0.47773596035130816
2022-07-31,0.014938511414352738,0.014823543897738899,0.0003528385353023432,9.00513065813212e-05,0.014380654055855233,0.00037817808836957426,0.0006302968139492905,0.1764192676511716
2022-08-31,-0.009351995939558875,-0.008825042929268834,0.0003662065052917764,8.408565547348837e-05,-0.009275335090034099,0.0005093126563198475,0.0008488544271997459,0.1831032526458882
2022-09-30,0.007360332891915315,0.008304188570132874,0.0007916738951703508,0.0002409395347733568,0.0072715751401891664,0.0003892244833845302,0.0006487074723075504,0.3958369475851754
2022-10-31,0.011165646593235679,0.012944157824707096,0.0003684512941298398,0.0001269044318125599,0.012448802098764696,0.0004492163795904072,0.000748693965984012,0.1842256470649199
2022-11-30,-0.009162532347071975,-0.007957963261101837,0.00043584499106285413,0.0001478205430581697,-0.00854162879522286,0.0005646192049151704,0.0009410320081919507,0.21792249553142706
2022-12-31,-0.007144090910038681,-0.006815475421601918,0.000907557361718891,0.00028207928694326404,-0.008005112070264072,0.0003185623209532751,0.0005309372015887919,0.4537786808594455
2023-01-31,-0.01572915697269182,-0.015298056092730055,0.00033004406568775324,0.00010544893416863421,-0.015733549092586445,0.00043110087996176536,0.0007185014666029423,0.16502203284387662
2023-02-28,-0.0007220188311866081,-0.00018447907853940348,0.000461245504983779,0.0001425524298722664,-0.0007882770133954489,0.0005366313869475008,0.0008943856449125014,0.23062275249188952
2023-03-31,0.0027309493387399878,0.002493928150713653,0.001129729890131633,0.00043373211057117454,0.0009304661500108452,0.0005221575088588587,0.0008702625147647645,0.5648649450658165
2023-04-30,-0.001727668489625185,-0.0010414206254450947,0.0006001281970388147,0.00020195542216126864,-0.0018435042446451782,0.0003707473766185742,0.0006179122943642904,0.30006409851940735
2023-05-31,0.0018881786845705913,0.0022771706021810618,0.0004403262153522565,0.00011684600080013291,0.0017199983860286725,0.0006188607823117525,0.0010314346371862542,0.22016310767612823
2023-06-30,0.0008336441834448246,0.0012605344902310031,0.0011421662831322546,0.0002789896852938299,-0.0001606214781950814,0.0004268903067861804,0.0007114838446436341,0.5710831415661273
2023-07-31,-0.006271887022110487,-0.005856774030401072,0.00047808756260437973,0.00012097399548696418,-0.006455835588492416,0.00041511299170941406,0.0006918549861823568,0.23904378130218987
2023-08-31,0.002623576240996358,0.003162365684969864,0.0004367637547454932,0.00016081626671461278,0.002564785663509758,0.000538789443973507,0.0008979824066225117,0.2183818773727466
2023-09-30,0.0030033029822017464,0.0033823141901796177,0.0009859435446674095,0.0002869439348949749,0.002109426710617233,0.000356076282178579,0.0005934604702976316,0.4929717723337047
2023-10-31,0.0061418411088423564,0.006411365640001835,0.00028722065161946854,9.313615812561969e-05,0.006031008830256746,0.000459223600114542,0.0007653726668575701,0.14361032580973426
2023-11-30,0.0027851270993427403,0.003269071930618374,0.00036420135563393526,0.00011679360618170655,0.0027880769688027325,0.0005594734927550927,0.0009324558212584879,0.18210067781696762
2023-12-31,-0.0005424844754169063,-0.00012340183621560347,0.000793281074506475,0.00019984112026542351,-0.0011165240309875019,0.0004002626175592273,0.0006671043625987122,0.39664053725323745
2024-01-31,0.009944228817192853,0.010434148335978227,0.0004004513149765694,0.0001185091625448128,0.009915187858456846,0.00047919328598929365,0.0007986554766488227,0.20022565748828472
2024-02-29,0.008820379704482533,0.009430267977905315,0.0004249336415545508,0.00010625873604219467,0.00889907560030857,0.000609888273422786,0.0010164804557046435,0.2124668207772754
