factor,style,raw_weight,prev_weight,new_weight,weight_within_style
SUEC,Analyst Expectations,0.0327858105301857,0.0374357403109133,0.03278581077445902,0.29425328292511743
AdjInvPEGC,Analyst Expectations,0.02250642515718937,0.0257253628763203,0.022506425324875304,0.20199560060636737
InvPEGC,Analyst Expectations,0.018996402621269226,0.0220124666109011,0.018996402762803455,0.17049308053340098
Rev3MFY1C,Analyst Expectations,0.013856591656804085,0.0153998704949856,0.013856591760043738,0.12436317782698722
AdjRev3MFY1C,Analyst Expectations,0.013174491934478283,0.0138326715967836,0.013174492032635897,0.11824131964105383
EPSSurpC,Analyst Expectations,0.003837679512798786,0.0229503605995684,0.0038376795413917267,0.03444324777073346
RevMagFY1C,Analyst Expectations,0.0032672230154275894,0.003557752359663,0.003267223039770298,0.029323389685697195
Rev3MFY2C,Analyst Expectations,0.0029957485385239124,0.0031565197343958,0.0029957485608439784,0.026886901010642516
RecTurn,Capital Efficiency,0.0508478544652462,0.015661262008583,0.05084785484409224,0.31019493030710243
BuyBackChg,Capital Efficiency,0.0506574921309948,0.0536025353899278,0.050657492508422525,0.30903363389396526
LTDA,Capital Efficiency,0.03529547527432442,0.0,0.0352954755372962,0.21531837691122743
CapExToAst,Capital Efficiency,0.027121439576148987,0.0055839731475002,0.02712143977821946,0.16545305888770484
ROA,Capital Efficiency,0.0,0.0057686087796272,0.0,0.0
WCAccruals,Earnings Quality,0.07161827385425568,0.0106008118240645,0.0716182743878534,0.2872645781601427
CFIC,Earnings Quality,0.04021165519952774,0.0194497816672194,0.04021165549912792,0.16129101619400513
AdjChgEPStoSales,Earnings Quality,0.033306196331977844,0.0,0.033306196580128344,0.13359286568250597
SalesToInvCap,Earnings Quality,0.030825521796941757,0.0274530072340455,0.030825522026609792,0.12364275259670442
ROAStddev20Q,Earnings Quality,0.027995774522423744,0.0239943862464161,0.02799577473100852,0.11229249080781424
GPMargin,Earnings Quality,0.022101132199168205,0.0201725513165707,0.022101132363834472,0.08864877741923323
CapExToSales,Earnings Quality,0.009510708041489124,0.0078243008047385,0.009510708112349421,0.03814793887803686
ETO,Earnings Quality,0.00946024153381586,0.037753727366166,0.009460241604300153,0.03794551512139232
UnexpectedInvChg,Earnings Quality,0.004281686618924141,0.0036395764985951,0.004281686650825192,0.017174065140165114
AccrualRatioCF,Earnings Quality,0.0,0.0198584590523331,0.0,0.0
OEA,Earnings Quality,0.0,0.0246544108311388,0.0,0.0
TotalAccruals,Earnings Quality,0.0,0.0247655585927167,0.0,0.0
WCapToSales,Earnings Quality,0.0,0.0298655946433521,0.0,0.0
PAdjChg1YOCF,Historical Growth,0.033335596323013306,0.0368578993556371,0.03333559657138285,0.1333423823116187
PAdjChg3YOCF,Historical Growth,0.027753261849284172,0.027214523461864,0.027753262056062086,0.11101304491580177
PAdjChg1YFCF,Historical Growth,0.02511756867170334,0.0252400208793487,0.02511756885884381,0.10047027244112776
DIVIDENDGROWTH,Historical Growth,0.020551647990942,0.0,0.02055164814406371,0.08220659012630753
PAdjChg3YCF,Historical Growth,0.02013811469078064,0.0169829968718921,0.020138114840821286,0.08055245696263484
DivperShareGrowth,Historical Growth,0.019816888496279716,0.0239888895805692,0.01981688864392704,0.07926755221335101
PAdjChg1YSales,Historical Growth,0.01887785643339157,0.0192640107528716,0.018877856574042562,0.07551142404575442
PAdjChg1YEPS,Historical Growth,0.017372455447912216,0.0162491184068476,0.017372455577347096,0.06948982023843034
PAdjChg1YCF,Historical Growth,0.016991643235087395,0.0159635115749369,0.016991643361685002,0.06796657142117832
ChgATO,Historical Growth,0.014628983102738857,0.013728720164755,0.014628983211733275,0.058515931103022445
Chg1YFCF,Historical Growth,0.007232026197016239,0.0068675275104604,0.007232026250899033,0.028928104141471442
AdjAstAdjChg1YFCF,Historical Growth,0.007001176010817289,0.0376389474465396,0.0070011760629801155,0.028004703417315258
EPSStab,Historical Growth,0.0061616720631718636,0.0,0.006161672109079898,0.024646687701791053
AstAdjChg1YEPS,Historical Growth,0.004623591434210539,0.0,0.0046235914686589795,0.018494365323460875
ConsQPosChginTTMCF,Historical Growth,0.0037587156984955072,0.0035010988431772,0.0037587157265001215,0.015034862457926665
CQPTTMCFtoSales,Historical Growth,0.003431069664657116,0.0036667564495002,0.003431069690220577,0.013724278351866938
Chg1YOPM,Historical Growth,0.0032077382784336805,0.002868127083828,0.003207738302333193,0.012830952826940576
ShortIntTrdVol,Price Momentum,0.005583880003541708,0.0057367207602668,0.005583880045144856,1.0
LogAssets,Size,0.002916183788329363,0.0149232708230403,0.0029161838100566252,1.0
60MAVGTTMEP,Valuation,0.04530877247452736,0.0401806757696033,0.04530877281210402,0.21357241704544624
FCFEV,Valuation,0.03116433322429657,0.0362223871811296,0.031164333456488946,0.14689963132558148
FCFP,Valuation,0.024745693430304527,0.0,0.02474569361467431,0.11664402429677363
OCFEV,Valuation,0.024556869640946388,0.0274518859216633,0.024556869823909325,0.11575396369953343
SP,Valuation,0.020655222237110138,0.0228785630794956,0.020655222391003536,0.0973627290448124
OEP,Valuation,0.01748068444430828,0.0189774725983844,0.01748068457454953,0.08239887828518351
EP,Valuation,0.016532178968191147,0.0,0.01653217909136548,0.07792789847152677
InvPEGYC,Valuation,0.01588302105665207,0.0175957829128862,0.015883021174989798,0.07486795628727272
CurLiaP,Valuation,0.015820341184735298,0.0177508853747877,0.015820341302606025,0.07457250154386978
CashEV,Valuation,0.0,0.0352268815778759,0.0,0.0
PTIP,Valuation,0.0,0.013123015900633,0.0,0.0
BookLev,Volatility,0.004698981996625662,0.0251810197314781,0.004698982031635806,1.0
