factor,style,raw_weight,prev_weight,new_weight,weight_within_style
EPSSurpC,Analyst Expectations,0.048933010548353195,0.0592201612934129,0.04893301709938907,0.19441573759004324
InvPEGC,Analyst Expectations,0.03685777261853218,0.0290137882922379,0.036857777552963725,0.1464396114046
AdjInvPEGC,Analyst Expectations,0.03114025853574276,0.0215117777276169,0.03114026270472702,0.1237233569757301
AdjRevMagC,Analyst Expectations,0.029432186856865883,0.0191391755773562,0.029432190797177543,0.11693701761945097
Rev3MFY1C,Analyst Expectations,0.02917059138417244,0.0200281584210733,0.029170595289462316,0.11589767268228107
RevMagFY1C,Analyst Expectations,0.028144264593720436,0.0188807279586877,0.028144268361608105,0.11181997384997688
Rev3MFY2C,Analyst Expectations,0.027404777705669403,0.0,0.027404781374556316,0.10888191859509853
AdjRev3MFY1C,Analyst Expectations,0.02060977928340435,0.0030226064421271,0.020609782042592922,0.08188471128281924
ROA,Capital Efficiency,0.045326992869377136,0.0,0.04532699893764788,0.5481222252217036
IntCovRatio,Capital Efficiency,0.012025421485304832,0.0050035173430692,0.012025423095239858,0.1454188854475566
AdjIntCov,Capital Efficiency,0.010133919306099415,0.0045072066642342,0.010133920662804595,0.12254566316110267
OCFRatio,Capital Efficiency,0.008897550404071808,0.0205882372262697,0.00889755159525484,0.107594720447404
CFROIC,Capital Efficiency,0.0063111623749136925,0.003244267748104,0.006311163219837205,0.07631850572223324
CapAcqRatio,Capital Efficiency,0.0,0.0044748604321968,0.0,0.0
EbitdaToAst,Capital Efficiency,0.0,0.0177483197303769,0.0,0.0
RecTurn,Capital Efficiency,0.0,0.138883599445227,0.0,0.0
UnexpectedRecChg,Earnings Quality,0.042298153042793274,0.0783541326398944,0.0422981587055701,0.16805478861963197
AdjAccruals,Earnings Quality,0.033323489129543304,0.0,0.033323493590813325,0.13239755211222295
GPMargin,Earnings Quality,0.027198269963264465,0.0,0.027198273604504608,0.10806144431109775
WCAccruals,Earnings Quality,0.02160010114312172,0.0413104731530144,0.021600104034892244,0.08581936019990045
CashRatio,Earnings Quality,0.020029881969094276,0.0,0.020029884650647565,0.07958072251965226
WCapToAst,Earnings Quality,0.017454596236348152,0.0400483707974395,0.01745459857312827,0.06934885497181988
CACL,Earnings Quality,0.014180058613419533,0.0,0.014180060511812288,0.056338789792577705
UnexpectedInvChg,Earnings Quality,0.013637463562190533,0.0069392383743692,0.013637465387941944,0.05418300543603393
OPM,Earnings Quality,0.013367352075874805,0.0,0.013367353865464329,0.053109825510409304
ETO,Earnings Quality,0.01152035966515541,0.0249848437398672,0.011520361207473953,0.04577154010462615
SalesToInvCap,Earnings Quality,0.011229153722524643,0.0048463771378027,0.011229155225857221,0.04461454979622939
AssetTurn,Earnings Quality,0.009596905671060085,0.0050382412417894,0.00959690695587115,0.03812946518777937
SGAToSalesChg1Y,Earnings Quality,0.008569135330617428,0.0185270917163179,0.008569136477833026,0.03404603092676389
TotalAccruals,Earnings Quality,0.0038889050483703613,0.0121078955184635,0.003888905569007784,0.015451008350281901
FCFSales,Earnings Quality,0.002249695360660553,0.0040745523530446,0.002249695661844454,0.008938264465398249
OCFIC,Earnings Quality,0.0015491172671318054,0.0030010679764181,0.0015491174745239662,0.006154797695574876
CashBurn,Earnings Quality,0.0,0.004714053886745,0.0,0.0
PAdjChg1YFCF,Historical Growth,0.025746513158082962,0.003905404139406,0.025746516604965332,0.102293467850784
PAdjChg3YSales,Historical Growth,0.021551085636019707,0.0286968387110379,0.02155108852122815,0.08562461534584828
PAdjChg1YOCF,Historical Growth,0.02118346467614174,0.0157420142223627,0.021183467512133958,0.08416402056123973
Chg3YFCF,Historical Growth,0.019333820790052414,0.0146437203421085,0.019333823378418675,0.07681520069443468
PAdjChg3YFCF,Historical Growth,0.018333949148654938,0.0117476822756575,0.018333951603160748,0.07284261081493511
Chg1YFCF,Historical Growth,0.017953447997570038,0.0,0.017953450401135253,0.07133084174443205
AstAdjChg1YFCF,Historical Growth,0.016765760257840157,0.0176065742882383,0.01676576250240054,0.0666120397507459
Chg1YOPM,Historical Growth,0.015254644677042961,0.0160229029912024,0.01525464671929876,0.060608226646656944
AstAdjChg1YOCF,Historical Growth,0.01519613154232502,0.0146112786495012,0.015196133576747218,0.060375748119239764
CQDOHtoSales,Historical Growth,0.01382454950362444,0.0022496715207901,0.013824551354422475,0.05492631571186607
Chg3YAstTo,Historical Growth,0.013256262987852097,0.013136886887608,0.013256264762569275,0.05266845663501697
PAdjChg1YEPS,Historical Growth,0.012328410521149635,0.0110135448582386,0.012328412171648118,0.04898200612849076
CQPTTMCFtoSales,Historical Growth,0.01224534772336483,0.0095517576168641,0.01224534936274306,0.0486519893381539
PAdjChg1YSales,Historical Growth,0.01218574121594429,0.012978051675149,0.012185742847342543,0.04841516673180395
ConsQPosChgTTMEPS,Historical Growth,0.010605746880173683,0.001872200287513,0.010605748300046026,0.04213769145590117
