factor,style,raw_weight,prev_weight,new_weight,weight_within_style
EPSSurpC,Analyst Expectations,0.03209022432565689,0.048933017099389,0.03209022571537224,0.19741403241249456
InvPEGC,Analyst Expectations,0.03067709691822529,0.0368577775529637,0.030677098246743032,0.1887206939994426
AdjInvPEGC,Analyst Expectations,0.023303553462028503,0.031140262704727,0.023303554471223877,0.14335980988456434
AdjRevMagC,Analyst Expectations,0.021113522350788116,0.0294321907971775,0.021113523265140904,0.12988708160472143
RevMagFY1C,Analyst Expectations,0.020496182143688202,0.0281442683616081,0.020496183031306143,0.1260893013705546
Rev3MFY1C,Analyst Expectations,0.01965337246656418,0.0291705952894623,0.019653373317682982,0.12090446828154752
AdjRev3MFY1C,Analyst Expectations,0.015218952670693398,0.0206097820425929,0.015218953329772994,0.09362461244667493
Rev3MFY2C,Analyst Expectations,0.0,0.0274047813745563,0.0,0.0
RecTurn,Capital Efficiency,0.06885485351085663,0.0,0.06885485649271944,0.3477248272810984
CapExToAst,Capital Efficiency,0.036233142018318176,0.0,0.03623314358744879,0.1829814807199413
OCFRatio,Capital Efficiency,0.028710266575217247,0.0088975515952548,0.028710267818558448,0.1449901056646298
EbitdaToAst,Capital Efficiency,0.024454068392515182,0.0,0.024454069451535332,0.12349582163829251
ROA,Capital Efficiency,0.021437613293528557,0.0453269989376478,0.02143761422191659,0.10826238093202582
IntCovRatio,Capital Efficiency,0.008109989576041698,0.0120254230952398,0.008109989927256974,0.04095636808138674
AdjIntCov,Capital Efficiency,0.005946383811533451,0.0101339206628045,0.005946384069050531,0.030029913337722303
CFROIC,Capital Efficiency,0.004269033204764128,0.0063111632198372,0.00426903338964102,0.021559102344903266
AdjAccruals,Earnings Quality,0.054658517241477966,0.0333234935908133,0.054658519608547125,0.2185494250195667
WCAccruals,Earnings Quality,0.030553467571735382,0.0216001040348922,0.030553468894899172,0.12216655531755853
GPMargin,Earnings Quality,0.026919247582554817,0.0271982736045046,0.026919248748333253,0.10763530329838919
TotalAccruals,Earnings Quality,0.024644292891025543,0.0038889055690077,0.02464429395828365,0.09853900751739073
CapExToSales,Earnings Quality,0.02106153964996338,0.0,0.021061540562064978,0.08421354278950868
EBITMargin,Earnings Quality,0.019310053437948227,0.0,0.019310054274199084,0.07721031028551512
UnexpectedInvChg,Earnings Quality,0.01686578430235386,0.0136374653879419,0.016865785032751972,0.06743701892788119
OPM,Earnings Quality,0.015227479860186577,0.0133673538654643,0.015227480519635456,0.06088633823047374
SalesToInvCap,Earnings Quality,0.012714091688394547,0.0112291552258572,0.012714092238997377,0.050836677765493395
OEA,Earnings Quality,0.012448369525372982,0.0,0.012448370064468315,0.04977420060961384
CFIC,Earnings Quality,0.010089123621582985,0.0,0.010089124058507632,0.04034087051258377
ETO,Earnings Quality,0.002893144031986594,0.0115203612074739,0.0028931441572785407,0.011568095817455508
