style,raw_weight,prev_weight,new_weight,delta,factor_count,factors
Historical Growth,0.250096827512607,0.2516926754553068,0.2500968383434256,-0.0015958371118812154,16,Chg1YFCF;PAdjChg1YFCF;PAdjChg3YSales;PAdjChg3YFCF;Chg3YFCF;AstAdjChg1YFCF;PAdjChg1YOCF;PAdjChg3YOCF;AstAdjChg1YOCF;PAdjChg1YSales;PAdjChg1YEPS;PAdjChg1YCF;CQPTTMCFtoSales;Chg1YOPM;ConsQPosChginTTMCF;CQDOHtoSales
Earnings Quality,0.25009682471863925,0.2516926714971855,0.2500968355494578,-0.0015958359477277195,13,AdjAccruals;WCAccruals;GPMargin;TotalAccruals;CapExToSales;EBITMargin;UnexpectedInvChg;OPM;SalesToInvCap;OEA;CFIC;ETO;OCFIC
Capital Efficiency,0.19801535038277507,0.0826950575107841,0.1980153589581271,0.11532030144734301,8,RecTurn;CapExToAst;OCFRatio;EbitdaToAst;ROA;IntCovRatio;AdjIntCov;CFROIC
Analyst Expectations,0.16255290433764458,0.25169267522247685,0.16255291137724218,-0.08913976384523467,7,EPSSurpC;InvPEGC;AdjInvPEGC;AdjRevMagC;RevMagFY1C;Rev3MFY1C;AdjRev3MFY1C
Valuation,0.07061731768772006,0.0856281577693742,0.07061732074590903,-0.015010837023465173,3,FCFEV;CurLiaP;CashAdjEV
Volatility,0.02594737708568573,0.0335700147093177,0.025947378209375854,-0.0076226364999418435,1,BookLev
Price Momentum,0.02381315641105175,0.0430287478355527,0.023813157442316244,-0.01921559039323646,1,ShortIntTrdVol
Size,0.01886019855737686,0.0,0.01886019937414608,0.01886019937414608,1,LogAssets
