factor,style,raw_weight,prev_weight,new_weight,weight_within_style
SUEC,Analyst Expectations,0.03743574023246765,0.0,0.03743574031091334,0.2598427627977469
AdjInvPEGC,Analyst Expectations,0.025725362822413445,0.0288153129148711,0.02572536287632032,0.17856062971483355
EPSSurpC,Analyst Expectations,0.02295036055147648,0.0278620017942926,0.022950360599568405,0.1592992433398712
InvPEGC,Analyst Expectations,0.022012466564774513,0.023854002856384,0.022012466610901105,0.15278928886314178
Rev3MFY1C,Analyst Expectations,0.015399870462715626,0.0162491094000683,0.015399870494985682,0.10689103148250143
AdjRev3MFY1C,Analyst Expectations,0.01383267156779766,0.0,0.01383267159678369,0.09601304995521545
RevMagFY1C,Analyst Expectations,0.003557752352207899,0.0179079011109916,0.003557752359663083,0.024694481658629294
Rev3MFY2C,Analyst Expectations,0.003156519727781415,0.0162694848757827,0.003156519734395826,0.021909512188060448
AdjRevMagC,Analyst Expectations,0.0,0.0190051909793324,0.0,0.0
BuyBackChg,Capital Efficiency,0.05360253527760506,0.0,0.053602535389927874,0.6649087423463669
RecTurn,Capital Efficiency,0.01566126197576523,0.0132303734288396,0.015661262008583025,0.19426898279965646
ROA,Capital Efficiency,0.005768608767539263,0.0248337020713447,0.005768608779627243,0.07155628704590873
CapExToAst,Capital Efficiency,0.0055839731357991695,0.0279607648301098,0.00558397314750025,0.06926598780806795
DA,Capital Efficiency,0.0,0.0515019159380282,0.0,0.0
EbitdaToAst,Capital Efficiency,0.0,0.0271509444442542,0.0,0.0
ETO,Earnings Quality,0.03775372728705406,0.0372058645236603,0.037753727366166084,0.15099548173528005
WCapToSales,Earnings Quality,0.02986559458076954,0.0240725824065814,0.02986559464335217,0.11944701000635291
SalesToInvCap,Earnings Quality,0.02745300717651844,0.0240758569368224,0.027453007234045552,0.10979790186496205
TotalAccruals,Earnings Quality,0.024765558540821075,0.0240392485082923,0.024765558592716702,0.09904949023660627
OEA,Earnings Quality,0.024654410779476166,0.0228593093476579,0.02465441083113889,0.09860495638593593
ROAStddev20Q,Earnings Quality,0.023994386196136475,0.024013085793978,0.02399438624641613,0.0959651976897746
GPMargin,Earnings Quality,0.02017255127429962,0.0254458958027257,0.020172551316570714,0.08067982465235915
AccrualRatioCF,Earnings Quality,0.019858459010720253,0.0131961724692153,0.019858459052333174,0.0794236172244702
CFIC,Earnings Quality,0.019449781626462936,0.0,0.019449781667219484,0.07778911798573125
WCAccruals,Earnings Quality,0.010600811801850796,0.0106147818629002,0.01060081182406454,0.04239779221360171
CapExToSales,Earnings Quality,0.007824300788342953,0.0300724196030101,0.007824300804738586,0.03129317690395817
UnexpectedInvChg,Earnings Quality,0.003639576490968466,0.0144525732148279,0.0036395764985951103,0.014556433100967764
AdjAstAdjChg1YFCF,Historical Growth,0.03763894736766815,0.0368386961788597,0.03763894744653966,0.15053643177516673
PAdjChg1YOCF,Historical Growth,0.03685789927840233,0.0,0.036857899355637165,0.14741264111082186
PAdjChg3YOCF,Historical Growth,0.027214523404836655,0.0222531673504936,0.02721452346186403,0.10884409720089573
PAdjChg1YFCF,Historical Growth,0.02524002082645893,0.0,0.025240020879348783,0.10094710237326743
DivperShareGrowth,Historical Growth,0.023988889530301094,0.0211221617416,0.02398888958056923,0.09594322064495893
PAdjChg1YSales,Historical Growth,0.019264010712504387,0.0040288666176139,0.019264010752871655,0.0770461353770494
PAdjChg3YCF,Historical Growth,0.016982996836304665,0.0,0.016982996871892125,0.0679232529967704
PAdjChg1YEPS,Historical Growth,0.016249118372797966,0.0163328222627644,0.0162491184068476,0.06498811657614248
PAdjChg1YCF,Historical Growth,0.015963511541485786,0.0168183970995377,0.015963511574936938,0.06384583613837233
ChgATO,Historical Growth,0.013728720135986805,0.0127786950092023,0.013728720164755006,0.0549078198686982
Chg1YFCF,Historical Growth,0.00686752749606967,0.0262527620333127,0.0068675275104604075,0.02746657801764718
CQPTTMCFtoSales,Historical Growth,0.0036667564418166876,0.0170905742650273,0.003666756449500287,0.014665139955902217
ConsQPosChginTTMCF,Historical Growth,0.0035010988358408213,0.0033982713487568,0.003501098843177289,0.014002594729638936
Chg1YOPM,Historical Growth,0.002868127077817917,0.0132436606082901,0.0028681270838280077,0.011471033234668108
AstAdjChg1YEPS,Historical Growth,0.0,0.0180245734802939,0.0,0.0
AstAdjChg1YOCF,Historical Growth,0.0,0.036579855552918,0.0,0.0
PAdjChg3YFCF,Historical Growth,0.0,0.0052852785390976,0.0,0.0
ShortIntTrdVol,Price Momentum,0.005736720748245716,0.0279397132141921,0.005736720760266875,1.0
LogAssets,Size,0.014923270791769028,0.0167035594357457,0.014923270823040381,1.0
60MAVGTTMEP,Valuation,0.04018067568540573,0.0231274091828304,0.040180675769603366,0.17514975297968863
FCFEV,Valuation,0.03622238710522652,0.0098059375031232,0.036222387181129655,0.15789535754669876
CashEV,Valuation,0.03522688150405884,0.0,0.035226881577875915,0.15355589443016018
OCFEV,Valuation,0.027451885864138603,0.004578645902704,0.027451885921663366,0.11966426512028254
SP,Valuation,0.022878563031554222,0.0,0.022878563079495696,0.09972890189505768
OEP,Valuation,0.018977472558617592,0.0170482046749299,0.018977472598384428,0.08272383612573206
CurLiaP,Valuation,0.01775088533759117,0.00402102441571,0.017750885374787723,0.07737707564681726
InvPEGYC,Valuation,0.01759578287601471,0.0188643936295517,0.017595782912886247,0.07670097557213568
PTIP,Valuation,0.013123015873134136,0.0151584803509207,0.013123015900633098,0.05720394068342724
CFEV,Valuation,0.0,0.006032564803709,0.0,0.0
EBITDAP,Valuation,0.0,0.0222916868529868,0.0,0.0
EP,Valuation,0.0,0.0170113671410416,0.0,0.0
BookLev,Volatility,0.02518101967871189,0.022680735690814,0.02518101973147811,1.0
