style,raw_weight,prev_weight,new_weight,delta,factor_count,factors
Historical Growth,0.2516926417592913,0.2500001506705388,0.2516926754553077,0.0016925247847688896,17,PAdjChg1YFCF;PAdjChg3YSales;PAdjChg1YOCF;Chg3YFCF;PAdjChg3YFCF;Chg1YFCF;AstAdjChg1YFCF;Chg1YOPM;AstAdjChg1YOCF;CQDOHtoSales;Chg3YAstTo;PAdjChg1YEPS;CQPTTMCFtoSales;PAdjChg1YSales;ConsQPosChgTTMEPS;PAdjChg3YOCF;ConsQPosChginTTMCF
Analyst Expectations,0.25169264152646065,0.170816395712512,0.251692675222477,0.08087627950996501,8,EPSSurpC;InvPEGC;AdjInvPEGC;AdjRevMagC;Rev3MFY1C;RevMagFY1C;Rev3MFY2C;AdjRev3MFY1C
Earnings Quality,0.25169263780117035,0.2439463385351659,0.2516926714971862,0.007746332962020319,16,UnexpectedRecChg;AdjAccruals;GPMargin;WCAccruals;CashRatio;WCapToAst;CACL;UnexpectedInvChg;OPM;ETO;SalesToInvCap;AssetTurn;SGAToSalesChg1Y;TotalAccruals;FCFSales;OCFIC
Valuation,0.08562814630568027,0.0868833147692345,0.08562815776937426,-0.0012551569998602435,2,FCFEV;CashAdjEV
Capital Efficiency,0.08269504643976688,0.1944500085894778,0.08269505751078438,-0.11175495107869343,5,ROA;IntCovRatio;AdjIntCov;OCFRatio;CFROIC
Price Momentum,0.04302874207496643,0.0286144781252872,0.04302874783555279,0.014414269710265593,1,ShortIntTrdVol
Volatility,0.03357001021504402,0.0252893135977814,0.0335700147093177,0.008280701111536296,1,BookLev
