factor,style,raw_weight,prev_weight,new_weight,weight_within_style
EPSSurpC,Analyst Expectations,0.03264962509274483,,0.03264962337473061,0.19047299368739826
InvPEGC,Analyst Expectations,0.02913493849337101,,0.029134936960298626,0.16996884160130052
Rev3MFY1C,Analyst Expectations,0.020304815843701363,,0.020304814775267584,0.11845523643946915
RevMagFY1C,Analyst Expectations,0.019779013469815254,,0.019779012429049052,0.11538778460939339
AdjRevMagC,Analyst Expectations,0.01976332813501358,,0.019763327095072735,0.11529627872936636
AdjInvPEGC,Analyst Expectations,0.019195256754755974,,0.019195255744706888,0.1119822358845117
AdjRev3MFY1C,Analyst Expectations,0.015918603166937828,,0.015918602329305344,0.09286673252496583
6MChgTgtPrcGapEMA,Analyst Expectations,0.014667827636003494,,0.01466782686418647,0.08556989652359479
OCFRatio,Capital Efficiency,0.02422391250729561,,0.02422391123264005,0.2243271657372228
AdjIntCov,Capital Efficiency,0.02194487489759922,,0.021944873742865988,0.20322198516667084
CapAcqRatio,Capital Efficiency,0.01965250074863434,,0.0196524997145252,0.18199330068014566
CFROIC,Capital Efficiency,0.015938710421323776,,0.015938709582633253,0.14760149638276046
OCFEqt,Capital Efficiency,0.014787708409130573,,0.014787707631005457,0.13694256508603544
WCTurn,Capital Efficiency,0.006818576715886593,,0.006818576357094977,0.0631438867926883
IntCovRatio,Capital Efficiency,0.004618464503437281,,0.00461846426041496,0.04276960015447649
TotalAccruals,Earnings Quality,0.049066100269556046,,0.04906609768771145,0.19620044591531804
WCAccruals,Earnings Quality,0.038106922060251236,,0.038106920055075565,0.15237801780877525
UnexpectedInvChg,Earnings Quality,0.026232266798615456,,0.026232265418280852,0.10489487477062368
WCapToAst,Earnings Quality,0.023459497839212418,,0.023459496604780146,0.09380741309614095
AssetTurn,Earnings Quality,0.022138528525829315,,0.022138527360906084,0.08852525765883537
OCFStab,Earnings Quality,0.02150607481598854,,0.02150607368434485,0.085996267190674
ETO,Earnings Quality,0.01997416839003563,,0.019974167339000426,0.079870638248873
SalesToInvCap,Earnings Quality,0.019526103511452675,,0.01952610248399452,0.07807896276429176
FCFSales,Earnings Quality,0.01543331053107977,,0.015433309718983249,0.06171312559001589
OCFIC,Earnings Quality,0.011329197324812412,,0.011329196728673191,0.045302022267500165
CashBurn,Earnings Quality,0.00330932205542922,,0.0033093218812936115,0.013232974688951876
PAdjChg3YSales,Historical Growth,0.03061198815703392,,0.030611986546239593,0.12240804872541189
TTMRecInvToSales,Historical Growth,0.02330661751329899,,0.023306616286911237,0.09319608898179019
CQDRItoSales,Historical Growth,0.01751292124390602,,0.017512920322380963,0.07002885620990847
AstAdjChg1YFCF,Historical Growth,0.015683110803365707,,0.015683109978124766,0.06271199967596067
PAdjChg1YFCF,Historical Growth,0.015060084871947765,,0.015060084079490275,0.06022070808852815
AstAdjChg1YOCF,Historical Growth,0.01465845387428999,,0.014658453102966212,0.058614707639333796
PAdjChg3YOCF,Historical Growth,0.013961240649223328,,0.013961239914586716,0.05582676358329405
PAdjChg1YOCF,Historical Growth,0.012224540114402771,,0.012224539471150861,0.048882225299885756
Chg3YAstTo,Historical Growth,0.01212886068969965,,0.012128860051482363,0.04849963232287952
EPSStab,Historical Growth,0.01136408094316721,,0.011364080345192422,0.045441510256533424
PAdjChg3YFCF,Historical Growth,0.011052445508539677,,0.011052444926963058,0.04419537474678585
AdjAstAdjChg1YFCF,Historical Growth,0.010813306085765362,,0.010813305516772195,0.0432391287831143
Chg3YFCF,Historical Growth,0.010547335259616375,,0.010547334704618518,0.04217559218170926
PAdjChg1YEPS,Historical Growth,0.010457638651132584,,0.010457638100854538,0.04181692267074954
Chg1YOCF,Historical Growth,0.009637859649956226,,0.009637859142814724,0.038538875279469344
ConsQPosChginTTMCF,Historical Growth,0.00933432299643755,,0.009334322505268063,0.03732512433708486
CQPTTMCFtoSales,Historical Growth,0.007861349731683731,,0.007861349318021689,0.03143515135531416
ConsQPosChgTTMEPS,Historical Growth,0.007070679217576981,,0.007070678845519801,0.028273499968281112
CQDOHtoSales,Historical Growth,0.006794661749154329,,0.006794661391621112,0.02716978989396562
ShortIntTrdVol,Price Momentum,0.0369555689394474,,0.03695556699485562,1.0
CashEV,Valuation,0.1250467300415039,,0.12504672346157966,0.7915417197250684
CashAdjEV,Valuation,0.028482254594564438,,0.0284822530958361,0.18029174194275974
FCFEV,Valuation,0.004449713043868542,,0.0044497128097258755,0.028166538332171923
BookLev,Volatility,0.025504639372229576,,0.025504638030182526,1.0
