style,raw_weight,prev_weight,new_weight,delta,factor_count,factors
Earnings Quality,0.2500321655534208,0.2500477904696715,0.2500321660773571,-1.5624392314395052e-05,12,ETO;WCapToSales;SalesToInvCap;TotalAccruals;OEA;ROAStddev20Q;GPMargin;AccrualRatioCF;CFIC;WCAccruals;CapExToSales;UnexpectedInvChg
Historical Growth,0.25003214785829186,0.250047782087768,0.2500321483822282,-1.563370553980814e-05,14,AdjAstAdjChg1YFCF;PAdjChg1YOCF;PAdjChg3YOCF;PAdjChg1YFCF;DivperShareGrowth;PAdjChg1YSales;PAdjChg3YCF;PAdjChg1YEPS;PAdjChg1YCF;ChgATO;Chg1YFCF;CQPTTMCFtoSales;ConsQPosChginTTMCF;Chg1YOPM
Valuation,0.22940754983574152,0.1379397144575073,0.22940755031645949,0.09146783585895218,9,60MAVGTTMEP;FCFEV;CashEV;OCFEV;SP;OEP;CurLiaP;InvPEGYC;PTIP
Analyst Expectations,0.1440707442816347,0.1499630039317227,0.14407074458353145,-0.005892259348191264,8,SUEC;AdjInvPEGC;EPSSurpC;InvPEGC;Rev3MFY1C;AdjRev3MFY1C;RevMagFY1C;Rev3MFY2C
Capital Efficiency,0.08061637915670872,0.1446777007125765,0.08061637932563841,-0.06406132138693808,4,BuyBackChg;RecTurn;ROA;CapExToAst
Volatility,0.02518101967871189,0.022680735690814,0.02518101973147811,0.0025002840406641094,1,BookLev
Size,0.014923270791769028,0.0167035594357457,0.014923270823040381,-0.0017802886127053184,1,LogAssets
Price Momentum,0.005736720748245716,0.0279397132141921,0.005736720760266875,-0.022202992453925225,1,ShortIntTrdVol
