factor,weight
AdjAccruals,0.054658519608547125
AdjIntCov,0.005946384069050531
AdjInvPEGC,0.023303554471223877
AdjRev3MFY1C,0.015218953329772994
AdjRevMagC,0.021113523265140904
AstAdjChg1YFCF,0.019764834008239935
AstAdjChg1YOCF,0.014579995235400066
BookLev,0.025947378209375854
CFIC,0.010089124058507632
CFROIC,0.00426903338964102
CQDOHtoSales,0.0033026320427399034
CQPTTMCFtoSales,0.01109292964993159
CapExToAst,0.03623314358744879
CapExToSales,0.021061540562064978
CashAdjEV,0.004575527936929882
Chg1YFCF,0.024293099650767754
Chg1YOPM,0.01107196092125604
Chg3YFCF,0.02084581830476462
ConsQPosChginTTMCF,0.0037599512607210625
CurLiaP,0.03260143614929801
EBITMargin,0.019310054274199084
EPSSurpC,0.03209022571537224
ETO,0.0028931441572785407
EbitdaToAst,0.024454069451535332
FCFEV,0.03344035665968115
GPMargin,0.026919248748333253
IntCovRatio,0.008109989927256974
InvPEGC,0.030677098246743032
LogAssets,0.01886019937414608
OCFIC,0.002711713431491213
OCFRatio,0.028710267818558448
OEA,0.012448370064468315
OPM,0.015227480519635456
PAdjChg1YCF,0.01276202927663397
PAdjChg1YEPS,0.012878643906542045
PAdjChg1YFCF,0.023254712188005552
PAdjChg1YOCF,0.01870779587879079
PAdjChg1YSales,0.013150779168597637
PAdjChg3YFCF,0.022059426666948326
PAdjChg3YOCF,0.015380277964456866
PAdjChg3YSales,0.023191952219629452
ROA,0.02143761422191659
RecTurn,0.06885485649271944
Rev3MFY1C,0.019653373317682982
RevMagFY1C,0.020496183031306143
SalesToInvCap,0.012714092238997377
ShortIntTrdVol,0.023813157442316244
TotalAccruals,0.02464429395828365
UnexpectedInvChg,0.016865785032751972
WCAccruals,0.030553468894899172
