style,raw_weight,prev_weight,new_weight,delta,factor_count,factors
Historical Growth,0.22766415541991591,0.2500968383434248,0.22766415049024719,-0.02243268785317759,16,AdjAstAdjChg1YFCF;Chg1YFCF;PAdjChg1YCF;PAdjChg1YEPS;AstAdjChg1YEPS;CQPTTMCFtoSales;Chg1YOPM;PAdjChg1YFCF;PAdjChg1YOCF;AstAdjChg1YFCF;AstAdjChg1YOCF;PAdjChg1YSales;PAdjChg3YFCF;PAdjChg3YOCF;DivperShareGrowth;ConsQPosChginTTMCF
Earnings Quality,0.22110144468024373,0.2500968355494571,0.22110143989267897,-0.02899539565677814,10,CapExToSales;WCapToSales;EPSToSalesChg1Y;ETO;SalesToInvCap;TotalAccruals;OEA;WCAccruals;GPMargin;UnexpectedInvChg
Valuation,0.21002980135381222,0.0706173207459089,0.21002979680598455,0.13941247606007565,8,FCFEV;60MAVGTTMEP;CFEV;CFP;EP;InvPEGYC;PTIP;OEP
Analyst Expectations,0.17279056552797556,0.1625529113772418,0.17279056178649832,0.010237650409256532,8,SUEC;EPSSurpC;AdjInvPEGC;InvPEGC;AdjRevMagC;RevMagFY1C;Rev3MFY1C;AdjRev3MFY1C
Capital Efficiency,0.11926386156119406,0.19801535895812666,0.11926385897874392,-0.07875149997938274,6,IntCovRatio;RecTurn;OCFRatio;CapExToAst;EbitdaToAst;ROA
Price Momentum,0.025411637499928474,0.0238131574423162,0.02541163694968395,0.0015984795073677519,1,ShortIntTrdVol
Volatility,0.0237385556101799,0.0259473782093758,0.023738555096163037,-0.002208823113212764,1,BookLev
Size,0.0,0.018860199374146,0.0,-0.018860199374146,0,
