style,raw_weight,prev_weight,new_weight,delta,factor_count,factors
Historical Growth,0.25000000558793545,0.2500321483822276,0.25000000745058065,-3.2140931646940096e-05,17,PAdjChg1YOCF;PAdjChg3YOCF;PAdjChg1YFCF;DIVIDENDGROWTH;PAdjChg3YCF;DivperShareGrowth;PAdjChg1YSales;PAdjChg1YEPS;PAdjChg1YCF;ChgATO;Chg1YFCF;AdjAstAdjChg1YFCF;EPSStab;AstAdjChg1YEPS;ConsQPosChginTTMCF;CQPTTMCFtoSales;Chg1YOPM
Earnings Quality,0.2493111900985241,0.2500321660773565,0.24931119195603718,-0.0007209741213193288,9,WCAccruals;CFIC;AdjChgEPStoSales;SalesToInvCap;ROAStddev20Q;GPMargin;CapExToSales;ETO;UnexpectedInvChg
Valuation,0.21214711666107178,0.229407550316459,0.21214711824169097,-0.017260432074768045,9,60MAVGTTMEP;FCFEV;FCFP;OCFEV;SP;OEP;EP;InvPEGYC;CurLiaP
Capital Efficiency,0.1639222614467144,0.0806163793256382,0.16392226266803042,0.08330588334239222,4,RecTurn;BuyBackChg;LTDA;CapExToAst
Analyst Expectations,0.11142037296667695,0.14407074458353109,0.11142037379682342,-0.03265037078670767,8,SUEC;AdjInvPEGC;InvPEGC;Rev3MFY1C;AdjRev3MFY1C;EPSSurpC;RevMagFY1C;Rev3MFY2C
Price Momentum,0.005583880003541708,0.0057367207602668,0.005583880045144856,-0.00015284071512194387,1,ShortIntTrdVol
Volatility,0.004698981996625662,0.0251810197314781,0.004698982031635806,-0.020482037699842293,1,BookLev
Size,0.002916183788329363,0.0149232708230403,0.0029161838100566252,-0.012007087012983675,1,LogAssets
