factor,style,raw_weight,prev_weight,new_weight,weight_within_style
Rev3MFY1C,Analyst Expectations,0.04495704546570778,0.0460891566036426,0.04495704500514316,0.21360142019753742
RevMagFY1C,Analyst Expectations,0.0423615463078022,0.0440411000691149,0.042361545873827296,0.20126959766544886
EPSNumRevFY1C,Analyst Expectations,0.042281173169612885,0.0446539140370876,0.04228117273646137,0.20088772611928454
6MChgTgtPrcGapEMA,Analyst Expectations,0.04208342730998993,0.0438956200350891,0.04208342687886423,0.19994818936778994
Rev3MFY2C,Analyst Expectations,0.03878846764564514,0.0402340769724161,0.03878846724827482,0.18429306664993925
IntCovRatio,Capital Efficiency,0.05702899023890495,0.0619231041162627,0.05702898965466871,0.22807391389514933
AdjIntCov,Capital Efficiency,0.05597105994820595,0.0636145237160004,0.05597105937480772,0.22384297273667605
DA,Capital Efficiency,0.05528835207223892,0.0,0.055288351505834735,0.2211126445883684
RecTurn,Capital Efficiency,0.04597913846373558,0.0,0.04597913799270008,0.18388265376996335
LTDE,Capital Efficiency,0.03577854856848717,0.0,0.0357785482019521,0.14308781500984277
ShareChg,Capital Efficiency,0.0,0.0655860888662545,0.0,0.0
UnexpectedInvChg,Earnings Quality,0.028591899201273918,0.0,0.028591898908362827,0.114346524297407
SalesToInvCap,Earnings Quality,0.024823302403092384,0.0280543486018786,0.024823302148788865,0.09927491459716034
ETO,Earnings Quality,0.023272443562746048,0.0259785274792736,0.02327244332433038,0.09307262223381815
AdjAccruals,Earnings Quality,0.021316057071089745,0.0242093647977455,0.02131605685271637,0.08524851814305776
UnexpectedRecChg,Earnings Quality,0.021092504262924194,0.0256703994112014,0.02109250404684102,0.08435447167098861
DepToCapex,Earnings Quality,0.020493557676672935,0.0235251873074995,0.020493557466725695,0.08195912675544073
CapExToSales,Earnings Quality,0.018635444343090057,0.0158860978505369,0.01863544415217835,0.07452804286870111
InvToAstChg1Y,Earnings Quality,0.018458040431141853,0.0235615219257488,0.018458040242047568,0.07381855796931615
AssetTurn,Earnings Quality,0.017997637391090393,0.0203467547828936,0.01799763720671273,0.07197728513062698
ROEStddev20Q,Earnings Quality,0.01573799178004265,0.0178078856727502,0.015737991618814035,0.06294036806722017
ROAStddev20Q,Earnings Quality,0.015285364352166653,0.0173602249965029,0.015285364195575,0.061130191946531076
SalesToEPSChg,Earnings Quality,0.012257976457476616,0.0138973367605854,0.012257976331899186,0.04902287158208231
InvToAsset,Earnings Quality,0.012083852663636208,0.0137026009391508,0.012083852539842597,0.048326504737649614
DIVIDENDGROWTH,Historical Growth,0.0489092618227005,0.0496618589449327,0.04890926132164721,0.4002703391391574
DivperShareGrowth,Historical Growth,0.042462751269340515,0.0432396858327149,0.042462750834328815,0.34751250004496914
3YAvgAnnSalesGrw,Historical Growth,0.030818559229373932,0.0425242326683507,0.030818558913651716,0.2522171608158735
STO_6M,Price Momentum,0.03475289046764374,0.0380237169931881,0.03475289011161608,0.563349737505963
50DVolSig,Price Momentum,0.026936834678053856,0.0274056321493232,0.026936834402098153,0.4366502624940371
OCFEV,Valuation,0.04109262675046921,0.0434606774996839,0.041092626329493814,1.0
Beta60M,Volatility,0.06446326524019241,0.0664423840783092,0.06446326457979538,1.0
90DCV,Volatility,0.0,0.0292039768918607,0.0,0.0
