date,cew_return,gross_stock,cost_stock,tax_stock,net_stock,cost_factor_level,cost_factor_at_base,turnover_oneway
2018-06-30,-0.0063173004521234685,-0.006545351685219291,0.0,0.0,-0.006545351685219291,0.00028427908607639283,0.00047379847679398807,0.0
2018-07-31,-0.003361912668724039,-0.002697235223957063,0.0005539305625891726,0.00021031865224734983,-0.0034614844387935856,0.00033983411804430807,0.0005663901967405135,0.2769652812945863
2018-08-31,0.0044812609594198916,0.004585318628607165,0.00044187762416934856,0.0001425704162373725,0.004000870588200444,0.00043351021007979505,0.0007225170167996584,0.22093881208467428
2018-09-30,0.00012057028903764486,0.000639659314306824,0.0005104921845503065,0.00016076682368708085,-3.159969393056334e-05,0.00022537032920089416,0.0003756172153348236,0.25524609227515327
2018-10-31,0.0013892113183572162,0.000811918602777247,0.0004047379513951467,0.0001640006343425019,0.00024318001703959837,0.00034273497274080655,0.000571224954568011,0.20236897569757334
2018-11-30,0.0035775698606158642,0.004620699997436788,0.00047518555159178216,0.00012262992246801278,0.004022884523376994,0.0005211034553389026,0.0008685057588981711,0.23759277579589108
2018-12-31,0.00184901199397139,0.002276111908680551,0.0006647000081435597,0.0003079299324889162,0.001303481968048075,0.0003300203373387473,0.0005500338955645789,0.33235000407177984
2019-01-31,-0.006600472335779812,-0.007180876380928199,0.00040587728218070986,0.00011709254339373137,-0.00770384620650264,0.00028783998215061135,0.00047973330358435225,0.20293864109035492
2019-02-28,0.003034989284871414,0.003604860608457174,0.0004970631991499197,0.00016557367043367756,0.002942223738873577,0.0006127586662010099,0.00102126444366835,0.24853159957495985
2019-03-31,0.0018228673169104308,0.0016943754947095037,0.0005696856144311156,0.00021144332727233774,0.0009132465530060505,0.0005690248852095568,0.0009483748086825947,0.28484280721555777
2019-04-30,0.004582720750333966,0.005860830703349003,0.000549927821409966,0.00019905576421983104,0.005111847117719207,0.0005441838165014973,0.0009069730275024956,0.274963910704983
2019-05-31,0.0031344213027942767,0.00342689755658947,0.0005543185720935789,0.00015829959411716856,0.002714279390378723,0.000601574125368643,0.0010026235422810716,0.27715928604678947
2019-06-30,0.001606681674753301,0.0018580997950140338,0.0006210374727170844,0.00019996905571924463,0.0010370932665777046,0.00030212620256894805,0.0005035436709482468,0.3105187363585422
2019-07-31,0.0037746072819673333,0.003844809880189595,0.00044089805085527903,0.0001464029278032778,0.0032575089015310383,0.0004961939698322918,0.0008269899497204863,0.2204490254276395
2019-08-31,0.002528352272036047,0.00206894634019049,0.0004839001682816303,0.00019217201997797446,0.001392874151930885,0.0005583297534913475,0.0009305495891522459,0.24195008414081512
2019-09-30,-0.0012304190754642954,0.000361085092355,0.000602812641374546,0.00013474124006810568,-0.0003764687890876517,0.000375138985721045,0.0006252316428684083,0.301406320687273
2019-10-31,-0.006546327137797859,-0.005337050623898676,0.0005242526868611071,0.00015070483724791852,-0.006012008148007702,0.0004976456274108649,0.0008294093790181083,0.2621263434305535
2019-11-30,0.004661785484103941,0.004546033606615072,0.000697987285957077,0.0002564877123066929,0.003591558608351302,0.0005192486058026523,0.0008654143430044206,0.34899364297853847
2019-12-31,-0.0003559350080328275,-0.00016176447683393898,0.000792263904475038,0.0002304395843048411,-0.001184467965613818,0.00042997418887796797,0.0007166236481299466,0.396131952237519
2020-01-31,0.0004233517491387715,0.0007338352822245109,0.0005934634401478762,0.0001714080295202534,-3.1036187443618724e-05,0.0004460973970335036,0.0007434956617225059,0.29673172007393805
2020-02-29,0.00028531070522681454,7.046537264929513e-05,0.0005990491472588421,0.00019134531120252755,-0.0007199290858120745,0.00048532393397869263,0.0008088732232978211,0.29952457362942103
2020-03-31,0.019708740450454156,0.019893227279861165,0.0005981427691211963,0.00017542778709073463,0.019119656723649233,0.0005858807779395256,0.0009764679632325427,0.2990713845605981
2020-04-30,0.009491372071738934,0.0070265282595748735,0.0005464040239709687,0.00019210570729817522,0.006288018528305729,0.0005015252645469201,0.0008358754409115335,0.2732020119854843
2020-05-31,0.007962862615359946,0.00818638029571139,0.0005213204594567277,0.00018932967739816606,0.0074757301588564955,0.0006255458090862199,0.0010425763484770332,0.26066022972836383
2020-06-30,-0.00221476271871405,-0.0014290603775361705,0.0007048059415083081,0.0002069288496168194,-0.002340795168661298,0.0004221972211405152,0.0007036620352341921,0.35240297075415405
2020-07-31,0.01764284192403182,0.01555129924187716,0.000451596276014776,0.00013575120303586116,0.014963951762826524,0.0005031524265286619,0.0008385873775477699,0.225798138007388
2020-08-31,-0.012059079432689895,-0.008050303956316262,0.0005521403274113592,0.00016561714047270393,-0.008768061424200327,0.0004962977905585427,0.0008271629842642379,0.2760701637056796
2020-09-30,0.006293729303003087,0.005736907960594156,0.0007564817696987295,0.0001982761058263273,0.004782150085069098,0.00036856383491215994,0.0006142730581869333,0.37824088484936474
2020-10-31,-0.0017495613561527385,-0.001181397003397458,0.00039506347558707934,0.00014514203057409882,-0.0017216025095586362,0.00035976480932723126,0.0005996080155453855,0.19753173779353966
2020-11-30,-0.025119964324666334,-0.023645103830702202,0.0004918684238390059,0.00018994008526837145,-0.02432691233980958,0.0006460257531885757,0.0010767095886476262,0.24593421191950293
2020-12-31,-0.0011300608254969104,-0.0008640960321153628,0.0011228552172219625,0.0004938875232147026,-0.002480838772552028,0.0004911417127253857,0.0008185695212089763,0.5614276086109813
