date,cew_return,gross_stock,cost_stock,net_stock,cost_factor_level,cost_factor_at_base,turnover_oneway
2018-06-30,-0.007361785965802647,-0.007237250715194253,0.0,-0.007237250715194253,0.00041217618250030604,0.0006869603041671767,0.0
2018-07-31,-0.002722112709639479,-0.0019232097325376425,0.0014787116619995185,-0.003401921394537161,0.0005543236315044287,0.000923872719174048,0.3696779154998796
2018-08-31,0.004606994737961233,0.005163436952575774,0.0010685851196832832,0.004094851832892491,0.0007306639634813126,0.0012177732724688545,0.2671462799208208
2018-09-30,0.0005241001474806657,0.0012663996696427578,0.001173215678015252,9.318399162750574e-05,0.000342464768678682,0.0005707746144644701,0.293303919503813
2018-10-31,0.0009369087046297126,0.00046080565689284037,0.0008334581273491149,-0.00037265247045627453,0.0005003449194066216,0.000833908199011036,0.2083645318372787
2018-11-30,0.0015316333213374969,0.0028843809566227413,0.0010100334214662658,0.0018743475351564755,0.0007450566757001375,0.0012417611261668958,0.25250835536656646
2018-12-31,0.0028686399597189507,0.00314844534804895,0.0012467619294286617,0.0019016834186202883,0.00030832641914780895,0.0005138773652463483,0.3116904823571654
2019-01-31,-0.006992989336472262,-0.007960353669367558,0.0006658158709840894,-0.008626169540351647,0.00026700770888766237,0.00044501284814610397,0.16645396774602234
2019-02-28,0.0033222499833861336,0.003891689094290867,0.0009966850603195581,0.002895004033971309,0.0006443643084762133,0.0010739405141270222,0.24917126507988951
2019-03-31,-0.0003266042032263091,-0.0008803811614487766,0.0011089067497838706,-0.0019892879112326472,0.0006131234702291712,0.001021872450381952,0.2772266874459676
2019-04-30,0.004594241433382055,0.006541505766616152,0.0010522001163220703,0.0054893056502940815,0.000543275200986807,0.0009054586683113451,0.26305002908051756
2019-05-31,0.0006088685425828788,0.0009998025067416748,0.0008015905685281808,0.00019821193821349399,0.000664058805929264,0.0011067646765487735,0.2003976421320452
2019-06-30,-0.001003887439209104,-0.0011454893646069544,0.0012984914589421997,-0.0024439808235491543,0.00035568224729102166,0.0005928037454850362,0.3246228647355499
2019-07-31,0.0061470283675052586,0.005607221583647624,0.0008573713837341391,0.004749850199913485,0.0005276840236068204,0.0008794733726780341,0.21434284593353475
2019-08-31,0.001720889500370779,0.0007263942419974574,0.0006810290274999707,4.536521449748673e-05,0.0006720505489055415,0.0011200842481759025,0.17025725687499269
2019-09-30,-0.00063207268392502,0.001345073636471389,0.0011245976896571803,0.00022047594681420877,0.0005624436352835564,0.0009374060588059274,0.2811494224142951
2019-10-31,-0.007051851779199281,-0.005774690689182025,0.0009839413051551493,-0.006758631994337174,0.0008186428836843235,0.0013644048061405391,0.24598532628878733
2019-11-30,0.002300005561203257,0.0024045209491976322,0.00155448417356455,0.0008500367756330823,0.0007426592362207797,0.0012377653937012995,0.38862104339113746
2019-12-31,-0.0019411196949315232,-0.00171734056579267,0.0015877518506577663,-0.0033050924164504366,0.00048410243917890714,0.0008068373986315119,0.3969379626644416
2020-01-31,0.00047450319938302645,0.0007035456360914787,0.0016789101074098692,-0.0009753644713183905,0.0005477335639683709,0.0009128892732806182,0.4197275268524673
2020-02-29,0.002082028426576393,0.0016238422230901808,0.001364568919868908,0.0002592733032212727,0.0008599743838428262,0.0014332906397380438,0.341142229967227
2020-03-31,0.023160499827813267,0.02435049662425663,0.0013521732993684284,0.0229983233248882,0.0010590730374145949,0.0017651217290243248,0.3380433248421071
2020-04-30,0.0019958188790871086,-0.0009393597566670743,0.0012367955874259327,-0.002176155344093007,0.0006572991515826495,0.0010954985859710825,0.30919889685648316
2020-05-31,0.009424705947583328,0.010025985894055237,0.0008012342083117141,0.009224751685743523,0.0008446184430282905,0.0014076974050471508,0.20030855207792853
2020-06-30,-0.003345268365757098,-0.0023512255632019913,0.0012612301443004235,-0.003612455707502415,0.0004940875769189804,0.0008234792948649674,0.31530753607510587
2020-07-31,0.016167358425033567,0.014945002888247868,0.0008206600671675646,0.014124342821080304,0.0007430696390874619,0.0012384493984791032,0.20516501679189114
2020-08-31,-0.013169388840247038,-0.008716369444374785,0.001195567353980423,-0.009911936798355208,0.0009502819057378647,0.0015838031762297744,0.2988918384951057
2020-09-30,0.008494416840355559,0.007971635850425467,0.0014114367578713213,0.006560199092554146,0.0006021379352217038,0.0010035632253695063,0.35285918946783035
2020-10-31,-0.0028986903679212362,-0.0020202613567497744,0.0008287898876075847,-0.002849051244357359,0.000556547612446486,0.0009275793540774767,0.20719747190189616
2020-11-30,-0.030725445484998764,-0.02828050568838991,0.0011090847333133163,-0.029389590421703225,0.001076830799801004,0.0017947179996683402,0.27727118332832906
2020-12-31,0.0005936866275885517,0.001458805452727802,0.002831993771183575,-0.001373188318455773,0.0008867503065515245,0.0014779171775858742,0.7079984427958937
2021-01-31,-0.0023759054891355656,-0.002023964404069208,0.0011457033282382312,-0.003169667732307439,0.000809423874171965,0.0013490397902866085,0.2864258320595578
2021-02-28,-0.004333984311004992,0.0006719753106152128,0.0013880970146878408,-0.000716121704072628,0.0009416372600691083,0.001569395433448514,0.3470242536719602
2021-03-31,0.0030204908624611344,0.0042823649021147235,0.0015257626042830376,0.002756602297831686,0.0007885531966476841,0.0013142553277461402,0.3814406510707594
2021-04-30,0.007295047888984987,0.008187298087261588,0.0016957018581288668,0.006491596229132721,0.0007861945254484449,0.0013103242090807415,0.4239254645322167
2021-05-31,0.0021656096411743005,0.004682731608355791,0.0013370045423356563,0.0033457270660201344,0.0007931923109061207,0.0013219871848435345,0.33425113558391406
2021-06-30,0.004347264750879092,0.004580579618586174,0.0019915690853702763,0.0025890105332158977,0.000641982978988482,0.00106997163164747,0.4978922713425691
2021-07-31,0.008151894425337994,0.008759906114196313,0.0012362785544808566,0.007523627559715457,0.0006174047357932432,0.0010290078929887387,0.30906963862021414
2021-08-31,0.004702404756653686,0.007105563180369975,0.001365100456791744,0.00574046272357823,0.0008322224995536277,0.0013870374992560463,0.341275114197936
2021-09-30,-0.011766179226767273,-0.009888675621821219,0.0009081331509433959,-0.010796808772764614,0.00040344442420733217,0.000672407373678887,0.22703328773584897
2021-10-31,0.011160853816254392,0.013614337046180213,0.0010062768778118334,0.012608060168368379,0.0005107231890011015,0.0008512053150018359,0.25156921945295835
2021-11-30,0.0022363147952826306,0.002568060649726772,0.0009828958867040831,0.0015851647630226889,0.0008243302067067499,0.0013738836778445832,0.24572397167602075
2021-12-31,0.00862740767424625,0.009084369105538862,0.0019759011910082174,0.007108467914530645,0.0005705554730184117,0.0009509257883640195,0.4939752977520544
2022-01-31,-0.015028357404005849,-0.014535108861938543,0.0008088082202488781,-0.01534391708218742,0.0005517900112624641,0.0009196500187707735,0.20220205506221953
2022-02-28,-0.010668400373883759,-0.009860433654027504,0.001324037310450673,-0.011184470964478176,0.0008415454251880877,0.001402575708646813,0.3310093276126682
2022-03-31,0.007993949221791082,0.00898039380481681,0.0013129028684501151,0.007667490936366695,0.0008408906143384373,0.0014014843572307289,0.3282257171125288
2022-04-30,0.021324228553588006,0.02268275579015186,0.0014187646173235101,0.02126399117282835,0.0005173330671123407,0.0008622217785205678,0.3546911543308775
2022-05-31,0.003374648088965033,0.004018865103422362,0.0013656591895758908,0.002653205913846471,0.0008609003595862055,0.0014348339326436758,0.3414147973939727
2022-06-30,-0.00036796841136837327,0.0001645494673867239,0.0016259157324720456,-0.0014613662650853217,0.0005324014509664443,0.0008873357516107405,0.40647893311801137
2022-07-31,0.011488721466153524,0.011942095913825525,0.0005245228209800362,0.011417573092845489,0.0005255859020092604,0.0008759765033487674,0.13113070524500903
2022-08-31,-0.009723193160546368,-0.008230437666904511,0.0009389900655534669,-0.009169427732457977,0.0008134356778216824,0.001355726129702804,0.23474751638836672
2022-09-30,0.007717405751224837,0.008423301707694626,0.0012633304156914223,0.007159971292003204,0.0005218635692777353,0.0008697726154628922,0.31583260392285556
2022-10-31,0.010674921304865513,0.012700147112375285,0.0009774453581174998,0.011722701754257785,0.0006804252393327731,0.0011340420655546219,0.24436133952937494
2022-11-30,-0.006921974311260401,-0.005291521024427559,0.0009634184141845667,-0.006254939438612126,0.0010061932632695592,0.001676988772115932,0.24085460354614166
2022-12-31,-0.009471023744904475,-0.00865631120245626,0.0017257314038001531,-0.010382042606256412,0.0005583069297534713,0.0009305115495891189,0.43143285095003825
2023-01-31,-0.01997840980952798,-0.019359379967002745,0.0011078611917147486,-0.020467241158717495,0.000956754880267356,0.00159459146711226,0.2769652979286871
2023-02-28,-0.002920445139184815,-0.0018026843667841726,0.0019388189044443136,-0.003741503271228486,0.001054850963811428,0.0017580849396857134,0.4847047261110784
2023-03-31,0.0019519045908894565,0.0025144376619359293,0.0023796779521868274,0.00013475970974910186,0.0008988231217273323,0.0014980385362122206,0.5949194880467068
2023-04-30,-0.002684519381067625,-0.0014354885226099848,0.0019066185190714665,-0.0033421070416814512,0.0005886708927955801,0.0009811181546593001,0.4766546297678666
2023-05-31,-0.0063469934697775975,-0.005161511498073572,0.0013122724001891034,-0.006473783898262675,0.001168840335943866,0.00194806722657311,0.3280681000472758
2023-06-30,0.0009482102917230597,0.0017933858285144326,0.001633789019133328,0.00015959680938110459,0.0008451755367913719,0.0014086258946522864,0.408447254783332
2023-07-31,-0.006407627455993536,-0.006161610077690662,0.0015575666332311143,-0.007719176710921776,0.0007309281978971744,0.0012182136631619573,0.38939165830777855
2023-08-31,0.0007681730968119963,0.0017505021002198722,0.0015663616729079545,0.0001841404273119178,0.0009595667041722674,0.0015992778402871123,0.3915904182269886
2023-09-30,0.0016935574996229663,0.0022879009069195653,0.0010357355469036058,0.0012521653600159595,0.0005782313608321767,0.0009637189347202945,0.25893388672590145
2023-10-31,0.006490399328323117,0.007153222159599709,0.0010145758845669759,0.006138646275032734,0.0007417650374252295,0.0012362750623753826,0.253643971141744
2023-11-30,0.004344575918291595,0.0053024546018223,0.001379760842041407,0.003922693759780893,0.0009578786835307032,0.001596464472551172,0.34494021051035173
2023-12-31,0.0017857050357154825,0.002414447335380422,0.0014551917694080034,0.0009592555659724185,0.0005588047584200207,0.0009313412640333678,0.36379794235200086
2024-01-31,0.006332593722894273,0.007200191776619536,0.0009131982334649917,0.006286993543154544,0.0008013184462608582,0.0013355307437680972,0.22829955836624793
2024-02-29,0.005317632161036651,0.00637226718026541,0.0009391416126436711,0.005433125567621739,0.0010480160778123064,0.0017466934630205107,0.23478540316091778
2024-03-31,0.003538799337224954,0.004206683829768089,0.0011993866303380348,0.003007297199430055,0.0007108885323901428,0.001184814220650238,0.2998466575845087
2024-04-30,-0.0007115163887293206,8.208936823164725e-05,0.0012330552688904208,-0.0011509659006587736,0.000724787924506684,0.0012079798741778066,0.3082638172226052
2024-05-31,0.002949723922809388,0.003716361584167277,0.0012379763731518209,0.0024783852110154565,0.00092970161293003,0.0015495026882167166,0.3094940932879552
2024-06-30,0.0018965916530484762,0.0024141567895595035,0.0017359869954619244,0.0006781697940975791,0.0005175651365110304,0.0008626085608517174,0.43399674886548106
2024-07-31,-0.005912216869901863,-0.005082428074354673,0.000913899680102475,-0.005996327754457149,0.0008243029449915382,0.0013738382416525637,0.22847492002561876
2024-08-31,-0.004119324863715974,-0.003339379589642156,0.0009356141148104084,-0.004274993704452564,0.0007799452740738191,0.001299908790123032,0.23390352870260211
2024-09-30,-0.002962907039308922,-0.002483117640509508,0.00113090755585469,-0.0036140251963641978,0.000489182466949657,0.0008153041115827617,0.2827268889636725
2024-10-31,0.006000191729178999,0.00669574981982078,0.0013700637359020397,0.00532568608391874,0.0005262069926509638,0.0008770116544182731,0.34251593397550995
