date,cew_return,gross_stock,cost_stock,net_stock,cost_factor_level,cost_factor_at_base,turnover_oneway
2018-06-30,-0.0063173004521234685,-0.006545351685219291,0.0,-0.006545351685219291,0.00028427908607639283,0.00047379847679398807,0.0
2018-07-31,-0.003361912668724039,-0.002697235223957063,0.0005539305625891726,-0.0032511657865462356,0.00033983411804430807,0.0005663901967405135,0.2769652812945863
2018-08-31,0.0044812609594198916,0.004585318628607165,0.00044187762416934856,0.004143441004437817,0.00043351021007979505,0.0007225170167996584,0.22093881208467428
2018-09-30,0.00012057028903764486,0.000639659314306824,0.0005104921845503065,0.0001291671297565175,0.00022537032920089416,0.0003756172153348236,0.25524609227515327
2018-10-31,0.0013892113183572162,0.000811918602777247,0.0004047379513951467,0.00040718065138210026,0.00034273497274080655,0.000571224954568011,0.20236897569757334
2018-11-30,0.0035775698606158642,0.004620699997436788,0.00047518555159178216,0.004145514445845006,0.0005211034553389026,0.0008685057588981711,0.23759277579589108
2018-12-31,0.00184901199397139,0.002276111908680551,0.0006647000081435597,0.0016114119005369912,0.0003300203373387473,0.0005500338955645789,0.33235000407177984
2019-01-31,-0.006600472335779812,-0.007180876380928199,0.00040587728218070986,-0.007586753663108909,0.00028783998215061135,0.00047973330358435225,0.20293864109035492
2019-02-28,0.003034989284871414,0.003604860608457174,0.0004970631991499197,0.0031077974093072546,0.0006127586662010099,0.00102126444366835,0.24853159957495985
2019-03-31,0.0018228673169104308,0.0016943754947095037,0.0005696856144311156,0.0011246898802783883,0.0005690248852095568,0.0009483748086825947,0.28484280721555777
2019-04-30,0.004582720750333966,0.005860830703349003,0.000549927821409966,0.005310902881939038,0.0005441838165014973,0.0009069730275024956,0.274963910704983
2019-05-31,0.0031344213027942767,0.00342689755658947,0.0005543185720935789,0.0028725789844958913,0.000601574125368643,0.0010026235422810716,0.27715928604678947
2019-06-30,0.001606681674753301,0.0018580997950140338,0.0006210374727170844,0.0012370623222969493,0.00030212620256894805,0.0005035436709482468,0.3105187363585422
2019-07-31,0.0037746072819673333,0.003844809880189595,0.00044089805085527903,0.003403911829334316,0.0004961939698322918,0.0008269899497204863,0.2204490254276395
2019-08-31,0.002528352272036047,0.00206894634019049,0.0004839001682816303,0.0015850461719088597,0.0005583297534913475,0.0009305495891522459,0.24195008414081512
2019-09-30,-0.0012304190754642954,0.000361085092355,0.000602812641374546,-0.00024172754901954604,0.000375138985721045,0.0006252316428684083,0.301406320687273
2019-10-31,-0.006546327137797859,-0.005337050623898676,0.0005242526868611071,-0.005861303310759783,0.0004976456274108649,0.0008294093790181083,0.2621263434305535
2019-11-30,0.004661785484103941,0.004546033606615072,0.000697987285957077,0.003848046320657995,0.0005192486058026523,0.0008654143430044206,0.34899364297853847
2019-12-31,-0.0003559350080328275,-0.00016176447683393898,0.000792263904475038,-0.000954028381308977,0.00042997418887796797,0.0007166236481299466,0.396131952237519
2020-01-31,0.0004233517491387715,0.0007338352822245109,0.0005934634401478762,0.0001403718420766347,0.0004460973970335036,0.0007434956617225059,0.29673172007393805
2020-02-29,0.00028531070522681454,7.046537264929513e-05,0.0005990491472588421,-0.000528583774609547,0.00048532393397869263,0.0008088732232978211,0.29952457362942103
2020-03-31,0.019708740450454156,0.019893227279861165,0.0005981427691211963,0.019295084510739968,0.0005858807779395256,0.0009764679632325427,0.2990713845605981
2020-04-30,0.009491372071738934,0.0070265282595748735,0.0005464040239709687,0.006480124235603905,0.0005015252645469201,0.0008358754409115335,0.2732020119854843
2020-05-31,0.007962862615359946,0.00818638029571139,0.0005213204594567277,0.007665059836254662,0.0006255458090862199,0.0010425763484770332,0.26066022972836383
2020-06-30,-0.00221476271871405,-0.0014290603775361705,0.0007048059415083081,-0.0021338663190444787,0.0004221972211405152,0.0007036620352341921,0.35240297075415405
2020-07-31,0.01764284192403182,0.01555129924187716,0.000451596276014776,0.015099702965862384,0.0005031524265286619,0.0008385873775477699,0.225798138007388
2020-08-31,-0.012059079432689895,-0.008050303956316262,0.0005521403274113592,-0.008602444283727622,0.0004962977905585427,0.0008271629842642379,0.2760701637056796
2020-09-30,0.006293729303003087,0.005736907960594156,0.0007564817696987295,0.004980426190895426,0.00036856383491215994,0.0006142730581869333,0.37824088484936474
2020-10-31,-0.0017495613561527385,-0.001181397003397458,0.00039506347558707934,-0.0015764604789845374,0.00035976480932723126,0.0005996080155453855,0.19753173779353966
2020-11-30,-0.025119964324666334,-0.023645103830702202,0.0004918684238390059,-0.024136972254541207,0.0006460257531885757,0.0010767095886476262,0.24593421191950293
2020-12-31,-0.0011300608254969104,-0.0008640960321153628,0.0011228552172219625,-0.0019869512493373253,0.0004911417127253857,0.0008185695212089763,0.5614276086109813
2021-01-31,-0.001180916357846116,-0.0008210205070827521,0.0005418491553609788,-0.001362869662443731,0.0004528473926120309,0.0007547456543533849,0.2709245776804894
2021-02-28,-0.007939763072537938,-0.0041243155164847,0.0006207330429325499,-0.00474504855941725,0.0005418544384340552,0.0009030907307234253,0.31036652146627497
2021-03-31,0.005905971183637958,0.006801847663732142,0.0007733646571219751,0.006028483006610167,0.0004316920234502606,0.0007194867057504344,0.38668232856098755
2021-04-30,0.006520628700751558,0.007113186594021349,0.0006900566163806438,0.006423129977640705,0.0004451267212425609,0.0007418778687376015,0.3450283081903219
2021-05-31,0.002214649791011768,0.004220460108739977,0.0005424401722206199,0.003678019936519357,0.0004578678223169497,0.0007631130371949163,0.2712200861103099
2021-06-30,0.004184270383750993,0.003798144468639712,0.0008612371337784278,0.002936907334861284,0.00037615540203306714,0.000626925670055112,0.4306185668892139
2021-07-31,0.008211293591522206,0.008520291511198116,0.0006506200216265881,0.007869671489571527,0.0004211853674910664,0.0007019756124851107,0.325310010813294
2021-08-31,0.002178159923869372,0.0026034460384063885,0.00047865439446278954,0.002124791643943599,0.0005080849113866544,0.0008468081856444241,0.23932719723139476
2021-09-30,-0.010861729843645349,-0.010270678779700433,0.0005724016863404476,-0.010843080466040881,0.00025008404763057665,0.0004168067460509611,0.2862008431702238
2021-10-31,0.014639811061580873,0.014852688356039914,0.00046808980183952255,0.01438459855420039,0.0003025338371309691,0.0005042230618849485,0.23404490091976127
2021-11-30,0.004183179608805773,0.00453343800859967,0.0004799454959641494,0.004053492512635521,0.0005327764749003274,0.0008879607915005457,0.23997274798207469
2021-12-31,0.005609824261920912,0.0058735801238443035,0.0006475572319145707,0.005226022891929733,0.0003167071382873825,0.0005278452304789709,0.3237786159572853
2022-01-31,-0.013133136706839613,-0.012514227297179908,0.000451232559078376,-0.012965459856258285,0.00033869017434172384,0.0005644836239028731,0.225616279539188
2022-02-28,-0.009438164437195114,-0.008928984829933831,0.0005617214217715695,-0.009490706251705401,0.0005443471785094471,0.0009072452975157451,0.2808607108857848
2022-03-31,0.006833987649650203,0.007255451256816302,0.0006125734681327331,0.006642877788683569,0.00046708360812641503,0.0007784726802106917,0.3062867340663666
2022-04-30,0.010857903695966457,0.010951319167716276,0.000509996989559934,0.010441322178156342,0.0003464745680219166,0.0005774576133698611,0.254998494779967
2022-05-31,0.003274510772417139,0.004017417447811708,0.0005389907677874011,0.0034784266800243074,0.0005297897575101731,0.0008829829291836219,0.26949538389370054
2022-06-30,-0.0004160778762852741,6.742468645530575e-05,0.0007321128407566376,-0.0006646881543013319,0.0004100251656198924,0.0006833752760331541,0.3660564203783188
2022-07-31,0.012874771981752724,0.01278929987893722,0.00043182160870519436,0.012357478270232026,0.00040719884345174687,0.0006786647390862448,0.21591080435259719
2022-08-31,-0.008835078248586547,-0.008100375722251658,0.000492034449790007,-0.008592410172041664,0.0005727265369226359,0.0009545442282043932,0.2460172248950035
2022-09-30,0.00743671719557249,0.008313772329626221,0.0005554924037074515,0.0077582799259187695,0.0003828983389910701,0.0006381638983184502,0.2777462018537257
2022-10-31,0.009049424476109647,0.010203027150782537,0.00046885522059949707,0.00973417193018304,0.00041543741160967175,0.0006923956860161196,0.23442761029974854
2022-11-30,-0.006635823005942494,-0.005902110557369669,0.00044044392714157114,-0.00634255448451124,0.0005354923764207892,0.0008924872940346487,0.22022196357078558
2022-12-31,-0.00645116511288739,-0.006071296220213084,0.0007268880012872501,-0.006798184221500334,0.0003643698871721993,0.0006072831452869988,0.36344400064362503
2023-01-31,-0.014044509830149553,-0.013494483363202248,0.0004488489201858647,-0.013943332283388113,0.0005500264669473061,0.0009167107782455103,0.22442446009293235
2023-02-28,-0.0008593848241560964,0.0005109856819023369,0.0008061267933307686,-0.00029514111142843165,0.000617702756953035,0.001029504594921725,0.40306339666538427
2023-03-31,0.002593100814949072,0.0021796552091237547,0.0007126220606241542,0.0014670331484996006,0.0005340356988021524,0.0008900594980035874,0.3563110303120771
2023-04-30,-0.0022854968394319685,-0.0018249040457323756,0.0006117065264222095,-0.002436610572154585,0.00046059279369959185,0.0007676546561659864,0.30585326321110473
2023-05-31,-0.0020877349590186747,-0.0013285687676147155,0.0005331723322367246,-0.0018617410998514401,0.0007232487566690068,0.0012054145944483446,0.2665861661183623
2023-06-30,0.003812083678321736,0.004358265642870103,0.0007538894188011436,0.003604376224068959,0.0005433773488167836,0.0009056289146946393,0.3769447094005718
2023-07-31,-0.00544743236729286,-0.004937475762078132,0.0005164631870998854,-0.005453938949178017,0.0004977539217758917,0.0008295898696264862,0.2582315935499427
2023-08-31,0.0012980582886329994,0.0018257995344922381,0.0006223074158708008,0.0012034921186214373,0.0005927114866872646,0.0009878524778121078,0.31115370793540037
2023-09-30,0.001434629429016567,0.00180834524502423,0.0004815869507342465,0.0013267582942899834,0.0003735839735977526,0.0006226399559962543,0.24079347536712323
2023-10-31,0.008858210363653547,0.009485039442255778,0.0004975013654897744,0.008987538076766003,0.0006268290786022329,0.0010447151310037214,0.24875068274488718
2023-11-30,0.003660906333717755,0.004307885609806749,0.0005604722397866377,0.0037474133700201116,0.0006469792760889925,0.0010782987934816542,0.28023611989331887
2023-12-31,-0.0013504144954146085,-0.0009143741957497026,0.000679767432766076,-0.0015941416285157786,0.00043604029966490883,0.0007267338327748481,0.339883716383038
2024-01-31,0.005402770794862859,0.005926612169049248,0.0005123664625491053,0.005414245706500143,0.0005238413741863897,0.0008730689569773162,0.25618323127455267
2024-02-29,0.004980894486358837,0.00563596659665502,0.00048453355167409843,0.005151433044980921,0.000603247266452934,0.00100541211075489,0.2422667758370492
2024-03-31,0.001990537779358418,0.0024816042563315086,0.000601605612307403,0.0018799986440241057,0.0004924420586660091,0.0008207367644433484,0.3008028061537015
